aba	阿巴	Aba	abaA
shuhou	书后	At the back of the book	shuhouAt
shuhu	疏忽	Neglect	shuhuN
shuhua	书画	Painting and calligraphy	shuhuaP
shuhua	熟化	Maturation	shuhuaM
shuhuai	抒怀	Express feelings	shuhuaiE
shuhuan	舒缓	Relaxed	shuhuanR
shuhui	赎回	Redeem	shuhuiR
shuiba	水坝	Dam	shuibaD
shuibei	水杯	Water pitcher	shuibeiW
shuibeng	水泵	Water Pump	shuibengW
shuibi	水笔	Water brush	shuibiW
shuibian	水边	By the water’s edge	shuibianB
shuibiao	水表	Water Meter	shuibiaoW
shuibo	水波	Ripples	shuiboR
shuibu	水部	Department of Water	shuibuD
shuicai	水彩	Watercolor	shuicaiW
shuicao	水草	Water Plants	shuicaoW
shuicao	水槽	Sink	shuicaoS
shuiceng	水层	Water layer	shuicengW
shuichan	水产	Aquatic Products	shuichanA
shuichang	水厂	Water plant	shuichangW
shuiche	水车	Water Wheel	shuicheW
shuicheng	水城	Water City	shuichengW
shuichi	水池	Water Pool	shuichiW
shuichuang	水床	Waterbed	shuichuangW
shuidai	睡袋	Sleeping bag	shuidaiS
shuidai	水带	Water pipe	shuidaiW
shuidao	水稻	Rice	shuidaoR
shuidao	水道	Waterway	shuidaoW
shuide	睡得	Sleeping	shuideS
shuidi	水滴	Water droplet	shuidiW
shuidi	水底	Underwater	shuidiU
shuidian	水电	Hydroelectric power	shuidianH
shuidong	水东	Water East	shuidongW
shuidou	水痘	Chicken pox	shuidouC
shuiduo	水多	Excessive Water	shuiduoE
shuifa	税法	Tax law	shuifaT
shuifa	水法	Water Law	shuifaWater L
shuifa	水阀	Water valve	shuifaWater v
shuifei	税费	Taxes	shuifeiT
shuifei	水费	Water fee	shuifeiWater fee
shuifei	水肥	Water fertilizer	shuifeiWater fer
shuifen	水分	Moisture	shuifenM
shuifen	水粉	Watercolor powder	shuifenW
shuifeng	水封	Water seal	shuifengW
shuifu	税负	Tax burden	shuifuT
shuigang	水缸	Water jar	shuigangW
shuige	水阁	Water pavilion	shuigeW
shuigong	水工	Water Works	shuigongW
shuigou	水沟	Drainage ditch	shuigouD
shuigou	水垢	Scale	shuigouS
shuiguai	水怪	Water Monster	shuiguaiW
shuiguan	水管	Water pipe	shuiguanWater p
shuiguan	水罐	Water Jar	shuiguanWater J
shuigui	水柜	Water Cabinet	shuiguiW
shuiguo	水果	Fruit	shuiguoF
shuihai	水害	Water Damage	shuihaiW
shuihan	水旱	Flood and drought	shuihanF
shuihe	水合	Hydration reaction	shuiheH
shuihou	水后	After Water	shuihouA
shuihu	水壶	Kettle	shuihuK
shuihu	水浒	Water Margin	shuihuW
shuihua	水花	Ripple	shuihuaR
shuihua	水化	Hydrolysis	shuihuaH
shuihua	水华	Water lily	shuihuaW
shuihuan	水患	Flood	shuihuanF
shuihuo	水货	Parallel goods	shuihuoP
shuihuo	水火	Fire and water	shuihuoF
shuijia	水价	Water price	shuijiaW
shuijiao	睡觉	Sleep	shuijiaoS
shuijiao	水窖	Underground reservoir	shuijiaoU
shuijie	水解	Hydrolysis	shuijieH
shuijin	水浸	Flood	shuijinF
shuijing	水晶	Crystal	shuijingC
shuijing	水井	Water well	shuijingWater w
shuijing	水景	Water Scene	shuijingWater S
shuikeng	水坑	Puddle	shuikengP
shuikou	水口	Mouth of a River	shuikouM
shuiku	水库	Reservoir	shuikuR
shuikuan	税款	Tax	shuikuanT
shuilai	水来	Water coming	shuilaiW
shuilei	水雷	Naval mine	shuileiN
shuili	水里	In the water	shuiliI
shuili	水利	Water conservancy	shuiliW
shuili	水力	Hydroelectric power	shuiliH
shuilian	睡莲	Water lilies	shuilianWater l
shuilian	水帘	Water curtain	shuilianWater c
shuiliang	水量	Suiliao	shuiliangS
shuiliu	水流	Water flow	shuiliuW
shuilong	水龙	Dragon	shuilongD
shuilu	水路	Waterway	shuiluWaterw
shuilu	水陆	Water and Land	shuiluWater 
shuilun	水轮	Water Wheel	shuilunW
shuiluo	水落	Shuǐluò	shuiluoS
shuilv	税率	Tax rate	shuilvT
shuilv	水绿	Water Green	shuilvW
shuiman	水满	The water is full	shuimanT
shuimei	水美	Beauty of Water	shuimeiB
shuimen	水门	Water gate	shuimenW
shuimian	睡眠	Sleep	shuimianS
shuimian	水面	Water surface	shuimianW
shuimo	水墨	Ink wash painting	shuimoI
shuimo	水磨	Water Mill	shuimoW
shuimu	水母	Jellyfish	shuimuJ
shuimu	水幕	Water curtain	shuimuW
shuineng	水能	Water can	shuinengW
shuini	水泥	Cement	shuiniC
shuiniao	水鸟	Water bird	shuiniaoW
shuiniu	水牛	Water buffalo	shuiniuW
shuipai	水排	Drain water	shuipaiD
shuipai	水牌	A fake	shuipaiA
shuipao	水泡	Air bubbles	shuipaoA
shuipao	水疱	Blister	shuipaoB
shuipen	水盆	Water basin	shuipenW
shuiping	水平	Level	shuipingL
shuiping	水瓶	Water bottle	shuipingW
shuipo	水泊	Water town	shuipoW
shuiqi	水汽	Steam	shuiqiS
shuiqian	水浅	Shallow water	shuiqianS
shuiqiang	水枪	Water gun	shuiqiangW
shuiqiang	水墙	Levee	shuiqiangL
shuiqin	水禽	Waterfowl	shuiqinW
shuiqing	水情	Water Situation	shuiqingW
shuiqiu	水球	Water polo	shuiqiuW
shuiqu	水区	Water area	shuiquW
shuiqu	水渠	Irrigation channel	shuiquI
shuiquan	水泉	Water Spring	shuiquanWater S
shuiquan	水圈	Water cycle	shuiquanWater c
shuire	水热	Water and heat	shuireW
shuirong	水溶	Water-soluble	shuirongW
shuise	水色	Water color	shuiseW
shuishan	水杉	Red pine	shuishanR
shuishang	水上	Underwater	shuishangU
shuishen	水深	Water depth	shuishenWater d
shuishen	水神	Water God	shuishenWater G
shuisheng	水生	Aquatic plants	shuishengA
shuisheng	水声	Sound of water	shuishengS
shuishi	水师	Naval fleet	shuishiN
shuishi	水势	Shuǐshì - Water flow	shuishiS
shuishi	水蚀	Water erosion	shuishiW
shuishou	税收	Tax	shuishouTa
shuishou	水手	Sailor	shuishouS
shuishou	睡熟	To be fully rested	shuishouTo
shuishui	水水	Watery	shuishuiW
shuita	水塔	Water tower	shuitaW
shuita	水獭	Otter	shuitaO
shuitan	水潭	Water tank	shuitanW
shuitang	水塘	Pond	shuitangP
shuiti	水体	Water body	shuitiW
shuitian	水田	Paddy field	shuitianP
shuiting	水亭	Water Pavilion	shuitingW
shuitong	水桶	Bucket	shuitongB
shuitou	水头	Head	shuitouH
shuitu	水土	Soil and Water	shuituS
shuiwa	水洼	Puddle	shuiwaP
shuiwang	水王	Water King	shuiwangWater K
shuiwang	水网	Water network	shuiwangWater n
shuiwei	水位	Water Level	shuiweiW
shuiwen	水温	Water temperature	shuiwenW
shuiwen	水文	Hydrology	shuiwenH
shuiwen	水纹	Skin texture	shuiwenS
shuiwu	税务	Taxation	shuiwuT
shuiwu	水雾	Mist	shuiwuM
shuiwu	水舞	Water Dance	shuiwuW
shuixi	水洗	Wash with water	shuixiW
shuixi	水系	Drainage system	shuixiD
shuixi	水螅	Planarians	shuixiP
shuixia	水下	Underwater	shuixiaU
shuixian	水仙	Narcissus	shuixianN
shuixiang	水箱	Water tank	shuixiangWater ta
shuixiang	水乡	Water town	shuixiangWater to
shuixiang	水巷	Water lane	shuixiangWater l
shuixiang	睡相	Sleeping habits	shuixiangS
shuixin	水心	Water Heart	shuixinW
shuixing	睡醒	Wake Up	shuixingW
shuixing	水性	Swimming ability	shuixingS
shuixing	水星	Mercury	shuixingM
shuixiu	水袖	Water Sleeve	shuixiuW
shuiya	水压	Water Pressure	shuiyaWater P
shuiya	水鸭	Water duck	shuiyaWater d
shuiyan	水淹	Flooded	shuiyanF
shuiyan	睡眼	Drowsy	shuiyanD
shuiyan	水堰	Weir	shuiyanW
shuiyang	水样	Water Sample	shuiyangW
shuiyi	睡意	Sleepiness	shuiyiS
shuiyin	水银	Quicksilver	shuiyinQ
shuiying	水影	Water Shadow	shuiyingW
shuiyu	水域	Waters	shuiyuWaters
shuiyu	水浴	Water Bath	shuiyuWater 
shuiyuan	水源	Water source	shuiyuanW
shuiyue	水月	Water Moon	shuiyueW
shuiyun	水运	Water Transport	shuiyunWater T
shuiyun	水云	Water and Clouds	shuiyunWater a
shuizai	水灾	Flood	shuizaiF
shuizao	水藻	Aquatic algae	shuizaoA
shuizao	水蚤	Copepod	shuizaoC
shuize	税则	Tax Regulations	shuizeT
shuizha	水闸	Weir	shuizhaW
shuizhan	水战	Water Warfare	shuizhanW
shuizhao	睡着	Fall asleep	shuizhaoF
shuizheng	水蒸	Water vapor	shuizhengW
shuizhi	水质	Water quality	shuizhiWater 
shuizhi	水蛭	Leech	shuizhiL
shuizhi	税制	Tax System	shuizhiT
shuizhi	水制	Water-based	shuizhiWater-
shuizhong	水中	In water	shuizhongI
shuizhong	水肿	Swelling	shuizhongS
shuizhong	税种	Tax types	shuizhongT
shuizhu	水珠	Water droplets	shuizhuWater d
shuizhu	水柱	Water column	shuizhuWater c
shuizhu	水竹	Bamboo in Water	shuizhuB
shuizhu	水注	Water Flow	shuizhuWater F
shuizhun	水准	Level	shuizhunL
shuizi	睡姿	Sleeping position	shuiziS
shuizu	水族	Shui族	shuizuS
shuizu	睡足	To have slept enough	shuizuT
shuizuan	水钻	Diamond	shuizuanD
shuji	书籍	Book	shujiB
shuji	书记	Secretary	shujiSe
shuji	书脊	Spine	shujiSp
shuji	庶几	Perhaps	shujiP
shujia	暑假	Summer vacation	shujiaS
shujia	书架	Bookshelf	shujiaB
shujia	输家	Loser	shujiaL
shujia	书家	Calligrapher	shujiaC
shujian	书简	Epistle	shujianE
shujian	树尖	Tip of a tree	shujianT
shujiao	树胶	Tree resin	shujiaoT
shujie	疏解	Relaxation	shujieRela
shujie	纾解	Relieve	shujieReli
shujin	赎金	Ransom	shujinR
shujin	输进	Input	shujinI
shujin	蜀锦	Sichuan Brocade	shujinS
shujing	竖井	Vertical Well	shujingV
shujiu	数九	Counting nine	shujiuC
shuju	数据	Data	shujuD
shuju	书局	Bookshop	shujuB
shujuan	书卷	Music Scroll	shujuanM
shujun	疏浚	To dredge	shujunT
shukan	书刊	Books and publications	shukanB
shuke	术科	Art Subject	shukeA
shukong	数控	Numerical control	shukongN
shukou	书口	Cover	shukouC
shuku	书库	Bibliotheca	shukuB
shulai	数来	Counting	shulaiC
shulan	疏懒	Sluggish and lazy	shulanS
shulan	树懒	Tree sloth	shulanT
shulang	疏朗	Shūlǎng	shulangS
shule	疏勒	Shule	shuleS
shulei	薯类	Potato	shuleiP
shulei	鼠类	Rodent	shuleiR
shuli	树立	Establish	shuliE
shuli	梳理	Comb	shuliC
shuli	书里	In the book	shuliIn 
shuli	数理	Mathematical sciences	shuliMa
shuli	竖立	Standing upright	shuliS
shuli	疏离	Detachment	shuliD
shuli	数里	Miles	shuliMi
shuli	树里	Inside the Tree	shuliIns
shulian	熟练	Skilled	shulianS
shuliang	数量	Quantity	shuliangQ
shuliang	薯莨	Potato vine	shuliangP
shulie	数列	Sequence	shulieS
shulie	竖列	Vertical column	shulieV
shulin	树林	Forest	shulinF
shulin	疏林	Sparse Forest	shulinS
shulin	书林	Library	shulinL
shuling	树龄	Tree age	shulingT
shulou	疏漏	Omission	shulouO
shulu	书录	Book Record	shuluB
shuluo	疏落	Sparse	shuluoS
shulve	述略	Brief account	shulveB
shuma	数码	Digital	shumaD
shumai	赎买	Ransom	shumaiR
shuman	舒曼	Schumann	shumanS
shumei	树莓	Raspberry	shumeiR
shumi	疏密	Sparse and dense	shumiS
shumian	书面	Written	shumianW
shumian	梳棉	Shu Mian	shumianS
shumiao	树苗	Sapling	shumiaoSa
shumiao	数秒	Seconds	shumiaoSe
shumin	庶民	Common people	shuminC
shuming	书名	Title	shumingT
shuming	署名	Sign one's name	shumingS
shuming	数名	Count names	shumingC
shumo	数模	Digital model	shumoD
shumu	数目	Number	shumuN
shumu	树木	Tree	shumuT
shumu	书目	Bibliography	shumuB
shumu	叔母	Aunt	shumuA
shunbian	顺便	By the way	shunbianB
shunbian	瞬变	Instant Change	shunbianI
shuncha	顺差	Surplus	shunchaS
shunchang	顺畅	Smooth	shunchangS
shuncheng	顺承	Succession	shunchengS
shunci	顺次	In Order	shunciI
shuncong	顺从	Obey	shuncongO
shundai	顺带	Concurrent	shundaiC
shundang	顺当	Properly	shundangP
shunei	数内	To be within the budget	shuneiT
shuneng	孰能	Who is capable?	shunengW
shuner	顺耳	Pleasant to the ear	shunerP
shunfeng	顺风	With the wind	shunfengW
shunhua	顺滑	Smooth	shunhuaS
shunian	数年	Several years	shunianS
shuniu	枢纽	Hub	shuniuH
shunjian	瞬间	Moment	shunjianM
shunjing	顺境	Favorable circumstances	shunjingF
shunkou	顺口	Natural	shunkouN
shunli	顺利	Smooth	shunliS
shunliu	顺流	To go with the flow	shunliuT
shunlu	顺路	On the way	shunluO
shunmin	顺民	Loyal People	shunminL
shunqing	顺庆	Shunqing	shunqingS
shunshi	顺势	Take advantage of	shunshiT
shunshou	顺手	Convenient	shunshouC
shunshui	顺水	Following the current	shunshuiF
shunshun	顺顺	Cis-cis	shunshunC
shunsui	顺遂	Smoothly	shunsuiS
shunsui	顺随	Following along	shunsuiF
shunv	淑女	Virtuous Woman	shunvV
shunxi	吮吸	Suckle	shunxiS
shunxi	瞬息	In an instant	shunxiI
shunxia	顺下	Downward	shunxiaD
shunxiang	顺向	Forward	shunxiangF
shunxin	顺心	Satisfactory	shunxinS
shunxing	顺行	Forward progress	shunxingF
shunxu	顺序	Order	shunxuO
shunyi	顺义	Shunyi	shunyiS
shunying	顺应	Comply with	shunyingC
shunzhe	顺着	Along	shunzheA
shunzi	顺子	Straight	shunziS
shuochang	说唱	Rap	shuochangR
shuocheng	说成	To say that	shuochengT
shuochu	说出	To say	shuochuT
shuochuan	说穿	To tear apart	shuochuanT
shuoci	说辞	Speech	shuociS
shuoci	说词	Recitative	shuociR
shuocuo	说错	Say Wrong	shuocuoS
shuoda	硕大	Huge	shuodaH
shuodao	说道	Say	shuodaoS
shuodian	说点	Say something	shuodianS
shuoding	说定	To decide	shuodingT
shuofa	说法	Statement	shuofaS
shuofang	朔方	Northern region	shuofangN
shuofeng	朔风	North wind	shuofengN
shuofu	说服	Persuade	shuofuP
shuoge	说个	Tell me	shuogeT
shuoguo	硕果	Fruit	shuoguoF
shuohao	说好	Agreed upon	shuohaoA
shuohua	说话	Speak	shuohuaS
shuohuang	说谎	Lie	shuohuangL
shuojiao	说教	Preaching	shuojiaoP
shuoju	说句	To say a word	shuojuT
shuolai	说来	Let me tell you	shuolaiL
shuoli	说理	To argue	shuoliT
shuoming	说明	Explain	shuomingE
shuoqi	说起	Mentioning	shuoqiM
shuoqi	朔气	Cold	shuoqiC
shuoqin	说亲	Matchmaker	shuoqinM
shuoqing	说情	Intercede	shuoqingI
shuosheng	说声	To say a word	shuoshengT
shuoshi	硕士	Master	shuoshiM
shuoshi	说事	To make trouble	shuoshiT
shuoshi	说时	Just as you say	shuoshiJ
shuoshu	说书	Storytelling	shuoshuS
shuoshuo	烁烁	Flickering	shuoshuoF
shuowan	说完	Finished	shuowanF
shuowang	朔望	朔望	shuowang朔
shuoxie	说些	Say something	shuoxieS
shuozhe	说者	Speaker	shuozheS
shupai	竖排	Vertical	shupaiV
shupi	树皮	Bark	shupiB
shupian	薯片	Potato chip	shupianP
shupin	书品	Calligraphic Style	shupinC
shupu	书谱	Calligraphic Manual	shupuC
shuqi	暑期	Summer vacation	shuqiSummer v
shuqi	竖起	To stand up	shuqiTo
shuqi	树起	Tree rising	shuqiTr
shuqi	输气	Gas transmission	shuqiG
shuqi	数起	Number Origin	shuqiN
shuqi	暑气	Summer heat	shuqiSummer h
shuqian	书签	Bookmark	shuqianBo
shuqian	数千	Thousands	shuqianT
shuqian	树前	Before the tree	shuqianBe
shuqin	竖琴	Guzheng	shuqinG
shuqing	抒情	Express emotion	shuqingE
shuqing	数清	To clarify	shuqingT
shuqiu	输球	Passing the ball	shuqiuP
shuran	倏然	Suddenly	shuranS
shure	暑热	Hot weather	shureH
shuren	数人	Count of people	shurenCou
shuren	树人	Tree man	shurenT
shuren	庶人	Common people	shurenCom
shuri	数日	Several days	shuriS
shurong	殊荣	Honor	shurongH
shuru	输入	Input	shuruI
shuruo	孰若	Which is better?	shuruoW
shusan	疏散	Evacuate	shusanE
shusan	舒散	Relaxed	shusanR
shushan	蜀山	Shuxian	shushanS
shushang	书上	In the book	shushangI
shushang	树上	On the tree	shushangO
shushao	树梢	Treetop	shushaoT
shusheng	书生	Scholar	shushengSc
shusheng	数声	A series of sounds	shushengA s
shusheng	书圣	A great calligraphy master	shushengA g
shusheng	数省	Several provinces	shushengSe
shushi	舒适	Comfortable	shushiC
shushi	属实	Turn out to be true	shushiTur
shushi	熟识	Familiar with	shushiF
shushi	数十	Dozens	shushiD
shushi	塾师	Tutor	shushiTut
shushou	熟手	Experienced	shushouE
shushou	束手	Shoushu	shushouS
shushou	戍守	To defend	shushouT
shushu	叔叔	Uncle	shushuU
shushu	数数	Counting	shushuC
shushu	树树	Tree tree	shushuT
shushu	疏疏	Sparse	shushuSp
shushu	书塾	School	shushuSc
shushui	熟睡	To be asleep	shushuiT
shushui	输水	Water conveyance	shushuiW
shushuo	述说	Describe	shushuoD
shushuo	数说	Count and say	shushuoC
shusi	殊死	Desperately	shusiD
shusong	输送	Transport	shusongT
shusong	疏松	Loose	shusongL
shusuan	数算	Calculation	shusuanC
shutan	舒坦	Comfortable	shutanC
shutang	书堂	School	shutangS
shuti	书体	Style of Writing	shutiS
shutian	数天	Number of days	shutianN
shutiao	薯条	French fry	shutiaoF
shutiao	数条	Several (roads	shutiaoS
shutong	疏通	Dredge	shutongD
shutou	梳头	Brushing hair	shutouB
shutu	树突	Tree Feature	shutuT
shuwa	树蛙	Tree frog	shuwaT
shuwai	书外	Outside the book	shuwaiO
shuwan	数万	Ten thousand	shuwanT
shuwan	数完	Finish counting	shuwanF
shuwang	输往	Transporting To	shuwangT
shuwei	数为	As	shuweiA
shuwei	数位	Digital	shuweiD
shuwu	书屋	Library	shuwuL
shuwu	庶务	Minor Affairs	shuwuM
shuwu	书物	Books	shuwuB
shuxi	梳洗	Shu Xi	shuxiS
shuxi	数系	Number System	shuxiN
shuxi	熟习	Familiar with	shuxiF
shuxia	属下	Subordinate	shuxiaS
shuxia	树下	Under the tree	shuxiaU
shuxian	竖线	Vertical Line	shuxianV
shuxiang	竖向	Vertical	shuxiangV
shuxiang	书香	Literary fragrance	shuxiangL
shuxiang	书箱	Bookcase	shuxiangB
shuxie	书写	Write	shuxieW
shuxie	输血	Blood transfusion	shuxieB
shuxie	抒写	Express	shuxieE
shuxie	疏泄	Relaxed Release	shuxieR
shuxin	书信	Letter	shuxinL
shuxing	属性	Attribute	shuxingA
shuxing	树形	Tree shape	shuxingT
shuxiu	蜀绣	Sichuan Embroidery	shuxiuS
shuxue	数学	Mathematics	shuxueM
shuyang	输氧	Oxygen supply	shuyangO
shuyao	束腰	Corset	shuyaoC
shuyao	鼠药	Rat poison	shuyaoR
shuye	树叶	Leaf	shuyeL
shuye	输液	Infusion	shuyeI
shuye	书页	Page	shuyeP
shuye	术业	Skill	shuyeS
shuyi	数以	By	shuyiBy
shuyi	数亿	Billions	shuyiBi
shuyi	鼠疫	Plague	shuyiP
shuyin	树荫	Shade	shuyinS
shuying	输赢	Win or lose	shuyingW
shuying	树影	Tree Shadows	shuyingT
shuying	书影	Book Shadows	shuyingB
shuying	疏影	Sparse shadows	shuyingS
shuyou	书有	Books have	shuyouB
shuyou	输油	Oil transmission	shuyouO
shuyu	属于	Belong to	shuyuB
shuyu	术语	Terminology	shuyuT
shuyu	殊遇	Rare opportunity	shuyuR
shuyu	熟语	Idiom	shuyuI
shuyuan	书院	Academy	shuyuanA
shuyuan	疏远	Distant	shuyuanD
shuyuan	淑媛	Noble lady	shuyuanN
shuyuan	树园	Botanical garden	shuyuanB
shuyue	数月	Several months	shuyueS
shuzai	数载	Many years	shuzaiM
shuzhai	书斋	Study	shuzhaiS
shuzhan	舒展	Spread out	shuzhanS
shuzhang	署长	Magistrate	shuzhangM
shuzhang	舒张	Dilation	shuzhangD
shuzhe	数着	Counting	shuzheCou
shuzhe	梳着	Combed	shuzheCom
shuzhen	数阵	Number grid	shuzhenN
shuzheng	书证	Documentary Evidence	shuzhengD
shuzhi	数值	Numerical value	shuzhiNume
shuzhi	树脂	Resin	shuzhiRes
shuzhi	树枝	Branch	shuzhiB
shuzhi	述职	Report	shuzhiRep
shuzhi	竖直	Vertical	shuzhiV
shuzhi	数只	Number Only	shuzhiNumber O
shuzhi	孰知	Who knows	shuzhiW
shuzhi	数制	Number system	shuzhiNumber s
shuzhi	疏枝	Shūzhī	shuzhiS
shuzhong	书中	In the book	shuzhongI
shuzhong	树种	Tree species	shuzhongT
shuzhong	数种	Numerous types	shuzhongN
shuzhong	蜀中	Sichuan	shuzhongS
shuzhou	数轴	Axis	shuzhouA
shuzhu	数珠	Rosary beads	shuzhuR
shuzhu	束住	To restrain	shuzhuT
shuzhuang	树状	Tree-like	shuzhuangTree-
shuzhuang	梳妆	Dressing up	shuzhuangD
shuzhuang	树桩	Tree stump	shuzhuangTree 
shuzhuang	书状	Book-shaped	shuzhuangB
shuzhuo	书桌	Desk	shuzhuoD
shuzi	数字	Number	shuziN
shuzi	梳子	Comb	shuziC
shuzi	叔子	Uncle's son	shuziU
shuzi	竖子	Young man	shuziY
shuzi	黍子	Millet	shuziM
shuzu	数组	Array	shuzuA
shuzu	叔祖	Grandfather	shuzuGr
shuzu	戍卒	Garrison troops	shuzuGa
shuzu	庶族	Lesser Clans	shuzuL
shuzui	赎罪	Atonement	shuzuiA
sibai	四百	Four hundred	sibaiF
siban	死板	Rigid	sibanR
siben	四本	Four books	sibenF
sibi	四壁	Four Walls	sibiF
sibian	思辨	Critical thinking	sibianC
sibian	四边	Four sides	sibianFour s
sibian	四遍	Four times	sibianFour t
sibu	四部	Four parts	sibuFour p
sibu	四步	Four steps	sibuFour s
sicao	饲草	Forage grass	sicaoF
sichan	私产	Private Property	sichanP
sichao	思潮	Trend	sichaoT
siche	撕扯	to tear and pull	sichet
sicheng	四成	Four tenths	sichengF
sicheng	撕成	Torn into pieces	sichengT
sichong	丝虫	Nematode worm	sichongN
sichou	丝绸	Silk	sichouS
sichu	四处	Everywhere	sichuE
sichu	四出	Four directions	sichuF
sichuan	四川	Sichuan	sichuanS
sici	四次	Four times	siciF
sicun	思忖	Consider	sicunC
sida	四大	The Four Major Alliances	sidaTh
sida	撕打	To fight and tear	sidaTo
sidai	丝带	Ribbon	sidaiR
sidai	四代	Four Generations	sidaiF
sidao	四道	Four	sidaoF
side	撕得	To tear	sideT
side	私德	Private virtue	sideP
sideng	四等	Divided into four equal parts	sidengD
sidi	死地	Dead land	sidiDead 
sidi	死敌	Deadly enemy	sidiDeadl
sidi	私敌	Private enemy	sidiP
sidian	四点	Four o'clock	sidianF
sidiao	撕掉	to tear down	sidiaot
sidou	私斗	Private fights	sidouP
siduo	四朵	Four flowers	siduoF
sifa	司法	Justice	sifaJ
sifa	死法	Method of death	sifaM
sifan	思凡	Mortal World	sifanM
sifang	四方	All directions	sifangA
sifen	四分	Four parts	sifenF
sifu	伺服	Servo	sifuS
sifu	思妇	Thinking of one's wife	sifuT
sigang	四缸	Four-cylinder	sigangF
sigang	丝杠	Thread coil	sigangT
