生产储备	shengchanchubei
原有基础	yuanyoujichu
原油期货	yuanyouqihuo
远远超过	yuanyuanchaoguo
月报	yuebao
越不利	yuebuli
约定日期	yuedingriqi
月供负担	yuegongfudan
月环比	yuehuanbi
月亏损	yuekuisun
月内指令	yueneizhiling
越权卖出	yuequanmaichu
越声理财	yueshenglicai
越是不利	yueshibuli
越小越好	yuexiaoyuehao
月薪	yuexin
云化认购	yunhuarengou
云南白药	yunnanbaiyao
云南铜业	yunnantongye
酝酿回购	yunnianghuigou
运输单据	yunshudanju
运通公司	yuntonggongsi
运通卡	yuntongka
运通银行	yuntongyinhang
运行态势	yunxingtaishi
运行效率	yunxingxiaolv
允许交易	yunxujiaoyi
晕眩市场	yunxuanshichang
运营部	yunyingbu
运营管理	yunyingguanli
运营平台	yunyingpingtai
运用渠道	yunyongqudao
孕育着	yunyuzhe
运作成功	yunzuochenggong
砸盘	zapan
杂项资产	zaxiangzichan
砸在手里	zazaishouli
杂志社	zazhishe
再创新低	zaichuangxindi
再创新高	zaichuangxingao
再次加息	zaicijiaxi
再次上调	zaicishangtiao
再次下跌	zaicixiadie
再次宣布	zaicixuanbu
再抵押	zaidiya
再度跌破	zaidudiepo
再度回落	zaiduhuiluo
再度攀升	zaidupansheng
再度下调	zaiduxiatiao
再度小幅	zaiduxiaofu
再度走强	zaiduzouqiang
再估价	zaigujia
再融资	zairongzi
再生能源	zaishengnengyuan
再贴现	zaitiexian
再投资	zaitouzi
再现地量	zaixiandiliang
在线购物	zaixiangouwu
在线解盘	zaixianjiepan
在线商城	zaixianshangcheng
在线咨询	zaixianzixun
再销售人	zaixiaoshouren
赞成票	zanchengpiao
暂时未定	zanshiweiding
暂停账户	zantingzhanghu
暂停转让	zantingzhuanrang
暂行办法	zanxingbanfa
造成冲击	zaochengchongji
早盘高开	zaopangaokai
早起排队	zaoqipaidui
遭受重创	zaoshouzhongchuang
遭遇寒冰	zaoyuhanbing
则表示	zebiaoshi
择机低吸	zejidixi
责令限改	zelingxiangai
责任人	zerenren
责任债券	zerenzhaiquan
则是根据	zeshigenju
择优出清	zeyouchuqing
择优选股	zeyouxuangu
怎样盈利	zenyangyingli
增发	zengfa
增发股票	zengfagupiao
增发项目	zengfaxiangmu
增加存款	zengjiacunkuan
增加趋势	zengjiaqushi
增加收益	zengjiashouyi
增加税收	zengjiashuishou
增加资金	zengjiazijin
增势明显	zengshimingxian
增速减缓	zengsujianhuan
赠与基金	zengyujijin
增长较快	zengzhangjiaokuai
增长率	zengzhanglv
增长潜力	zengzhangqianli
增长水平	zengzhangshuiping
增长速度	zengzhangsudu
增长态势	zengzhangtaishi
增长迅速	zengzhangxunsu
增长值	zengzhangzhi
增值	zengzhi
增值空间	zengzhikongjian
增值前景	zengzhiqianjing
增值潜力	zengzhiqianli
增值税	zengzhishui
增值账户	zengzhizhanghu
增资	zengzi
增资额	zengzie
增资改制	zengzigaizhi
渣打银行	zhadayinhang
扎实推进	zhashituijin
窄幅波动	zhaifubodong
窄幅盘整	zhaifupanzheng
窄幅调整	zhaifutiaozheng
窄幅振荡	zhaifuzhendang
债款回收	zhaikuanhuishou
摘牌	zhaipai
债券宝	zhaiquanbao
债券报价	zhaiquanbaojia
债券本金	zhaiquanbenjin
债券比例	zhaiquanbili
债权比率	zhaiquanbilv
债券承销	zhaiquanchengxiao
债券发行	zhaiquanfaxing
债券分段	zhaiquanfenduan
债券概要	zhaiquangaiyao
债券公司	zhaiquangongsi
债券股票	zhaiquangupiao
债券红利	zhaiquanhongli
债券互换	zhaiquanhuhuan
债券基金	zhaiquanjijin
债券价值	zhaiquanjiazhi
债券交易	zhaiquanjiaoyi
债券滥价	zhaiquanlanjia
债券利息	zhaiquanlixi
债券列表	zhaiquanliebiao
债券评级	zhaiquanpingji
债权人	zhaiquanren
债券融资	zhaiquanrongzi
债权融资	zhaiquanrongzi
债券市场	zhaiquanshichang
债券收益	zhaiquanshouyi
债券投资	zhaiquantouzi
债券限额	zhaiquanxiane
债券折价	zhaiquanzhejia
债券证券	zhaiquanzhengquan
债券种类	zhaiquanzhonglei
债权追偿	zhaiquanzhuichang
债市	zhaishi
债务比率	zhaiwubilv
债务工具	zhaiwugongju
债务和解	zhaiwuhejie
债务利息	zhaiwulixi
债务凭证	zhaiwupingzheng
债务契约	zhaiwuqiyue
债务清偿	zhaiwuqingchang
债务人	zhaiwuren
债务融资	zhaiwurongzi
债务条款	zhaiwutiaokuan
债务危机	zhaiwuweiji
斩仓	zhancang
展恒理财	zhanhenglicai
斩获	zhanhuo
展开反弹	zhankaifantan
展开竞争	zhankaijingzheng
战略发展	zhanluefazhan
战略方向	zhanluefangxiang
战略规划	zhanlueguihua
战略合作	zhanluehezuo
战略家	zhanluejia
战略决策	zhanluejuece
战略意义	zhanlueyiyi
展期互换	zhanqihuhuan
战时产物	zhanshichanwu
账单地址	zhangdandizhi
账单分期	zhangdanfenqi
账单明细	zhangdanmingxi
账单日	zhangdanri
涨跌幅	zhangdiefu
涨跌互现	zhangdiehuxian
涨跌停板	zhangdietingban
涨幅不同	zhangfubutong
涨幅超过	zhangfuchaoguo
涨幅第一	zhangfudiyi
涨幅低于	zhangfudiyu
涨幅高达	zhangfugaoda
涨幅较大	zhangfujiaoda
涨幅较小	zhangfujiaoxiao
涨幅居前	zhangfujuqian
涨幅靠前	zhangfukaoqian
涨幅排行	zhangfupaihang
涨幅趋缓	zhangfuquhuan
涨幅太高	zhangfutaigao
涨很多	zhanghenduo
账户安全	zhanghuanquan
账户表	zhanghubiao
账户服务	zhanghufuwu
账户密码	zhanghumima
账户余额	zhanghuyue
账户资料	zhanghuziliao
张江高科	zhangjianggaoke
账款追收	zhangkuanzhuishou
账龄分析	zhanglingfenxi
涨码	zhangma
账面价值	zhangmianjiazhi
账面损失	zhangmiansunshi
账面信贷	zhangmianxindai
账目管理	zhangmuguanli
掌上灵通	zhangshanglingtong
涨停板	zhangtingban
涨停报收	zhangtingbaoshou
账外财产	zhangwaicaichan
账外经营	zhangwaijingying
账务管理	zhangwuguanli
招标发行	zhaobiaofaxing
招标者	zhaobiaozhe
招行	zhaohang
招行卡	zhaohangka
召集会议	zhaojihuiyi
召开一次	zhaokaiyici
招聘助理	zhaopinzhuli
找钱网	zhaoqianwang
招商基金	zhaoshangjijin
招商银行	zhaoshangyinhang
招商引资	zhaoshangyinzi
招商证券	zhaoshangzhengquan
照市价	zhaoshijia
朝阳产业	zhaoyangchanye
这笔钱	zhebiqian
这次危机	zheciweiji
折价	zhejia
折价出售	zhejiachushou
折价发行	zhejiafaxing
折价交易	zhejiajiaoyi
折价率	zhejialv
折价票据	zhejiapiaoju
折价债券	zhejiazhaiquan
浙江富阳	zhejiangfuyang
浙江利捷	zhejianglijie
折旧法	zhejiufa
折旧基金	zhejiujijin
折旧率	zhejiulv
这类个股	zheleigegu
这迫使	zheposhi
浙商银行	zheshangyinhang
折算额	zhesuane
折现价值	zhexianjiazhi
折现率	zhexianlv
这项合作	zhexianghezuo
这些个股	zhexiegegu
这些股东	zhexiegudong
这些行为	zhexiexingwei
这些银行	zhexieyinhang
这一错误	zheyicuowu
这一趋势	zheyiqushi
这一市场	zheyishichang
这一危机	zheyiweiji
这一做法	zheyizuofa
这有利于	zheyouliyu
这有助于	zheyouzhuyu
这只股票	zhezhigupiao
这种方式	zhezhongfangshi
这种合作	zhezhonghezuo
这种责任	zhezhongzeren
这种做法	zhezhongzuofa
这里要	zheiliyao
震荡触底	zhendangchudi
震荡盘升	zhendangpansheng
震荡收高	zhendangshougao
震荡下行	zhendangxiaxing
震荡整理	zhendangzhengli
针对一些	zhenduiyixie
真实财富	zhenshicaifu
真实利率	zhenshililv
针线街	zhenxianjie
政策出台	zhengcechutai
政策传导	zhengcechuandao
政策工具	zhengcegongju
政策含义	zhengcehanyi
政策落实	zhengceluoshi
政策面	zhengcemian
政策目标	zhengcemubiao
政策收紧	zhengceshoujin
政策探讨	zhengcetantao
政策讨论	zhengcetaolun
正常过户	zhengchangguohu
正常交易	zhengchangjiaoyi
正常收益	zhengchangshouyi
正常填开	zhengchangtiankai
正常消费	zhengchangxiaofei
正常性	zhengchangxing
正出现	zhengchuxian
政府采购	zhengfucaigou
政府担保	zhengfudanbao
政府机构	zhengfujigou
政府救市	zhengfujiushi
政府垄断	zhengfulongduan
政府审计	zhengfushenji
政府银行	zhengfuyinhang
政府债券	zhengfuzhaiquan
整改期间	zhenggaiqijian
整个过程	zhenggeguocheng
整个市场	zhenggeshichang
整股交易	zhenggujiaoyi
正股市价	zhenggushijia
征管处	zhengguanchu
征管水平	zhengguanshuiping
征管系统	zhengguanxitong
征管效率	zhengguanxiaolv
征管信息	zhengguanxinxi
正规网点	zhengguiwangdian
征集款项	zhengjikuanxiang
证件重打	zhengjianchongda
证件发放	zhengjianfafang
证件号码	zhengjianhaoma
证监会	zhengjianhui
证件缴销	zhengjianjiaoxiao
证件名称	zhengjianmingcheng
证券包销	zhengquanbaoxiao
证券承销	zhengquanchengxiao
证券代码	zhengquandaima
证券导报	zhengquandaobao
证券导刊	zhengquandaokan
证券第一	zhengquandiyi
证券法	zhengquanfa
证券公司	zhengquangongsi
证券过户	zhengquanguohu
证券化	zhengquanhua
证券价格	zhengquanjiage
证券监督	zhengquanjiandu
证券监管	zhengquanjianguan
证券借出	zhengquanjiechu
证券借贷	zhengquanjiedai
证券经销	zhengquanjingxiao
证券媒体	zhengquanmeiti
证券名称	zhengquanmingcheng
证券评级	zhengquanpingji
证券凭证	zhengquanpingzheng
证券日报	zhengquanribao
证券融资	zhengquanrongzi
证券时报	zhengquanshibao
证券市场	zhengquanshichang
证券推销	zhengquantuixiao
证券网	zhengquanwang
证券信息	zhengquanxinxi
证券学校	zhengquanxuexiao
证券要素	zhengquanyaosu
证券要闻	zhengquanyaowen
证券溢价	zhengquanyijia
证券遗失	zhengquanyishi
证券有限	zhengquanyouxian
证券月刊	zhengquanyuekan
证券折扣	zhengquanzhekou
证券指数	zhengquanzhishu
证券之星	zhengquanzhixing
证券周刊	zhengquanzhoukan
证券自销	zhengquanzixiao
证券资讯	zhengquanzixun
证券咨询	zhengquanzixun
证券组合	zhengquanzuhe
正式成为	zhengshichengwei
正式成员	zhengshichengyuan
正式发布	zhengshifabu
正视风险	zhengshifengxian
正式开业	zhengshikaiye
正式上市	zhengshishangshi
正式宣布	zhengshixuanbu
正式证券	zhengshizhengquan
征收环节	zhengshouhuanjie
征收监控	zhengshoujiankong
征收效率	zhengshouxiaolv
整体表现	zhengtibiaoxian
整体复苏	zhengtifusu
整体亏损	zhengtikuisun
整体情况	zhengtiqingkuang
整体上市	zhengtishangshi
整体上涨	zhengtishangzhang
整体收购	zhengtishougou
整体走高	zhengtizougao
正陷入	zhengxianru
征信系统	zhengxinxitong
征用权	zhengyongquan
正在付款	zhengzaifukuan
正在审核	zhengzaishenhe
郑州中期	zhengzhouzhongqi
值班情况	zhibanqingkuang
指标股	zhibiaogu
指标控制	zhibiaokongzhi
指标体系	zhibiaotixi
至诚理财	zhichenglicai
支撑水平	zhichengshuiping
支持系统	zhichixitong
指导投资	zhidaotouzi
指导信托	zhidaoxintuo
止跌反弹	zhidiefantan
止跌回稳	zhidiehuiwen
制定出	zhidingchu
指定让步	zhidingrangbu
指定实价	zhidingshijia
指定委托	zhidingweituo
指定银行	zhidingyinhang
制度负担	zhidufudan
制度建设	zhidujianshe
制度歧视	zhiduqishi
制度缺陷	zhiduquexian
止付	zhifu
支付保证	zhifubaozheng
支付成本	zhifuchengben
支付方式	zhifufangshi
支付费用	zhifufeiyong
支付工具	zhifugongju
支付股息	zhifuguxi
支付红利	zhifuhongli
支付利息	zhifulixi
支付凭证	zhifupingzheng
支付全部	zhifuquanbu
支付协定	zhifuxieding
支付业务	zhifuyewu
支付在线	zhifuzaixian
支付制度	zhifuzhidu
至高点	zhigaodian
只个股	zhigegu
滞后时间	zhihoushijian
纸黄金网	zhihuangjinwang
智慧资金	zhihuizijin
直接金融	zhijiejinrong
直接联系	zhijielianxi
直接年金	zhijienianjin
直接票据	zhijiepiaoju
直接融资	zhijierongzi
直接收购	zhijieshougou
直接收入	zhijieshouru
直接受益	zhijieshouyi
直接套汇	zhijietaohui
直接提供	zhijietigong
直接投入	zhijietouru
直接投资	zhijietouzi
直接销售	zhijiexiaoshou
直接信贷	zhijiexindai
治理水平	zhilishuiping
治理通胀	zhilitongzhang
质量保证	zhiliangbaozheng
质量控制	zhiliangkongzhi
指令部	zhilingbu
知名银行	zhimingyinhang
只能等待	zhinengdengdai
只能卖出	zhinengmaichu
知情人	zhiqingren
知情者	zhiqingzhe
支取凭证	zhiqupingzheng
支取前	zhiquqian
置入资产	zhiruzichan
至少目前	zhishaomuqian
只是将其	zhishijiangqi
指数化	zhishuhua
指数排行	zhishupaihang
指数期权	zhishuqiquan
指数上涨	zhishushangzhang
指数为	zhishuwei
指数系统	zhishuxitong
指数下跌	zhishuxiadie
指数信息	zhishuxinxi
直属行	zhishuxing
指数涨幅	zhishuzhangfu
指数最高	zhishuzuigao
止损	zhisun
止损累积	zhisunleiji
止损委托	zhisunweituo
职位空缺	zhiweikongque
直线上扬	zhixianshangyang
滞销状况	zhixiaozhuangkuang
执行查询	zhixingchaxun
执行成本	zhixingchengben
执行文书	zhixingwenshu
质押	zhiya
质押贷款	zhiyadaikuan
质押品	zhiyapin
质押权利	zhiyaquanli
质押物	zhiyawu
质押止付	zhiyazhifu
职业股民	zhiyegumin
质疑说	zhiyishuo
支柱产业	zhizhuchanye
中报	zhongbao
中报行情	zhongbaohangqing
中报结束	zhongbaojieshu
中标	zhongbiao
中标者	zhongbiaozhe
仲裁	zhongcai
仲裁规则	zhongcaiguize
中彩网	zhongcaiwang
重仓	zhongcang
重仓股	zhongcanggu
中长线	zhongchangxian
中诚信托	zhongchengxintuo
重大变故	zhongdabiangu
重大变化	zhongdabianhua
重大公告	zhongdagonggao
重大决策	zhongdajuece
重大利好	zhongdalihao
重大利空	zhongdalikong
中大期货	zhongdaqihuo
重大消息	zhongdaxiaoxi
重大折让	zhongdazherang
重单	zhongdan
重点关注	zhongdianguanzhu
重点减仓	zhongdianjiancang
重点建仓	zhongdianjiancang
终点市场	zhongdianshichang
重点支持	zhongdianzhichi
中鼎黄金	zhongdinghuangjin
终端信息	zhongduanxinxi
中方信富	zhongfangxinfu
中钢期货	zhonggangqihuo
中关村	zhongguancun
中广信息	zhongguangxinxi
中国财富	zhongguocaifu
中国出口	zhongguochukou
中国公司	zhongguogongsi
中国股市	zhongguogushi
中国国际	zhongguoguoji
中国金融	zhongguojinrong
中国经济	zhongguojingji
中国墙	zhongguoqiang
中国人寿	zhongguorenshou
中国商报	zhongguoshangbao
中国商人	zhongguoshangren
中国石化	zhongguoshihua
中国石油	zhongguoshiyou
中国税网	zhongguoshuiwang
中国投资	zhongguotouzi
中国信网	zhongguoxinwang
中国银行	zhongguoyinhang
中国最佳	zhongguozuijia
中海基金	zhonghaijijin
中行	zhonghang
中航期货	zhonghangqihuo
中恒集团	zhonghengjituan
中汇网	zhonghuiwang
中级反弹	zhongjifantan
中间费用	zhongjianfeiyong
中间环节	zhongjianhuanjie
中间汇率	zhongjianhuilv
中间机构	zhongjianjigou
中间商	zhongjianshang
中间业务	zhongjianyewu
中间银行	zhongjianyinhang
中介过程	zhongjieguocheng
中介机构	zhongjiejigou
中金公司	zhongjingongsi
中金黄金	zhongjinhuangjin
中金在线	zhongjinzaixian
中粮期货	zhongliangqihuo
中欧基金	zhongoujijin
中盘股	zhongpangu
中期借入	zhongqijieru
中期期货	zhongqiqihuo
中期调整	zhongqitiaozheng
中期走势	zhongqizoushi
中山证券	zhongshanzhengquan
重视程度	zhongshichengdu
中腾网	zhongtengwang
中天期货	zhongtianqihuo
中投公司	zhongtougongsi
中投网	zhongtouwang
中文网	zhongwenwang
中线品种	zhongxianpinzhong
中小板	zhongxiaoban
中小股东	zhongxiaogudong
中小盘股	zhongxiaopangu
中小企业	zhongxiaoqiye
中小散户	zhongxiaosanhu
中小型	zhongxiaoxing
中信标普	zhongxinbiaopu
中心城市	zhongxinchengshi
中芯国际	zhongxinguoji
中心汇率	zhongxinhuilv
中信基金	zhongxinjijin
中信集团	zhongxinjituan
中信建投	zhongxinjiantou
中信金通	zhongxinjintong
中信卡	zhongxinka
中信控股	zhongxinkonggu
中信万通	zhongxinwantong
中信信托	zhongxinxintuo
中信银行	zhongxinyinhang
中信证券	zhongxinzhengquan
中性货币	zhongxinghuobi
中兴认购	zhongxingrengou
中兴通讯	zhongxingtongxun
中星微	zhongxingwei
中型银行	zhongxingyinhang
重压之下	zhongyazhixia
中央银行	zhongyangyinhang
重要报表	zhongyaobaobiao
重要变革	zhongyaobiange
重要公告	zhongyaogonggao
重要领域	zhongyaolingyu
重要凭证	zhongyaopingzheng
重要信息	zhongyaoxinxi
重要意义	zhongyaoyiyi
重要指标	zhongyaozhibiao
重要制度	zhongyaozhidu
中银	zhongyin
中银国际	zhongyinguoji
中银汇星	zhongyinhuixing
中银卡	zhongyinka
中银网	zhongyinwang
中邮创业	zhongyouchuangye
中邮基金	zhongyoujijin
中原环保	zhongyuanhuanbao
中远认购	zhongyuanrengou
中原信托	zhongyuanxintuo
中原证券	zhongyuanzhengquan
中证期货	zhongzhengqihuo
终止号码	zhongzhihaoma
终止交易	zhongzhijiaoyi
种种推测	zhongzhongtuice
中资机构	zhongzijigou
种子基金	zhongzijijin
中资银行	zhongziyinhang
种子资金	zhongzizijin
周密考虑	zhoumikaolv
周明海询	zhouminghaixun
周期性	zhouqixing
骤然跳水	zhourantiaoshui
皱信	zhouxin
肘型	zhouxing
州银行	zhouyinhang
周指令	zhouzhiling
主报告行	zhubaogaohang|zhubaogaoxing
铸币率	zhubilv
铸币平价	zhubipingjia
逐步建仓	zhubujiancang
逐步解决	zhubujiejue
逐步攀升	zhubupansheng
逐步释放	zhubushifang
逐步转变	zhubuzhuanbian
注册登记	zhucedengji
注册费	zhucefei
注册公司	zhucegongsi
注册制度	zhucezhidu
注册资本	zhuceziben
主承销	zhuchengxiao
主承销商	zhuchengxiaoshang
主导产品	zhudaochanpin
筑底	zhudi
主动表示	zhudongbiaoshi
主动澄清	zhudongchengqing
主动提额	zhudongtie
住房按揭	zhufanganjie
住房贷款	zhufangdaikuan
住房信贷	zhufangxindai
猪福卡	zhufuka
主管部门	zhuguanbumen
珠海博众	zhuhaibozhong
珠海炬力	zhuhaijuli
逐渐富裕	zhujianfuyu
逐渐活跃	zhujianhuoyue
逐渐降温	zhujianjiangwen
逐渐增加	zhujianzengjia
注巨资	zhujuzi
主力护盘	zhulihupan
主力资金	zhulizijin
主流资金	zhuliuzijin
著名银行	zhumingyinhang
逐年加大	zhunianjiada
注入巨资	zhurujuzi
主题投资	zhutitouzi
注销户	zhuxiaohu
注销审批	zhuxiaoshenpi
注销申请	zhuxiaoshenqing
助学贷款	zhuxuedaikuan
主要包括	zhuyaobaokuo
主要措施	zhuyaocuoshi
主要基于	zhuyaojiyu
主要就	zhuyaojiu
主要考虑	zhuyaokaolv
主要是从	zhuyaoshicong
主要业务	zhuyaoyewu
主要依据	zhuyaoyiju
主要议题	zhuyaoyiti
主要用于	zhuyaoyongyu
主要由	zhuyaoyou
主要指标	zhuyaozhibiao
主营业务	zhuyingyewu
住友银行	zhuyouyinhang
住宅投资	zhuzhaitouzi
住宅债券	zhuzhaizhaiquan
抓住机会	zhuazhujihui
抓住要点	zhuazhuyaodian
转本币	zhuanbenbi
转换比例	zhuanhuanbili
转换比率	zhuanhuanbilv
转换点	zhuanhuandian
转换费	zhuanhuanfei
转换价格	zhuanhuanjiage
转换价值	zhuanhuanjiazhi
转换平价	zhuanhuanpingjia
转换权利	zhuanhuanquanli
转换套期	zhuanhuantaoqi
转换溢价	zhuanhuanyijia
转换证书	zhuanhuanzhengshu
转嫁给	zhuanjiagei
专家市场	zhuanjiashichang
专家学者	zhuanjiaxuezhe
专家账册	zhuanjiazhangce
专款	zhuankuan
专门代理	zhuanmendaili
专门针对	zhuanmenzhendui
转配股	zhuanpeigu
转期	zhuanqi
赚钱交易	zhuanqianjiaoyi
赚钱效应	zhuanqianxiaoying
转券商	zhuanquanshang
转让成本	zhuanrangchengben
转让给	zhuanranggei
转让记录	zhuanrangjilu
