阿帕网	apawang
双工传输	shuanggongchuanshu
双工方式	shuanggongfangshi
双核	shuanghe
双核驱动	shuanghequdong
双击	shuangji
双击标签	shuangjibiaoqian
双击标签栏	shuangjibiaoqianlan
双极存储器	shuangjicunchuqi
双及物动词	shuangjiwudongci
双机协同	shuangjixietong
双绞线	shuangjiaoxian
双精度	shuangjingdu
双精度小数	shuangjingduxiaoshu
双连词	shuanglianci
双连通度	shuangliantongdu
双连通分支	shuangliantongfenzhi
双连通性	shuangliantongxing
双连音	shuanglianyin
双列直插封装	shuangliezhichafengzhuang
双列直插式	shuangliezhichashi
双路码	shuangluma
双面印制板	shuangmianyinzhiban
双模冗余	shuangmorongyu
双目成像	shuangmuchengxiang
双目运算符	shuangmuyunsuanfu
双拼	shuangpin
双三次曲面	shuangsanciqumian
双三次曲面片	shuangsanciqumianpian
双色球霸主	shuangseqiubazhu
双数据速率	shuangshujusulv
双位编码	shuangweibianma
双稳触发电路	shuangwenchufadianlu
双线性内插	shuangxianxingneicha
双线性曲面	shuangxianxingqumian
双线性系统	shuangxianxingxitong
双向串列	shuangxiangchuanlie
双向传输	shuangxiangchuanshu
双向打印	shuangxiangdayin
双向交替通信	shuangxiangjiaotitongxin
双向链表	shuangxianglianbiao
双向搜索	shuangxiangsousuo
双向同时通信	shuangxiangtongshitongxin
双向通信	shuangxiangtongxin
双向推理	shuangxiangtuili
双向唯一性	shuangxiangweiyixing
双向无穷带	shuangxiangwuqiongdai
双向总线	shuangxiangzongxian
双校三验	shuangxiaosanyan
双钥密码系统	shuangyaomimaxitong
双语对齐	shuangyuduiqi
双元小波变换	shuangyuanxiaobobianhuan
双栈机	shuangzhanji
双栈系统	shuangzhanxitong
水平处理	shuipingchuli
水平分片	shuipingfenpian
水平居中	shuipingjuzhong
水平喷射	shuipingpenshe
顺串	shunchuan
瞬时变迁	shunshibianqian
瞬时错误	shunshicuowu
瞬时故障	shunshiguzhang
瞬时冒险	shunshimaoxian
顺时针度	shunshizhendu
顺序操作	shunxucaozuo
顺序程序设计	shunxuchengxusheji
顺序处理	shunxuchuli
顺序存储	shunxucunchu
顺序存取	shunxucunqu
顺序调度	shunxudiaodu
顺序调度系统	shunxudiaoduxitong
顺序调用	shunxudiaoyong
顺序发生	shunxufasheng
顺序号	shunxuhao
顺序加电	shunxujiadian
顺序进程	shunxujincheng
顺序局部性	shunxujubuxing
顺序控制	shunxukongzhi
顺序批处理	shunxupichuli
顺序搜索	shunxusousuo
顺序索引	shunxusuoyin
顺序推理机	shunxutuiliji
顺序文件	shunxuwenjian
顺序学习	shunxuxuexi
说话人确认	shuohuarenqueren
说话人识别	shuohuarenshibie
说明	shuoming
说明语义学	shuomingyuyixue
死变迁	sibianqian
死标识	sibiaozhi|sibiaoshi
四叉树	sichashu
伺服	sifu
伺服电机	cifudianji|sifudianji
斯科伦定理	sikelundingli
似然比	siranbi
似然方程	siranfangcheng
死锁	sisuo
思想生成系统	sixiangshengchengxitong
私钥	siyao
私钥文本	siyaowenben
私用	siyong
私有高速缓存	siyougaosuhuancun
私有视图状态	siyoushituzhuangtai
四元组	siyuanzu
似真推理	sizhentuili
似真性排序	sizhenxingpaixu
送不送产权	songbusongchanquan
松弛法	songchifa
松弛算法	songchisuanfa
松散耦合系统	songsanouhexitong
松散时间约束	songsanshijianyueshu
松散一致性	songsanyizhixing
宋体	songti
搜狗	sougou
搜狗拼音	sougoupinyin
搜狗五笔	sougouwubi
搜狗音乐盒	sougouyinyuehe
搜刮网蛙	souguawangwa
搜狐电影	souhudianying
搜狐贺卡	souhuheka
搜狐幽默	souhuyoumo
搜搜博博客	sousouboboke
搜搜地图	sousouditu
搜搜论坛	sousouluntan
搜搜生活	sousoushenghuo
搜搜腾讯网	sousoutengxunwang
搜搜图片	sousoutupian
搜搜图书	sousoutushu
搜搜文档	sousouwendang
搜搜下载	sousouxiazai
搜搜新闻	sousouxinwen
搜索	sousuo
搜索表	sousuobiao
搜索博弈树	sousuoboyishu
搜索策略	sousuocelue
搜索规则	sousuoguize
搜索机	sousuoji
搜索空间	sousuokongjian
搜索栏	sousuolan
搜索栏历史	sousuolanlishi
搜索求解	sousuoqiujie
搜索树	sousuoshu
搜索算法	sousuosuanfa
搜索图	sousuotu
搜索引擎	sousuoyinqing
搜索周期	sousuozhouqi
速度传感器	suduchuanganqi
速记翻译	sujifanyi
速率	sulv
速率控制	sulvkongzhi
速率增强	sulvzengqiang
速速回机	susuhuiji
宿主系统	suzhuxitong
算法	suanfa
算法保密	suanfabaomi
算法分析	suanfafenxi
算法类	suanfalei
算法语言	suanfayuyan
算法正确性	suanfazhengquexing
算术操作符	suanshucaozuofu
算术交叉	suanshujiaocha
算术逻辑部件	suanshuluojibujian
算术平均	suanshupingjun
算术平均测试	suanshupingjunceshi
算术上溢	suanshushangyi
算术下溢	suanshuxiayi
算术移位	suanshuyiwei
算术运算	suanshuyunsuan
算术运算逻辑	suanshuyunsuanluoji
隧道二极管	suidaoerjiguan
随动控制	suidongkongzhi
随机变化	suijibianhua
随机测试	suijiceshi
随机测试产生	suijiceshichansheng
随机差错	suijichacuo
随机查找	suijichazhao
随机处理	suijichuli
随机存储器	suijicunchuqi
随机存取	suijicunqu
随机存取机器	suijicunqujiqi
随机存取内存	suijicunquneicun
随机调度	suijidiaodu
随机多路访问	suijiduolufangwen
随机故障	suijiguzhang
随机归约	suijiguiyue
随机开关	suijikaiguan
随机控制系统	suijikongzhixitong
随机佩特里网	suijipeiteliwang
随机扫描	suijisaomiao
随机失效	suijishixiao
随机数	suijishu
随机数生成器	suijishushengchengqi
随机数序列	suijishuxulie
随机文件	suijiwenjian
随机页替换	suijiyetihuan
随机噪声	suijizaosheng
随机自归约	suijiziguiyue
碎片	suipian
随身计算	suishenjisuan
损坏	sunhuai
损失	sunshi
锁步	suobu
锁步操作	suobucaozuo
锁存器	suocunqi
锁定	suoding
锁定参考线	suodingcankaoxian
锁定工具栏	suodinggongjulan
锁定浏览器	suodingliulanqi
锁定切片	suodingqiepian
缩放	suofang
缩放比例	suofangbili
缩放工具	suofanggongju
锁归结	suoguijie
所见即所得	suojianjisuode
缩进	suojin
缩水显卡	suoshuixianka
缩微胶卷	suoweijiaojuan
缩微胶片	suoweijiaopian
缩微平片	suoweipingpian
锁相容性	suoxiangrongxing
缩小	suoxiao
缩写	suoxie
缩写抽取	suoxiechouqu
缩写省略语	suoxieshenglueyu
索引	suoyin
索引标志	suoyinbiaozhi
索引查找	suoyinchazhao
索引孔	suoyinkong
索引图像	suoyintuxiang
所有标签显示	suoyoubiaoqianxianshi
所有帐户	suoyouzhanghu
缩址呼叫	suozhihujiao
锁住记录	suozhujilu
锁住数据库	suozhushujuku
锁住文件	suozhuwenjian
锁住增删	suozhuzengshan
踏步测试	tabuceshi
台式机处理器	taishijichuliqi
台式计算机	taishijisuanji
态体	taiti
碳笔	tanbi
探测	tance
探查	tancha
弹出窗口过滤	tanchuchuangkouguolv
弹出式菜单	tanchushicaidan
弹出式选单	tanchushixuandan|danchushixuandan
弹出托盘菜单	tanchutuopancaidan
弹窗	tanchuang
谈判支持系统	tanpanzhichixitong
探头	tantou
贪心	tanxin
探询	tanxun
套件	taojian
套具驱动器	taojuqudongqi
特洛伊木马	teluoyimuma
特权	tequan
特权方式	tequanfangshi
特权命令	tequanmingling
特权指令	tequanzhiling
特殊网论	teshuwanglun
特殊字符	teshuzifu
特性阻抗	texingzukang
特许	texu
特许状态	texuzhuangtai
特征	tezheng
特征编码	tezhengbianma
特征方程	tezhengfangcheng
特征分析	tezhengfenxi
特征函数	tezhenghanshu
特征集成	tezhengjicheng
特征检测	tezhengjiance
特征交互	tezhengjiaohu
特征空间	tezhengkongjian
特征轮廓	tezhenglunkuo
特征模型	tezhengmoxing
特征模型转换	tezhengmoxingzhuanhuan
特征生成	tezhengshengcheng
特征识别	tezhengshibie
特征束	tezhengshu
特征提取	tezhengtiqu
特征项	tezhengxiang
特征选择	tezhengxuanze
替代攻击	tidaigongji
替代密码	tidaimima
替代选择	tidaixuanze
梯格图	tigetu
提供数据	tigongshuju
替换	tihuan
替换策略	tihuancelue
替换打开	tihuandakai
替换算法	tihuansuanfa
体绘制	tihuizhi
提交	tijiao
提交单元	tijiaodanyuan
提交事务	tijiaoshiwu
提交状态	tijiaozhuangtai
体矩阵	tijuzhen
体可视化	tikeshihua
体模型	timoxing
提取	tiqu
提取策略	tiqucelue
提升进程权限	tishengjinchengquanxian
提示	tishi
提示窗口	tishichuangkou
提示信息	tishixinxi
体素构造表示	tisugouzaobiaoshi
体问题	tiwenti
体系结构	tixijiegou
体系结构建模	tixijiegoujianmo
梯形图	tixingtu
体元	tiyuan
题旨结构	tizhijiegou
题旨角色	tizhijuese
填充	tianchong
填充矩形	tianchongjuxing
填充空白	tianchongkongbai
填充亮度	tianchongliangdu
添加删除按钮	tianjiashanchuanniu
添加矢量遮罩	tianjiashiliangzhezhao
添加图层蒙板	tianjiatucengmengban
添加行	tianjiaxing
天空软件站	tiankongruanjianzhan
天网防火墙	tianwangfanghuoqiang
跳步测试	tiaobuceshi
跳出循环	tiaochuxunhuan
调高语音学	tiaogaoyuyinxue
条件	tiaojian
条件冲突	tiaojianchongtu
条件断点	tiaojianduandian
条件覆盖	tiaojianfugai
条件控制结构	tiaojiankongzhijiegou
条件逻辑	tiaojianluoji
条件式	tiaojianshi
条件同步	tiaojiantongbu
条件运算符	tiaojianyunsuanfu
调节	tiaojie|diaojie
条码	tiaoma
条码扫描器	tiaomasaomiaoqi
条码阅读器	tiaomayueduqi
调频	tiaopin
调色板	tiaoseban|diaoseban
调试	tiaoshi|diaoshi
调试程序	tiaoshichengxu|diaoshichengxu
调试程序包	tiaoshichengxubao|diaoshichengxubao
调试工具	tiaoshigongju|diaoshigongju
调试例程	tiaoshilicheng|diaoshilicheng
调试模型	tiaoshimoxing|diaoshimoxing
调相	tiaoxiang
调形变化	tiaoxingbianhua
条形图	tiaoxingtu
调整	tiaozheng
调整层次	tiaozhengcengci
调整用软盘	tiaozhengyongruanpan|diaozhengyongruanpan
调整用硬盘	tiaozhengyongyingpan|diaozhengyongyingpan
调制	tiaozhi
调制传递函数	tiaozhichuandihanshu
调制解调器	tiaozhijietiaoqi
铁氧磁带	tieyangcidai
铁氧体薄膜	tieyangtibaomo|tieyangtibomo
铁氧体磁头	tieyangticitou
听打	tingda
停机	tingji
停机问题	tingjiwenti
停用页	tingyongye
停止所有页面	tingzhisuoyouyemian
停止信号	tingzhixinhao
铜版雕刻	tongbandiaoke
同步	tongbu
同步并行算法	tongbubingxingsuanfa
同步操作	tongbucaozuo
同步传输	tongbuchuanshu
同步传送模式	tongbuchuansongmoshi
同步方法	tongbufangfa
同步距离	tongbujuli
同步控制	tongbukongzhi
同步路由选择	tongbuluyouxuanze
同步时分复用	tongbushifenfuyong
同步刷新	tongbushuaxin
同步算法	tongbusuanfa
同步通信	tongbutongxin
同步通信量	tongbutongxinliang
通道	tongdao
通道调度程序	tongdaodiaoduchengxu
通道接口	tongdaojiekou
通道控制器	tongdaokongzhiqi
通道命令	tongdaomingling
通道命令字	tongdaominglingzi
通道模式	tongdaomoshi
通道适配器	tongdaoshipeiqi
同构	tonggou
同构型系统	tonggouxingxitong
通过量	tongguoliang
通过延迟	tongguoyanchi
统计比特率	tongjibitelv
统计编码	tongjibianma
统计测试模型	tongjiceshimoxing
统计假设	tongjijiashe
统计决策方法	tongjijuecefangfa
统计决策理论	tongjijuecelilun
统计零知识	tongjilingzhishi
统计模式识别	tongjimoshishibie
统计模型	tongjimoxing
统计时分复用	tongjishifenfuyong
统计数据库	tongjishujuku
统计推理	tongjituili
统计语言学	tongjiyuyanxue
统计仲裁	tongjizhongcai
通孔	tongkong
桶链算法	tongliansuanfa
通路	tonglu
通路敏化	tongluminhua
通配符	tongpeifu
同时性	tongshixing
同态	tongtai
同位语素	tongweiyusu
通信	tongxin
通信安全	tongxinanquan
通信测试	tongxinceshi
通信处理机	tongxinchuliji
通信故障	tongxinguzhang
通信接口	tongxinjiekou
通信控制器	tongxinkongzhiqi
通信控制字符	tongxinkongzhizifu
通信量分析	tongxinliangfenxi
通信量填充	tongxinliangtianchong
通信流量分析	tongxinliuliangfenxi
通信模型	tongxinmoxing
通信情报	tongxinqingbao
通信软件	tongxinruanjian
通信适配器	tongxinshipeiqi
通信协议	tongxinxieyi
通信协议组	tongxinxieyizu
通信性	tongxinxing
通信子网	tongxinziwang
同形词	tongxingci
桶形失真	tongxingshizhen
同形异义词	tongxingyiyici
同义词辞典	tongyicicidian
统一建模语言	tongyijianmoyuyan
同音词区分	tongyinciqufen
通用安装程序	tongyonganzhuangchengxu
通用编程语言	tongyongbianchengyuyan
通用操作系统	tongyongcaozuoxitong
通用串行总线	tongyongchuanxingzongxian
通用词	tongyongci
通用词语	tongyongciyu
通用寄存器	tongyongjicunqi
通用计算机	tongyongjisuanji
通用键盘	tongyongjianpan
通用接口总线	tongyongjiekouzongxian
通用图灵机	tongyongtulingji
通用网论	tongyongwanglun
通用阵列逻辑	tongyongzhenlieluoji
通知	tongzhi
同指涉	tongzhishe
同指涉互指	tongzhishehuzhi
同轴电缆	tongzhoudianlan
头部	toubu
头戴式显示器	toudaishixianshiqi
投递	toudi
投递证实	toudizhengshi
头端	touduan
头端器	touduanqi
头盔	toukui
透明	touming
透明传送	toumingchuansong
透明窗口	toumingchuangkou
透明度	toumingdu
透明桥接	toumingqiaojie
透明刷新	toumingshuaxin
透明网关	toumingwangguan
头盘组合件	toupanzuhejian
投票脚本	toupiaojiaoben
透视变换	toushibianhuan
透视投影	toushitouying
投影	touying
投影变换	touyingbianhuan
投影平面	touyingpingmian
投影中心	touyingzhongxin
图案叠加	tuandiejia
凸凹性	tuaoxing
凸包	tubao
凸包逼近	tubaobijin
图标	tubiao
图标集中	tubiaojizhong
图标类型	tubiaoleixing
图表语法	tubiaoyufa
图层	tuceng
图层剪贴路径	tucengjiantielujing
图层路径	tucenglujing
图层内容选项	tucengneirongxuanxiang
突触	tuchu
凸多边形	tuduobianxing
突发传输	tufachuanshu
突发噪声	tufazaosheng
凸分解	tufenjie
图符	tufu
涂覆磁盘	tufucipan
图归约机	tuguiyueji
图例查询	tulichaxun
图灵	tuling
图灵测试	tulingceshi
图灵机	tulingji
图灵可归约性	tulingkeguiyuexing
图灵完备	tulingwanbei
突然失效	turanshixiao
图示化工具	tushihuagongju
图搜索	tusousuo
凸体	tuti
图同构	tutonggou
图同态	tutongtai
图文电视	tuwendianshi
图像	tuxiang
图像逼真	tuxiangbizhen
图像逼真度	tuxiangbizhendu
图像变换	tuxiangbianhuan
图像编码	tuxiangbianma
图像并行处理	tuxiangbingxingchuli
图像重建	tuxiangchongjian
图像处理	tuxiangchuli
图像代码	tuxiangdaima
图像分割	tuxiangfenge
图像分类	tuxiangfenlei
图像复原	tuxiangfuyuan
图像函数	tuxianghanshu
图像几何学	tuxiangjihexue
图像检索	tuxiangjiansuo
图像空间	tuxiangkongjian
图像理解	tuxianglijie
图像匹配	tuxiangpipei
图像拼接	tuxiangpinjie
图像平衡	tuxiangpingheng
图像平滑	tuxiangpinghua
图像平面	tuxiangpingmian
图像去噪	tuxiangquzao
图像识别	tuxiangshibie
图像数据库	tuxiangshujuku
图像输入设备	tuxiangshurushebei
图像序列	tuxiangxulie
图像压缩	tuxiangyasuo
图像元	tuxiangyuan
图像增强	tuxiangzengqiang
图像质量	tuxiangzhiliang
图形	tuxing
图形包	tuxingbao
图形保真	tuxingbaozhen
图形处理	tuxingchuli
图形打印机	tuxingdayinji
图形符号	tuxingfuhao
图形工作站	tuxinggongzuozhan
图形核心系统	tuxinghexinxitong
图形结构	tuxingjiegou
图形库	tuxingku
图形设备	tuxingshebei
图形识别	tuxingshibie
图形适配器	tuxingshipeiqi
图形失真	tuxingshizhen
图形数据库	tuxingshujuku
图形输入板	tuxingshuruban
图形图表	tuxingtubiao
图形系统	tuxingxitong
图形芯片	tuxingxinpian
图形渲染	tuxingxuanran
图形学	tuxingxue
图形用户界面	tuxingyonghujiemian
图形语言	tuxingyuyan
图形字符	tuxingzifu
图形字符合成	tuxingzifuhecheng
图语法	tuyufa
图元	tuyuan
图元属性	tuyuanshuxing
团集	tuanji
团集覆盖问题	tuanjifugaiwenti
团块理论	tuankuaililun
推迟	tuichi
推迟转移技术	tuichizhuanyijishu
退出	tuichu
退出程序	tuichuchengxu
退出配置	tuichupeizhi
推导树	tuidaoshu
推理	tuili
推理步	tuilibu
推理策略	tuilicelue
推理层次	tuilicengci
推理程序	tuilichengxu
推理方法	tuilifangfa
推理规则	tuiliguize
推理过程	tuiliguocheng
推理机	tuiliji
推理机器	tuilijiqi
推理结点	tuilijiedian
推理链	tuililian
推理模型	tuilimoxing
推理网络	tuiliwangluo
推理系统	tuilixitong
推理子句	tuiliziju
退役	tuiyi
退栈	tuizhan
吞吐量	tuntuliang
吞吐能力	tuntunengli
拖动	tuodong
拖放	tuofang
托管代码	tuoguandaima
托管对象格式	tuoguanduixianggeshi
托管跟租用	tuoguangenzuyong
托管加密标准	tuoguanjiamibiaozhun
托管数据	tuoguanshuju
脱机	tuoji
脱机测试	tuojiceshi
脱机处理	tuojichuli
脱机存储器	tuojicunchuqi
脱机登录	tuojidenglu
脱机工作	tuojigongzuo
脱机故障检测	tuojiguzhangjiance
脱机设备	tuojishebei
脱机作业控制	tuojizuoyekongzhi
托架	tuojia
脱密	tuomi
托盘图标	tuopantubiao
拓扑检索	tuopujiansuo
拓扑属性	tuopushuxing
妥适条件	tuoshitiaojian
托瓦兹	tuowazi
挖切	waqie
外部调用	waibudiaoyong
外部工具	waibugongju
外部设备	waibushebei
外部网关协议	waibuwangguanxieyi
外部威胁	waibuweixie
外部协议	waibuxieyi
外部样式	waibuyangshi
外部样式表	waibuyangshibiao
外部页表	waibuyebiao
外裁剪	waicaijian
外存储器	waicunchuqi
外观文件	waiguanwenjian
外环	waihuan
外壳	waike
外壳脚本	waikejiaoben
外壳进程	waikejincheng
外壳命令	waikemingling
外壳提示符	waiketishifu
外壳语言	waikeyuyan
外联结	wailianjie
外联网	wailianwang
外连网	wailianwang
外路长度	wailuchangdu
外模式	waimoshi
外排序	waipaixu
外热阻	wairezu
外设	waishe
外围处理机	waiweichuliji
外围计算机	waiweijisuanji
外围设备	waiweishebei
外延	waiyan
外延公理	waiyangongli
外延数据库	waiyanshujuku
外延网	waiyanwang
完备化	wanbeihua
完美零知识	wanmeilingzhishi
完全保密	wanquanbaomi
