阿姆斯里克	amusilike
国家版权局	guojiabanquanju
证券业协会	zhengquanyexiehui
学位委员会	xueweiweiyuanhui
中国人民政治协商会议	zhongguorenminzhengzhixieshanghuiyi
非法拘禁	feifajujin
引咎辞职	yinjiucizhi
安全生产法	anquanshengchanfa
专有技术	zhuanyoujishu
房地产法	fangdichanfa
制空权	zhikongquan
赢利能力	yinglinengli
专利权人	zhuanliquanren
披露制度	piluzhidu
民事裁定	minshicaiding
中医药管理局	zhongyiyaoguanliju
国务院新闻办公室	guowuyuanxinwenbangongshi
收购兼并	shougoujianbing
新开工项目	xinkaigongxiangmu
保险条款	baoxiantiaokuan
中介人	zhongjieren
非法行医	feifaxingyi
欠缴	qianjiao
首席运营官	shouxiyunyingguan
矿业权	kuangyequan
植物检疫	zhiwujianyi
价格法	jiagefa
违约行为	weiyuexingwei
企业家协会	qiyejiaxiehui
非专业人士	feizhuanyerenshi
从重处罚	congzhongchufa
治安管理处罚法	zhianguanlichufafa
诉前	suqian
案值	anzhi
农民集体	nongminjiti
大陆法	dalufa
妇女权益	funvquanyi
股东大会议事规则	gudongdahuiyishiguize
国家中医药管理局	guojiazhongyiyaoguanliju
泡沫经济	paomojingji
主任科员	zhurenkeyuan
连带责任保证	liandaizerenbaozheng
项目融资	xiangmurongzi
野生植物	yeshengzhiwu
信用保险	xinyongbaoxian
非法行为	feifaxingwei
完全民事行为能力	wanquanminshixingweinengli
国务院学位委员会	guowuyuanxueweiweiyuanhui
郑州日产	zhengzhourichan
危险源	weixianyuan
网络传播权	wangluochuanboquan
木石	mushi
房地产抵押	fangdichandiya
占住	zhanzhu
产权制度改革	chanquanzhidugaige
管制刀具	guanzhidaoju
优化资源配置	youhuaziyuanpeizhi
保险费率	baoxianfeilv
国家经济贸易委员会	guojiajingjimaoyiweiyuanhui
中国证券业协会	zhongguozhengquanyexiehui
可行性报告	kexingxingbaogao
上市公司收购	shangshigongsishougou
保险监管	baoxianjianguan
军队转业干部	junduizhuanyeganbu
国家工商行政管理局	guojiagongshangxingzhengguanliju
医疗改革	yiliaogaige
资产保值增值	zichanbaozhizengzhi
价格欺诈	jiageqizha
中华全国总工会	zhonghuaquanguozonggonghui
注册会计师协会	zhucekuaijishixiehui
改过自新	gaiguozixin
断头台	duantoutai
信访办	xinfangban
机动车交通事故责任强制保险	jidongchejiaotongshiguzerenqiangzhibaoxian
规范行为	guifanxingwei
公费医疗	gongfeiyiliao
市场法	shichangfa
项目执行	xiangmuzhixing
遗产继承	yichanjicheng
未成年子女	weichengnianzinv
战争罪	zhanzhengzui
价格形成机制	jiagexingchengjizhi
药品管理法	yaopinguanlifa
中国人民保险公司	zhongguorenminbaoxiangongsi
平衡发展	pinghengfazhan
少管所	shaoguansuo
土地使用权出让合同	tudishiyongquanchuranghetong
未成年人保护法	weichengnianrenbaohufa
洽商	qiashang
授权经营	shouquanjingying
中华全国律师协会	zhonghuaquanguolvshixiehui
价格违法行为	jiageweifaxingwei
非银行金融机构	feiyinhangjinrongjigou
农转非	nongzhuanfei
乘人之危	chengrenzhiwei
国家烟草专卖局	guojiayancaozhuanmaiju
人民币升值压力	renminbishengzhiyali
法医学	fayixue
地方法规	difangfagui
审判监督	shenpanjiandu
治安处罚	zhianchufa
网络犯罪	wangluofanzui
现金价值	xianjinjiazhi
宽限期	kuanxianqi
国家药品监督管理局	guojiayaopinjianduguanliju
强制拆迁	qiangzhichaiqian
危害公共安全	weihaigonggonganquan
某甲	moujia
新闻出版署	xinwenchubanshu
转口贸易	zhuankoumaoyi
股改承诺	gugaichengnuo
耕地占用税	gengdizhanyongshui
抵押品	diyapin
工伤保险待遇	gongshangbaoxiandaiyu
执行通知书	zhixingtongzhishu
第一产业	diyichanye
保险监督管理委员会	baoxianjianduguanliweiyuanhui
国家海洋局	guojiahaiyangju
追加对价	zhuijiaduijia
夫妻分居	fuqifenju
安置补助费	anzhibuzhufei
外事办	waishiban
深层次矛盾	shencengcimaodun
经济承受能力	jingjichengshounengli
反分裂国家法	fanfenlieguojiafa
商业欺诈	shangyeqizha
连接点	lianjiedian
小规模纳税人	xiaoguimonashuiren
许可证制度	xukezhengzhidu
国家电力公司	guojiadianligongsi
非法经营罪	feifajingyingzui
各级地方政府	gejidifangzhengfu
连锁经营协会	liansuojingyingxiehui
无民事行为能力	wuminshixingweinengli
转业军人	zhuanyejunren
保外就医	baowaijiuyi
中华人民共和国主席	zhonghuarenmingongheguozhuxi
人均国内生产总值	renjunguoneishengchanzongzhi
转移登记	zhuanyidengji
中华人民共和国道路交通安全法	zhonghuarenmingongheguodaolujiaotonganquanfa
国际贸易促进委员会	guojimaoyicujinweiyuanhui
复员军人	fuyuanjunren
双面打印	shuangmiandayin
拆迁范围	chaiqianfanwei
童养媳	tongyangxi
累犯	leifan
限制民事行为能力	xianzhiminshixingweinengli
发展计划委员会	fazhanjihuaweiyuanhui
设备利用	shebeiliyong
政府信息公开条例	zhengfuxinxigongkaitiaoli
分业经营	fenyejingying
妇女联合会	funvlianhehui
归化	guihua
广播电影电视总局	guangbodianyingdianshizongju
自治机关	zizhijiguan
盈余公积金	yingyugongjijin
非法转让	feifazhuanrang
台湾事务办公室	taiwanshiwubangongshi
瓶颈制约	pingjingzhiyue
海事法院	haishifayuan
重大责任事故	zhongdazerenshigu
国家监督	guojiajiandu
非法证券活动	feifazhengquanhuodong
中央军事委员会主席	zhongyangjunshiweiyuanhuizhuxi
合同示范文本	hetongshifanwenben
刑复	xingfu
劳动争议处理	laodongzhengyichuli
婚前协议	hunqianxieyi
执行机关	zhixingjiguan
对外贸易经济合作部	duiwaimaoyijingjihezuobu
法律面前人人平等	falvmianqianrenrenpingdeng
交投清淡	jiaotouqingdan
死刑复核	sixingfuhe
用工制度	yonggongzhidu
行政强制措施	xingzhengqiangzhicuoshi
继承遗产	jichengyichan
国有独资企业	guoyouduziqiye
重置成本	chongzhichengben
捉拿归案	zhuonaguian
支农惠农政策	zhinonghuinongzhengce
国家广播电影电视总局	guojiaguangbodianyingdianshizongju
自我检讨	ziwojiantao
滥用职权罪	lanyongzhiquanzui
烟草专卖法	yancaozhuanmaifa
奥斯曼帝国	aosimandiguo
授权文件	shouquanwenjian
中国连锁经营协会	zhongguoliansuojingyingxiehui
收市价	shoushijia
民事法律行为	minshifalvxingwei
交投活跃	jiaotouhuoyue
未有效	weiyouxiao
国家环境保护总局	guojiahuanjingbaohuzongju
反洗钱法	fanxiqianfa
中国注册会计师协会	zhongguozhucekuaijishixiehui
上位法	shangweifa
挤占挪用	jizhannuoyong
回避制度	huibizhidu
寄递	jidi
权力结构	quanlijiegou
传染病防治法	chuanranbingfangzhifa
公司债券发行	gongsizhaiquanfaxing
职务侵占罪	zhiwuqinzhanzui
非法用工	feifayonggong
中国残疾人联合会	zhongguocanjirenlianhehui
中华人民共和国国务院	zhonghuarenmingongheguoguowuyuan
商业承兑汇票	shangyechengduihuipiao
具有法律约束力	juyoufalvyueshuli
国务院台湾事务办公室	guowuyuantaiwanshiwubangongshi
老龄委	laolingwei
国家测绘局	guojiacehuiju
不履行合同	bulvxinghetong
节约能源法	jieyuenengyuanfa
母女关系	munvguanxi
价值目标	jiazhimubiao
改编权	gaibianquan
世界知识产权组织	shijiezhishichanquanzuzhi
定向募集	dingxiangmuji
价格监督检查	jiagejiandujiancha
土地复垦	tudifuken
执行逮捕	zhixingdaibu
权利和利益	quanliheliyi
调查部	diaochabu
案情重大	anqingzhongda
中华人民共和国土地管理法	zhonghuarenmingongheguotudiguanlifa
可再生能源法	kezaishengnengyuanfa
武警总部	wujingzongbu
食品安全法	shipinanquanfa
外商投资产业指导目录	waishangtouzichanyezhidaomulu
新闻工作者协会	xinwengongzuozhexiehui
谋取暴利	mouqubaoli
煤炭工业局	meitangongyeju
代位权	daiweiquan
案情复杂	anqingfuza
产权界定	chanquanjieding
项目谈判	xiangmutanpan
企业章程	qiyezhangcheng
平仓价	pingcangjia
职业病防治法	zhiyebingfangzhifa
有法必依	youfabiyi
诉讼保全	susongbaoquan
科学技术工业委员会	kexuejishugongyeweiyuanhui
农村宅基地	nongcunzhaijidi
国防科学技术工业委员会	guofangkexuejishugongyeweiyuanhui
挪用资金罪	nuoyongzijinzui
中华人民共和国民法通则	zhonghuarenmingongheguominfatongze
倾斜政策	qingxiezhengce
翘尾因素	qiaoweiyinsu
委托授权	weituoshouquan
食品工业协会	shipingongyexiehui
突发事件应对法	tufashijianyingduifa
尊重和保障人权	zunzhonghebaozhangrenquan
中小板指数	zhongxiaobanzhishu
党员权利	dangyuanquanli
日内瓦公约	rineiwagongyue
投资银行家	touziyinhangjia
国家质量技术监督局	guojiazhiliangjishujianduju
反渎职侵权	fanduzhiqinquan
失职行为	shizhixingwei
下级法院	xiajifayuan
城乡规划法	chengxiangguihuafa
国家教育委员会	guojiajiaoyuweiyuanhui
业主权	yezhuquan
产销衔接	chanxiaoxianjie
医师法	yishifa
主观恶性	zhuguanexing
专利信息	zhuanlixinxi
法人委托书	farenweituoshu
外国专家局	waiguozhuanjiaju
国有独资商业银行	guoyouduzishangyeyinhang
合作社法	hezuoshefa
辩护与代理	bianhuyudaili
城市规划法	chengshiguihuafa
国家干预	guojiaganyu
法学博士学位	faxueboshixuewei
专营权	zhuanyingquan
罚没收入	famoshouru
社会主义公有制	shehuizhuyigongyouzhi
客观标准	keguanbiaozhun
副主任科员	fuzhurenkeyuan
扰乱公共秩序	raoluangonggongzhixu
中国企业家协会	zhongguoqiyejiaxiehui
巨灾风险	juzaifengxian
与国际惯例接轨	yuguojiguanlijiegui
下级人民法院	xiajirenminfayuan
劳动争议调解仲裁法	laodongzhengyitiaojiezhongcaifa
程序违法	chengxuweifa
国际工程承包	guojigongchengchengbao
受委托人	shouweituoren
立法宗旨	lifazongzhi
虚构事实	xugoushishi
占有权	zhanyouquan
法院经审理查明	fayuanjingshenlichaming
建筑业协会	jianzhuyexiehui
国家发展计划委员会	guojiafazhanjihuaweiyuanhui
中华人民共和国治安管理处罚法	zhonghuarenmingongheguozhianguanlichufafa
被告住所地	beigaozhusuodi
股票交易印花税	gupiaojiaoyiyinhuashui
中国民用航空总局	zhongguominyonghangkongzongju
侵犯专利权	qinfanzhuanliquan
执业医师法	zhiyeyishifa
披露文件	piluwenjian
执行员	zhixingyuan
国家新闻出版署	guojiaxinwenchubanshu
判决执行	panjuezhixing
专利制度	zhuanlizhidu
钢铁产业发展	gangtiechanyefazhan
国际刑事法院	guojixingshifayuan
控告人	konggaoren
网络文化经营许可证	wangluowenhuajingyingxukezheng
考试法	kaoshifa
中华全国工商业联合会	zhonghuaquanguogongshangyelianhehui
旅游法	lvyoufa
保险保障基金	baoxianbaozhangjijin
农产品质量安全法	nongchanpinzhilianganquanfa
农民专业合作社法	nongminzhuanyehezuoshefa
中国科学技术协会	zhongguokexuejishuxiehui
中国食品工业协会	zhongguoshipingongyexiehui
执行监督	zhixingjiandu
医疗事故处理条例	yiliaoshiguchulitiaoli
职业安全卫生	zhiyeanquanweisheng
强制执行措施	qiangzhizhixingcuoshi
违章操作	weizhangcaozuo
村民委员会组织法	cunminweiyuanhuizuzhifa
殴打他人	oudataren
经济合同法	jingjihetongfa
情感障碍	qingganzhangai
五定	wuding
价格放开	jiagefangkai
皮下出血	pixiachuxie
工农联盟	gongnonglianmeng
烟草总公司	yancaozonggongsi
由拥有	youyongyou
回购协议	huigouxieyi
国家档案局	guojiadanganju
中共中央统战部	zhonggongzhongyangtongzhanbu
交通事故认定书	jiaotongshigurendingshu
价格承诺	jiagechengnuo
维权成本	weiquanchengben
经济体制改革委员会	jingjitizhigaigeweiyuanhui
结构性矛盾突出	jiegouxingmaoduntuchu
协议收购	xieyishougou
城市房地产税	chengshifangdichanshui
港澳办	gangaoban
非法吸收公众存款罪	feifaxishougongzhongcunkuanzui
宏观调控目标	hongguantiaokongmubiao
刑事科学技术	xingshikexuejishu
沉默权	chenmoquan
流氓行为	liumangxingwei
野生动物保护法	yeshengdongwubaohufa
产品缺陷	chanpinquexian
涉法涉诉	shefashesu
铁路运输法院	tieluyunshufayuan
母婴保健法	muyingbaojianfa
代理收付款项	dailishoufukuanxiang
泄露国家机密	xielouguojiajimi
中国烟草总公司	zhongguoyancaozonggongsi
首席大法官	shouxidafaguan
建设工程质量管理条例	jianshegongchengzhiliangguanlitiaoli
期末存货	qimocunhuo
市场分割	shichangfenge
增值税暂行条例	zengzhishuizanxingtiaoli
住房公积金管理条例	zhufanggongjijinguanlitiaoli
国际服务贸易	guojifuwumaoyi
抽逃出资	choutaochuzi
通话录音	tonghualuyin
行为障碍	xingweizhangai
私有财产权	siyoucaichanquan
专利使用费	zhuanlishiyongfei
杠杆收购	gangganshougou
指定人员	zhidingrenyuan
私闯民宅	sichuangminzhai
根本扭转	genbenniuzhuan
国家外国专家局	guojiawaiguozhuanjiaju
联合国海洋法公约	lianheguohaiyangfagongyue
侵夺	qinduo
国家计划委员会	guojiajihuaweiyuanhui
证券公司监督管理条例	zhengquangongsijianduguanlitiaoli
禁止传销条例	jinzhichuanxiaotiaoli
无行为能力	wuxingweinengli
前父母	qianfumu
中国专利局	zhongguozhuanliju
五讲四美	wujiangsimei
收购土地	shougoutudi
人类精子库	renleijingziku
中华人民共和国价格法	zhonghuarenmingongheguojiagefa
虚报注册资本罪	xubaozhucezibenzui
法台	fatai
商品房销售管理办法	shangpinfangxiaoshouguanlibanfa
风险暴露	fengxianbaolu
重大立功表现	zhongdaligongbiaoxian
首席法律顾问	shouxifalvguwen
先天性缺陷	xiantianxingquexian
外资银行管理条例	waiziyinhangguanlitiaoli
非居民企业	feijuminqiye
风险敞口	fengxianchangkou
直接法	zhijiefa
不具有法律效力	bujuyoufalvxiaoli
国有资本经营预算制度	guoyouzibenjingyingyusuanzhidu
次代理	cidaili
保守国家秘密法	baoshouguojiamimifa
人民解放军总政治部	renminjiefangjunzongzhengzhibu
货物运输保险	huowuyunshubaoxian
中华人民共和国安全生产法	zhonghuarenmingongheguoanquanshengchanfa
田野调查	tianyediaocha
约定违约金	yuedingweiyuejin
先进先出法	xianjinxianchufa
终止权	zhongzhiquan
中国华能集团公司	zhongguohuanengjituangongsi
中国人民银行法	zhongguorenminyinhangfa
农业委员会	nongyeweiyuanhui
抵押物登记	diyawudengji
娱乐场所管理条例	yulechangsuoguanlitiaoli
卖出回购证券	maichuhuigouzhengquan
法院组织法	fayuanzuzhifa
司法局局长	sifajujuzhang
业主临时公约	yezhulinshigongyue
注册会计师法	zhucekuaijishifa
国务院关税税则委员会	guowuyuanguanshuishuizeweiyuanhui
停工留薪期	tinggongliuxinqi
自愿行为	ziyuanxingwei
环境影响评价法	huanjingyingxiangpingjiafa
中华人民共和国财政部	zhonghuarenmingongheguocaizhengbu
银行保函	yinhangbaohan
经济帮助	jingjibangzhu
国家公务员暂行条例	guojiagongwuyuanzanxingtiaoli
人民解放军总后勤部	renminjiefangjunzonghouqinbu
机动车交通事故责任强制保险条例	jidongchejiaotongshiguzerenqiangzhibaoxiantiaoli
语言文字工作委员会	yuyanwenzigongzuoweiyuanhui
证券公司风险处置条例	zhengquangongsifengxianchuzhitiaoli
信用卡诈骗罪	xinyongkazhapianzui
诏狱	zhaoyu
专利权无效	zhuanliquanwuxiao
残疾人福利基金会	canjirenfulijijinhui
住院伙食补助费	zhuyuanhuoshibuzhufei
港英政府	gangyingzhengfu
法律英语	falvyingyu
执业范围	zhiyefanwei
药品经营质量管理规范	yaopinjingyingzhiliangguanliguifan
道路交通事故处理办法	daolujiaotongshiguchulibanfa
仲裁地	zhongcaidi
操纵证券市场	caozongzhengquanshichang
中华人民共和国建设部	zhonghuarenmingongheguojianshebu
私营独资企业	siyingduziqiye
预防未成年人犯罪法	yufangweichengnianrenfanzuifa
受益方	shouyifang
专利法实施细则	zhuanlifashishixize
应予维持	yingyuweichi
应对机制	yingduijizhi
自动投案	zidongtouan
全国妇女联合会	quanguofunvlianhehui
托收承付	tuoshouchengfu
金融风波	jinrongfengbo
小组委员会	xiaozuweiyuanhui
单位行贿罪	danweixinghuizui
委托调查	weituodiaocha
指供	zhigong
合同战术	hetongzhanshu
国务院港澳办	guowuyuangangaoban
发行货币	faxinghuobi
一审判决书	yishenpanjueshu
专利转让	zhuanlizhuanrang
不可抗力事件	bukekanglishijian
死刑复核权	sixingfuhequan
不安全行为	buanquanxingwei
审判程序合法	shenpanchengxuhefa
第一顺序继承人	diyishunxujichengren
执行罚	zhixingfa
信息化工作领导小组	xinxihuagongzuolingdaoxiaozu
指导性计划	zhidaoxingjihua
多式联运经营人	duoshilianyunjingyingren
人民法院组织法	renminfayuanzuzhifa
摩尔根	moergen
欠息	qianxi
基层公安机关	jicenggonganjiguan
能源委员会	nengyuanweiyuanhui
配偶权	peiouquan
伪造文件	weizaowenjian
虚开增值税发票	xukaizengzhishuifapiao
经济监督	jingjijiandu
企业兼并重组	qiyejianbingchongzu
强制法	qiangzhifa
证券委员会	zhengquanweiyuanhui
理论法学	lilunfaxue
中华人民共和国保险法	zhonghuarenmingongheguobaoxianfa
权利本位	quanlibenwei
完善现代企业制度	wanshanxiandaiqiyezhidu
集体合同规定	jitihetongguiding
廉租住房保障办法	lianzuzhufangbaozhangbanfa
律师收费	lvshishoufei
艾滋病防治条例	aizibingfangzhitiaoli
开膛手杰克	kaitangshoujieke
聚众斗殴罪	juzhongdououzui
煤炭法	meitanfa
收费公路管理条例	shoufeigongluguanlitiaoli
会计基础工作规范	kuaijijichugongzuoguifan
复合氨基酸	fuheanjisuan
互相印证	huxiangyinzheng
牵连犯	qianlianfan
医疗广告管理办法	yiliaoguanggaoguanlibanfa
银行业监督管理法	yinhangyejianduguanlifa
资金汇划	zijinhuihua
教育附加费	jiaoyufujiafei
注册公用设备工程师	zhucegongyongshebeigongchengshi
缺席审判	quexishenpan
房屋登记办法	fangwudengjibanfa
化学危险物品	huaxueweixianwupin
尊重社会公德	zunzhongshehuigongde
集体所有制单位	jitisuoyouzhidanwei
止赎	zhishu
委托人民法院	weituorenminfayuan
经验法则	jingyanfaze
特别权	tebiequan
信息结构	xinxijiegou
国家补偿	guojiabuchang
国家土地管理局	guojiatudiguanliju
文件清单	wenjianqingdan
破坏电力设备	pohuaidianlishebei
人民解放军总参谋部	renminjiefangjunzongcanmoubu
间接法	jianjiefa
企业法人登记管理条例	qiyefarendengjiguanlitiaoli
一级谋杀	yijimousha
论法律	lunfalv
新经济增长点	xinjingjizengzhangdian
转折关头	zhuanzheguantou
轻工业局	qinggongyeju
军事检察院	junshijianchayuan
测绘法	cehuifa
国家民族事务委员会	guojiaminzushiwuweiyuanhui
社会团体登记管理条例	shehuituantidengjiguanlitiaoli
典当物	diandangwu
自费出版	zifeichuban
加大结构调整力度	jiadajiegoutiaozhenglidu
法院改革	fayuangaige
委托执行	weituozhixing
专利文件	zhuanliwenjian
乱集资	luanjizi
母法	mufa
风险保证金	fengxianbaozhengjin
亚硝酸盐中毒	yaxiaosuanyanzhongdu
重复保险	chongfubaoxian
国防动员委员会	guofangdongyuanweiyuanhui
国家通用语言文字法	guojiatongyongyuyanwenzifa
营业税暂行条例	yingyeshuizanxingtiaoli
一裁终局	yicaizhongju
加权平均值	jiaquanpingjunzhi
破坏计算机信息系统罪	pohuaijisuanjixinxixitongzui
贷款诈骗罪	daikuanzhapianzui
非法同居关系	feifatongjuguanxi
市价总值	shijiazongzhi
行政强制法	xingzhengqiangzhifa
