阿纳克	anake
帕萨旺垫	pasawangdian
爬行虫	paxingchong
爬行运动	paxingyundong
排氨动物	paiandongwu
排斥危象	paichiweixiang
排出量	paichuliang
派尔集合淋巴结	paierjihelinbajie
拍击法	paijifa
派杰病	paijiebing
派克兰公式	paikelangongshi
哌库溴铵	paikuxiuan
派利文碱	pailiwenjian
排钠利尿剂	painaliniaoji
排尿反射	painiaofanshe
排尿困难	painiaokunnan
排尿期膀胱测压	painiaoqipangguangceya
排尿期膀胱尿道造影	painiaoqipangguangniaodaozaoying
排尿素型代谢	painiaosuxingdaixie
排尿酸型代谢	painiaosuanxingdaixie
排尿犹豫	painiaoyouyu
排尿指数	painiaozhishu
排泄管	paixieguan
排泄性尿道造影	paixiexingniaodaozaoying
排泄性尿路造影	paixiexingniaoluzaoying
排泄性膀胱造影	paixiexingpangguangzaoying
攀登运动	pandengyundong
盘菌	panjun
盘菌素	panjunsu
泮库溴铵	pankuxiuan
袢式结肠造口术	panshijiechangzaokoushu
盘水肿	panshuizhong
攀缘植物	panyuanzhiwu
盘状	panzhuang
盘状电泳	panzhuangdianyong
盘状红斑狼疮	panzhuanghongbanlangchuang
盘状卵裂	panzhuangluanlie
盘状乳房	panzhuangrufang
盘状软骨	panzhuangruangu
盘状肾	panzhuangshen
旁分泌	pangfenmi
旁睾	panggao
膀胱白斑病	pangguangbaibanbing|bangguangbaibanbing
膀胱闭锁	pangguangbisuo|bangguangbisuo
膀胱测压	pangguangceya|bangguangceya
膀胱肠瘘	pangguangchanglou|bangguangchanglou
膀胱充气造影	pangguangchongqizaoying
膀胱冲洗法	pangguangchongxifa|bangguangchongxifa
膀胱挫伤	pangguangcuoshang|bangguangcuoshang
膀胱淀粉样变性	pangguangdianfenyangbianxing|bangguangdianfenyangbianxing
膀胱坏疽	pangguanghuaiju|bangguanghuaiju
膀胱肌瘤	pangguangjiliu|bangguangjiliu
膀胱畸形	pangguangjixing|bangguangjixing
膀胱假性憩室	pangguangjiaxingqishi|bangguangjiaxingqishi
膀胱间质瘤	pangguangjianzhiliu|bangguangjianzhiliu
膀胱结核	pangguangjiehe|bangguangjiehe
膀胱结石	pangguangjieshi|bangguangjieshi
膀胱颈部	pangguangjingbu|bangguangjingbu
膀胱镜检查	pangguangjingjiancha|bangguangjingjiancha
膀胱静脉曲张	pangguangjingmaiquzhang|bangguangjingmaiquzhang
膀胱颈缩窄术	pangguangjingsuozhaishu|bangguangjingsuozhaishu
膀胱括约肌成形术	pangguangkuoyuejichengxingshu|bangguangkuoyuejichengxingshu
膀胱淋巴肉瘤	pangguanglinbarouliu|bangguanglinbarouliu
膀胱鳞状细胞癌	pangguanglinzhuangxibaoai|bangguanglinzhuangxibaoai
膀胱瘘	pangguanglou|bangguanglou
膀胱挛缩	pangguangluansuo|bangguangluansuo
膀胱梅毒	pangguangmeidu|bangguangmeidu
膀胱内翻性乳头状瘤	pangguangneifanxingrutouzhuangliu|bangguangneifanxingrutouzhuangliu
膀胱尿道吻合术	pangguangniaodaowenheshu|bangguangniaodaowenheshu
膀胱尿道造影	pangguangniaodaozaoying
膀胱疱疹	pangguangpaozhen|bangguangpaozhen
膀胱膨出	pangguangpengchu|bangguangpengchu
膀胱皮肤造口术	pangguangpifuzaokoushu|bangguangpifuzaokoushu
膀胱平滑肌瘤	pangguangpinghuajiliu|bangguangpinghuajiliu
膀胱平滑肌肉瘤	pangguangpinghuajirouliu|bangguangpinghuajirouliu
膀胱破裂	pangguangpolie|bangguangpolie
膀胱葡萄状肉瘤	pangguangputaozhuangrouliu|bangguangputaozhuangrouliu
膀胱憩室	pangguangqishi|bangguangqishi
膀胱憩室结石	pangguangqishijieshi|bangguangqishijieshi
膀胱前列腺切除术	pangguangqianliexianqiechushu|bangguangqianliexianqiechushu
膀胱切除术	pangguangqiechushu|bangguangqiechushu
膀胱全切除术	pangguangquanqiechushu|bangguangquanqiechushu
膀胱缺如	pangguangqueru|bangguangqueru
膀胱肉瘤	pangguangrouliu|bangguangrouliu
膀胱乳头状癌	pangguangrutouzhuangai|bangguangrutouzhuangai
膀胱乳头状瘤	pangguangrutouzhuangliu|bangguangrutouzhuangliu
膀胱乳头状瘤病	pangguangrutouzhuangliubing|bangguangrutouzhuangliubing
膀胱三对比造影	pangguangsanduibizaoying
膀胱三角区炎	pangguangsanjiaoquyan|bangguangsanjiaoquyan
膀胱嗜铬细胞瘤	pangguangshigexibaoliu|bangguangshigexibaoliu
膀胱输尿管反流	pangguangshuniaoguanfanliu|bangguangshuniaoguanfanliu
膀胱输尿管瘘	pangguangshuniaoguanlou|bangguangshuniaoguanlou
膀胱输尿管移植术	pangguangshuniaoguanyizhishu|bangguangshuniaoguanyizhishu
膀胱双对比造影	pangguangshuangduibizaoying
膀胱碎石洗出术	pangguangsuishixichushu|bangguangsuishixichushu
膀胱脱垂	pangguangtuochui|bangguangtuochui
膀胱外翻	pangguangwaifan|bangguangwaifan
膀胱腺癌	pangguangxianai|bangguangxianai
膀胱腺瘤	pangguangxianliu|bangguangxianliu
膀胱小肠裂	pangguangxiaochanglie|bangguangxiaochanglie
膀胱小梁形成	pangguangxiaoliangxingcheng|bangguangxiaoliangxingcheng
膀胱血管瘤	pangguangxueguanliu|bangguangxueguanliu
膀胱移行细胞癌	pangguangyihangxibaoai|bangguangyixingxibaoai
膀胱异物	pangguangyiwu|bangguangyiwu
膀胱阴道瘘	pangguangyindaolou|bangguangyindaolou
膀胱原位癌	pangguangyuanweiai|bangguangyuanweiai
膀胱真菌病	pangguangzhenjunbing|bangguangzhenjunbing
膀胱直肠瘘	pangguangzhichanglou|bangguangzhichanglou
膀胱肿瘤	pangguangzhongliu|bangguangzhongliu
膀胱周炎	bangguangzhouyan
膀胱紫癜	pangguangzidian|bangguangzidian
膀胱子宫瘘	pangguangzigonglou|bangguangzigonglou
膀胱子宫内膜异位症	pangguangzigongneimoyiweizheng|bangguangzigongneimoyiweizheng
彷徨变	panghuangbian
彷徨变异测验	panghuangbianyiceyan
旁路剪接	panglujianjie
旁路途径	panglutujing
旁绒球	pangrongqiu
旁系同源物	pangxitongyuanwu
旁正中切口	pangzhengzhongqiekou
泡沫层析	paomocengxi
泡沫分部	paomofenbu
泡囊	paonang
抛物型抑制	paowuxingyizhi
泡心细胞	paoxinxibao
泡罩塔	paozhaota
疱疹后神经痛	paozhenhoushenjingtong
疱疹性湿疹	paozhenxingshizhen
疱疹性外阴阴道炎	paozhenxingwaiyinyindaoyan
疱疹性须疮	paozhenxingxuchuang
疱疹性龈口炎	paozhenxingyinkouyan
疱疹样阿弗他口炎	paozhenyangafutakouyan
疱疹样脓疱病	paozhenyangnongpaobing
疱疹样皮炎	paozhenyangpiyan
疱疹样天疱疮	paozhenyangtianpaochuang
疱疹样硬斑病	paozhenyangyingbanbing
泡状细胞	paozhuangxibao
胚斑	peiban
胚层	peiceng
佩尔特斯试验	peiertesishiyan
胚根	peigen
胚根鞘	peigenqiao
胚管	peiguan
胚基	peiji
配基不是糖	peijibushitang
佩吉特病	peijitebing
配价键	peijiajian
胚茎	peijing
胚壳	peike
胚孔	peikong
胚膜	peimo
配偶杀伤细胞	peioushashangxibao
配偶肾移植	peioushenyizhi
胚盘	peipan
胚泡	peipao
胚乳	peiru
胚乳核	peiruhe
胚上皮	peishangpi
裴氏着色霉	peishizhuosemei
胚胎发生	peitaifasheng
胚胎发育	peitaifayu
胚胎肝细胞移植	peitaiganxibaoyizhi
胚胎肝移植	peitaiganyizhi
胚胎脑组织移植	peitainaozuzhiyizhi
胚胎培养	peitaipeiyang
胚胎器官移植	peitaiqiguanyizhi
胚胎肾移植	peitaishenyizhi
胚胎细胞	peitaixibao
胚胎移植	peitaiyizhi
胚胎状态	peitaizhuangtai
胚胎组织移植	peitaizuzhiyizhi
配体	peiti
胚外体腔	peiwaitiqiang
配位体	peiweiti
胚细胞	peixibao
胚芽鞘	peiyaqiao
培养基	peiyangji
培养皿	peiyangmin
培养瓶	peiyangping
培养物	peiyangwu
培养箱	peiyangxiang
培养液	peiyangye
胚叶	peiye
胚原基	peiyuanji
胚轴	peizhou
配子发生	peizifasheng
配子结合	peizijiehe
配子母细胞	peizimuxibao
配子囊	peizinang
配子配合	peizipeihe
配子生殖	peizishengzhi
配子体	peiziti
喷尼棒麦角碱	pennibangmaijiaojian
盆腔包虫病	penqiangbaochongbing
盆腔横纹肌肉瘤	penqianghengwenjirouliu
盆腔肾	penqiangshen
喷射冷冻法	penshelengdongfa
喷射血流空洞化	penshexueliukongdonghua
喷他佐辛	pentazuoxin
喷雾干燥	penwuganzao
喷雾干燥器	penwuganzaoqi
喷雾冷冻	penwulengdong
盆栽植物	penzaizhiwu
硼酸甘油	pengsuanganyou
膨突	pengtu
膨压	pengya
膨胀测定法	pengzhangcedingfa
膨胀性生长	pengzhangxingshengzhang
皮瓣断蒂	pibanduandi
皮瓣逆转设计法	pibannizhuanshejifa
皮瓣舒平	pibanshuping
皮瓣形成	pibanxingcheng
皮瓣修薄	pibanxiubo
皮瓣修整	pibanxiuzheng
皮瓣训练	pibanxunlian
皮瓣移植	pibanyizhi
皮瓣移植术	pibanyizhishu
皮瓣转移	pibanzhuanyi
脾病	pibing
皮醇	pichun
皮刀	pidao
蜱叮咬	pidingyao
脾动脉瘤	pidongmailiu
皮啡肽	pifeitai
皮肤阿米巴病	pifuamibabing
皮肤白喉	pifubaihou
皮肤白血病	pifubaixuebing
皮肤保存	pifubaocun
皮肤病学	pifubingxue
皮肤橙色病	pifuchengsebing
皮肤淀粉样变性	pifudianfenyangbianxing
皮肤反应因子	pifufanyingyinzi
皮肤附属器	pifufushuqi
皮肤钙质沉着症	pifugaizhichenzhuozheng
皮肤骨瘤	pifuguliu
皮肤光老化	pifuguanglaohua
皮肤划痕症	pifuhuahenzheng
皮肤坏疽	pifuhuaiju
皮肤混合瘤	pifuhunheliu
皮肤利什曼病	pifulishimanbing
皮肤淋巴细胞浸润症	pifulinbaxibaojinrunzheng
皮肤淋巴细胞瘤	pifulinbaxibaoliu
皮肤毛细血管瘤	pifumaoxixueguanliu
皮肤磨削术	pifumoxueshu
皮肤脑脊	pifunaoji
皮肤尿流改道术	pifuniaoliugaidaoshu
皮肤平滑肌瘤	pifupinghuajiliu
皮肤乳头瘤病	pifurutouliubing
皮肤色素	pifusesu
皮肤神经瘤	pifushenjingliu
皮肤神经炎	pifushenjingyan
皮肤湿度	pifushidu
皮肤松弛症	pifusongchizheng
皮肤松垂	pifusongchui
皮肤酸碱度	pifusuanjiandu
皮肤弹性过度综合征	pifutanxingguoduzonghezheng
皮肤替代品	pifutidaipin
皮肤无针喷注器	pifuwuzhenpenzhuqi
皮肤纤维瘤	pifuxianweiliu
皮肤癣菌病	pifuxuanjunbing
皮肤养护	pifuyanghu
皮肤异色病	pifuyisebing
皮肤移植	pifuyizhi
皮肤移植术	pifuyizhishu
皮肤蝇蛆病	pifuyingqubing
皮肤真菌	pifuzhenjun
皮肤真菌病	pifuzhenjunbing
皮肤脂度测定	pifuzhiduceding
皮肤脂肪切除术	pifuzhifangqiechushu
皮肤致敏抗体	pifuzhiminkangti
皮肤皱襞	pifuzhoubi
皮肤猪囊尾蚴病	pifuzhunangweiyoubing
皮革样胃	pigeyangwei
皮嵴	piji
皮肌炎	pijiyan
皮桨植皮术	pijiangzhipishu
皮角	pijiao
脾浸剂	pijinji
疲劳毒素	pilaodusu
疲劳骨折	pilaoguzhe
霹雳萝芙辛碱	pililuofuxinjian
劈裂乳房瓣	pilierufangban
劈裂式肝移植	pilieshiganyizhi
蜱螨	piman
脾门静脉造影术	pimenjingmaizaoyingshu
脾囊肿	pinangzhong
皮内缝合	pineifenghe
皮内痣	pineizhi
匹配得分	pipeidefen
皮片成网器	pipianchengwangqi
脾片移植	pipianyizhi
皮片移植术	pipianyizhishu
脾破裂	pipolie
脾切除术	piqiechushu
脾曲综合征	piquzonghezheng
铍肉芽肿	pirouyazhong
脾髓测压	pisuiceya
脾髓压	pisuiya
皮索根管钻	pisuogenguanzuan
皮酮	pitong
皮痛症	pitongzheng
皮纹学	piwenxue
脾细胞	pixibao
脾细胞移植	pixibaoyizhi
皮下蒂皮瓣	pixiadipiban
皮下捻发音	pixianianfayin
皮下脓肿	pixianongzhong
皮下乳腺切除术	pixiaruxianqiechushu
皮下脂肪肉芽肿病	pixiazhifangrouyazhongbing
皮下注射	pixiazhushe
皮下组织	pixiazuzhi
皮下组织真菌病	pixiazuzhizhenjunbing
脾小结	pixiaojie
皮屑抗原	pixiekangyuan
皮癣菌疹	pixuanjunzhen
脾炎	piyan
皮炎外瓶霉	piyanwaipingmei
皮炎芽生菌	piyanyashengjun
皮样囊肿	piyangnangzhong
脾移植	piyizhi
皮甾酮四醇	pizaitongsichun
皮甾五醇	pizaiwuchun
皮质醇	pizhichun
皮质醇增多症	pizhichunzengduozheng
皮质激素	pizhijisu
皮质激素类	pizhijisulei
皮质颗粒	pizhikeli
皮质类固醇	pizhileiguchun
皮质类固醇激素	pizhileiguchunjisu
皮质类固醇结合	pizhileiguchunjiehe
皮脂缺乏	pizhiquefa
皮质素	pizhisu
皮质下出血	pizhixiachuxie
皮脂腺	pizhixian
皮脂腺癌	pizhixianai
皮脂腺病	pizhixianbing
皮脂腺淋巴腺瘤	pizhixianlinbaxianliu
皮脂腺囊肿	pizhixiannangzhong
皮脂腺囊肿病	pizhixiannangzhongbing
皮脂腺上皮瘤	pizhixianshangpiliu
皮脂腺腺瘤	pizhixianxianliu
皮脂腺增生	pizhixianzengsheng
皮脂腺痣	pizhixianzhi
皮脂溢出	pizhiyichu
皮质甾醇受体	pizhizaichunshouti
皮质甾类	pizhizailei
皮质甾类结合球蛋白	pizhizaileijieheqiudanbai
皮质状态	pizhizhuangtai
皮赘	pizhui
皮赘状多指	pizhuizhuangduozhi
脾组织腹腔种植	pizuzhifuqiangzhongzhi
偏侧凸颌	piancetuhe
片层	pianceng
片段长度多态性	pianduanchangduduotaixing
片段化蛋白	pianduanhuadanbai
偏光显微镜	pianguangxianweijing
偏害作用	pianhaizuoyong
偏利共生	pianligongsheng
偏磷酸酶	pianlinsuanmei
偏瘤型界线类麻风	pianliuxingjiexianleimafeng
偏盲	pianmang
犏牛	pianniu
偏振光显微镜	pianzhenguangxianweijing
偏振荧光	pianzhenyingguang
胼胝	pianzhi
胼胝体	pianzhiti
胼胝体压部	pianzhitiyabu
胼胝体愈伤组织	pianzhitiyushangzuzhi
胼胝性溃疡	pianzhixingkuiyang
胼胝质	pianzhizhi
胼胝质愈伤葡聚糖	pianzhizhiyushangpujutang
漂浮生物	piaofushengwu
漂浮系数	piaofuxishu
嘌呤	piaoling
嘌呤核苷磷酸化酶	piaolingheganlinsuanhuamei
嘌呤霉素	piaolingmeisu
嘌呤脱氨酶	piaolingtuoanmei
氕音撇	pieyinpie
拼合软骨支架	pinheruanguzhijia
频率曲线检查	pinlvquxianjiancha
频散	pinsan
品他病	pintabing
贫污水	pinwushui
贫血性梗死	pinxuexinggengsi
贫血痣	pinxuezhi
品种纯度	pinzhongchundu
品种间	pinzhongjian
品种鉴定	pinzhongjianding
品种间杂交	pinzhongjianzajiao
品种区域化	pinzhongquyuhua
平凹透镜	pingaotoujing
平板层析	pingbancengxi
平板计数	pingbanjishu
平板培养	pingbanpeiyang
平端流动融化	pingduanliudongronghua
平高线	pinggaoxian
瓶梗	pinggeng
苹果酸	pingguosuan
苹果酸酶	pingguosuanmei
苹果酸盐	pingguosuanyan
苹果酰胺	pingguoxianan
苹果酰胺酸	pingguoxianansuan
苹果酰基	pingguoxianji
平衡侧	pinghengce
平衡多态现象	pinghengduotaixianxiang
平衡多态性	pinghengduotaixing
平衡感受器	pinghengganshouqi
平衡离子	pinghenglizi
平衡麻醉	pinghengmazui
平衡易位	pinghengyiwei
平衡运动	pinghengyundong
平衡障碍	pinghengzhangai
平衡致死	pinghengzhisi
平衡姿态	pinghengzitai
平滑肌	pinghuaji
平滑肌瘤	pinghuajiliu
平滑肌肉瘤	pinghuajirouliu
平滑面龋	pinghuamianqu
平喙鳄	pinghuie
屏间切迹	pingjianqieji
平静呼吸	pingjinghuxi
平均残基分子量	pingjuncanjifenziliang
平均残基椭圆率	pingjuncanjituoyuanlv
平均残基旋光率	pingjuncanjixuanguanglv
平均缔合常数	pingjundihechangshu
平均增代时间	pingjunzengdaishijian
平均自由路程	pingjunziyoulucheng
平面导板	pingmiandaoban
乒乓机制	pingpangjizhi
苹婆炔酸	pingpoquesuan
苹婆酸	pingposuan
平行纤维	pingxingxianwei
平行性	pingxingxing
屏障滤器	pingzhanglvqi
平整末端	pingzhengmoduan
平整切断	pingzhengqieduan
平跖外翻足	pingzhiwaifanzu
屏状核	pingzhuanghe
破骨细胞	poguxibao
破骨细胞瘤	poguxibaoliu
破冠器	poguanqi
破裂性出血	poliexingchuxie
破裂序列征	poliexuliezheng
破裂作用	poliezuoyong
破膜试剂	pomoshiji
破伤风毒素	poshangfengdusu
泼西因子	poxiyinzi
破牙骨质细胞	poyaguzhixibao
破牙细胞	poyaxibao
剖腹术	poufushu
剖腰探查术	pouyaotanchashu
脯氨酰基	puanxianji
脯氨酰顺反式异构酶	puanxianshunfanshiyigoumei
普德拉克综合征	pudelakezonghezheng
葡二糖	puertang
普芬南施蒂尔切口	pufennanshidierqiekou
匍匐茎	pufujing
匍匐菌丝	pufujunsi
匍匐植物	pufuzhiwu
葡甘露聚糖	puganlujutang
葡聚糖	pujutang
葡聚糖硫酸酯	pujutangliusuanzhi
葡聚糖酶	pujutangmei
葡聚糖转糖苷基酶	pujutangzhuantangganjimei
蒲肯野纤维	pukenyexianwei
普鲁卡因	pulukayin
普卢默	pulumo
铺满培养	pumanpeiyang
铺没	pumei
葡糖胺	putangan
葡糖胺醇	putanganchun
葡糖苯苷酸	putangbengansuan
葡糖醇	putangchun
葡糖淀粉酶	putangdianfenmei
葡糖苷	putanggan
葡糖苷基	putangganji
葡糖苷基转移酶	putangganjizhuanyimei
葡糖苷酶	putangganmei
葡糖苷配基	putangganpeiji
葡糖苷神经酰胺	putangganshenjingxianan
葡糖苷神经酰胺酶	putangganshenjingxiananmei
葡糖苷酸	putanggansuan
葡糖甘油脂	putangganyouzhi
葡糖基	putangji
葡糖基蒽酮	putangjientong
葡糖基果糖	putangjiguotang
葡糖激酶	putangjimei
葡糖基异麦芽糖	putangjiyimaiyatang
葡糖类似物	putangleisiwu
葡糖磷酸酯酶	putanglinsuanzhimei
葡糖尿	putangniao
葡糖鞘氨醇	putangqiaoanchun
葡糖醛酸	putangquansuan
葡糖醛酸酶	putangquansuanmei
葡糖醛酸神经酰胺	putangquansuanshenjingxianan
葡糖醛酸脂酰鞘氨醇	putangquansuanzhixianqiaoanchun
葡糖醛酰胺	putangquanxianan
葡糖三氯乙	putangsanlvyi
葡糖酸高铁盐	putangsuangaotieyan
葡糖酸磷酸脱氢酶	putangsuanlinsuantuoqingmei
葡糖酸盐	putangsuanyan
葡糖酮酸	putangtongsuan
葡糖效应	putangxiaoying
葡糖新生	putangxinsheng
葡糖氧化酶	putangyanghuamei
葡萄球菌	putaoqiujun
葡萄球菌激酶	putaoqiujunjimei
葡萄糖浆	putaotangjiang
葡萄状肉瘤	putaozhuangrouliu
普通外科学	putongwaikexue
普秃	putu
扑翼机	puyiji
铺展因子	puzhanyinzi
蹼趾	puzhi
蹼指	puzhi
蹼状瘢痕	puzhuangbanhen
蹼状颈	puzhuangjing
蹼状阴茎	puzhuangyinjing
脐凹	qiao
气孢菌素	qibaojunsu
起搏点	qibodian
脐肠瘘	qichanglou
汽车事故医学	qicheshiguyixue
气道阻塞	qidaozuse
脐点	qidian
起动部位	qidongbuwei
气动取皮机	qidongqupiji
启动物	qidongwu
启动子	qidongzi
启动子序列	qidongzixulie
齐墩果醇酸	qidunguochunsuan
齐墩果糖	qidunguotang
齐墩果酮酸	qidunguotongsuan
齐墩果烷	qidunguowan
气腹	qifu
七氟醚	qifumi
器官保存	qiguanbaocun
气管重建术	qiguanchongjianshu
器官簇移植	qiguancuyizhi
气管导管	qiguandaoguan
器官发生	qiguanfasheng
器官灌注	qiguanguanzhu
气管开窗术	qiguankaichuangshu
气管内插管	qiguanneichaguan
气管内径路	qiguanneijinglu
气管内麻醉	qiguanneimazui
气管粘液表皮样癌	qiguannianyebiaopiyangai
器官培养	qiguanpeiyang
气管憩室	qiguanqishi
气管腔内	qiguanqiangnei
气管切除及重建术	qiguanqiechujichongjianshu
器官切取	qiguanqiequ
气管软化	qiguanruanhua
气管鳃	qiguansai
气管食管瘘	qiguanshiguanlou
器官特异性抗原	qiguanteyixingkangyuan
气管无名动脉瘘	qiguanwumingdongmailou
气管狭窄	qiguanxiazhai
气管腺样囊性癌	qiguanxianyangnangxingai
器官形成	qiguanxingcheng
器官型培养	qiguanxingpeiyang
气管袖状全肺切除术	qiguanxiuzhuangquanfeiqiechushu
器官移植	qiguanyizhi
气管造口术	qiguanzaokoushu
气管支气管缩窄	qiguanzhiqiguansuozhai
气候疗法	qihouliaofa
岐化酶	qihuamei
歧化酶	qihuamei
鳍脚	qijiao
脐静脉	qijingmai
奇静脉原理	qijingmaiyuanli
奇科马宁碱	qikemaningjian
气浪弹伤	qilangdanshang
气流显示器	qiliuxianshiqi
气流型态	qiliuxingtai
气门板	qimenban
气门片	qimenpian
气门柱	qimenzhu
脐尿管	qiniaoguan
脐尿管癌	qiniaoguanai
脐尿管窦道	qiniaoguandoudao
脐尿管放线菌病	qiniaoguanfangxianjunbing
脐尿管疾病	qiniaoguanjibing
脐尿管结核	qiniaoguanjiehe
脐尿管瘘	qiniaoguanlou
脐尿管囊肿	qiniaoguannangzhong
脐尿管憩室	qiniaoguanqishi
脐尿管未闭	qiniaoguanweibi
脐尿管腺癌	qiniaoguanxianai
脐尿管肿瘤	qiniaoguanzhongliu
棋盘花生碱	qipanhuashengjian
起疱	qipao
气泡监测器	qipaojianceqi
脐膨出	qipengchu
气腔	qiqiang
气球样变性	qiqiuyangbianxing
气球状细胞痣	qiqiuzhuangxibaozhi
七鳃鳗	qisaiman
歧散	qisan
脐疝	qishan
气升	qisheng
气生根	qishenggen
气升式发酵	qishengshifajiao
气升式生物反应器	qishengshishengwufanyingqi
气生植物	qishengzhiwu
气升装置	qishengzhuangzhi
憩室	qishi
憩室病	qishibing
起始罚分	qishifafen
起始复合物	qishifuhewu
气室环	qishihuan
起始前复合物	qishiqianfuhewu
憩室切除术	qishiqiechushu
憩室疝	qishishan
起始物	qishiwu
起始序列	qishixulie
憩室炎	qishiyan
起始因子	qishiyinzi
槭树	qishu
漆树黄酮	qishuhuangtong
漆树皮炎	qishupiyan
漆树酸	qishusuan
气水浴	qishuiyu
气锁无核细胞	qisuowuhexibao
槭糖尿病	qitangniaobing
气体掺和	qitichanhuo
气体交换	qitijiaohuan
奇蹄类	qitilei
气体滤器	qitilvqi
气体麻醉药	qitimazuiyao
气体微栓	qitiweishuan
气体吸收压力阶差	qitixishouyalijiecha
气体载体	qitizaiti
气体中毒	qitizhongdu
鳍条	qitiao
期外合成	qiwaihecheng
期外收缩	qiwaishousuo
气涡轮机	qiwolunji
脐息肉	qixirou
气相层析	qixiangcengxi
气性坏疽	qixinghuaiju
气性膀胱炎	qixingpangguangyan
气性肾盂肾炎	qixingshenyushenyan
脐炎	qiyan
七叶苷	qiyegan
七叶苷配基	qiyeganpeiji
七叶灵	qiyeling
汽油烧伤	qiyoushaoshang
气枕床	qizhenchuang
气肿性胆囊炎	qizhongxingdannangyan
脐周蜂窝织炎	qizhoufengwozhiyan
鳍状肢	qizhuangzhi
髂耻弓	qiachigong
髂动脉后输尿管	qiadongmaihoushuniaoguan
髂骨	qiagu
髂骨致密性骨炎	qiaguzhimixingguyan
髂静脉	qiajingmai
髂窝脓肿	qiawonongzhong
髂腰肌	qiayaoji
髂总静脉	qiazongjingmai
前臂分叉术	qianbifenchashu
前鼻孔	qianbikong
前臂游离皮瓣	qianbiyoulipiban
钱币状湿疹	qianbizhuangshizhen
钱币状银屑病	qianbizhuangyinxiebing
