爱之蔓	aizhiman
阿卡西鼠	akaxishu
阿克力鼠	akelishu
阿拉伯咖啡	alabokafei
阿里鼠	alishu
阿莲卡	alianka
阿莲卡阿卡西	aliankaakaxi
阿马帕鼠	amapashu
艾蒿	aihao
矮脚美人蕉	aijiaomeirenjiao
艾利欧提菠萝	ailioutiboluo
矮柳穿鱼	ailiuchuanyu
艾伦食人鱼	ailunshirenyu
艾米氏鳉	aimishijiang
矮牵牛	aiqianniu
矮珍珠	aizhenzhu
矮紫薇	aiziwei
安毕卡豹鼠	anbikabaoshu
氨基乙磺酸	anjiyihuangsuan
安娜普老虎	annapulaohu
安奈奇斗鱼	annaiqidouyu
安胜	ansheng
安石榴	anshiliu
奥波根鼠	aobogenshu
奥佛勒花豹	aofolehuabao
奥伦大胡子	aolundahuzi
凹形造景	aoxingzaojing
凹叶厚朴	aoyehoupu
澳洲蓝魔虾	aozhoulanmoxia
八卦珍珠	baguazhenzhu
芭蕉	bajiao
八角枫	bajiaofeng
八角枫科	bajiaofengke
八角金盘	bajiaojinpan
八角莲	bajiaolian
巴卡荷蛇斑	bakahesheban
菝葜	baqia
巴斯德效应	basidexiaoying
霸王棕	bawangzong
巴西黑钻	baxiheizuan
巴西蝴蝶	baxihudie
巴西蓝钻达摩	baxilanzuandamo
巴西虬髯客	baxiqiuranke
八仙花	baxianhua
八须鼠	baxushu
白柏	baibai
白豹鼠	baibaoshu
白背叶	baibeiye
白萆薢	baibixie
白边黑骑士	baibianheiqishi
白边银河白钻	baibianyinhebaizuan
百部	baibu
白车轴草	baichezhoucao
百齿卫矛	baichiweimao
白刺	baici
白刺花	baicihua
白达摩	baidamo
白堤路鱼市	baidiluyushi
白丁香	baidingxiang
白帆黑骑士	baifanheiqishi
百合科	baiheke
白狐狸鼠	baihulishu
白桦	baihua
白花败酱	baihuabaijiang
白花菜	baihuacai
白花旦	baihuadan
白花曼陀罗	baihuamantuoluo
白花前胡	baihuaqianhu
白花蛇舌草	baihuasheshecao
白花夏枯草	baihuaxiakucao
白花益母草	baihuayimucao
白花油麻藤	baihuayoumateng
白花紫藤	baihuaziteng
白芨	baiji
白及	baiji
白棘豹鼠	baijibaoshu
败酱	baijiang
白芥	baijie
白接骨	baijiegu
白金薄荷	baijinbohe
白金黑芝麻	baijinheizhima
白金皇冠豹	baijinhuangguanbao
白金迷宫	baijinmigong
白金血心	baijinxuexin
白酒草	baijiucao
白鹃梅	baijuanmei
柏科	baike
白蜡树	bailashu
白榄	bailan
白兰花	bailanhua
白蓝特	bailante
白簕	baile
白栎	baili
百里香	bailixiang
百两金	bailiangjin
白马骨	baimagu
百脉根	baimaigen
白茅	baimao
柏木	baimu
白木通	baimutong
白婆婆纳	baipopona
白前	baiqian
白千层	baiqianceng
白屈菜	baiqucai
百日草	bairicao
百日菊	bairiju
百日青	bairiqing
百蕊草	bairuicao
白三叶草	baisanyecao
白色体	baiseti
白山蓼	baishanliao
白首乌	baishouwu
白檀	baitan
白棠子树	baitangzishu
白头翁	baitouweng
白吻短珍珠	baiwenduanzhenzhu
白纹虬髯客	baiwenqiuranke
白苋	baixian
白星异型	baixingyixing
白杨树	baiyangshu
百叶草	baiyecao
白英	baiying
白榆	baiyu
白玉兰	baiyulan
白云老虎	baiyunlaohu
白珍珠大胡子	baizhenzhudahuzi
白珍珠虬髯客	baizhenzhuqiuranke
白芷	baizhi
白术	baizhu
稗子	baizi
百子莲	baizilian
斑豹鼠	banbaoshu
斑背鼠	banbeishu
半边莲	banbianlian
半边莲属	banbianlianshu
斑点豹	bandianbao
斑点虎耳草	bandianhuercao
斑点老虎	bandianlaohu
斑点美洲豹	bandianmeizhoubao
斑点鼠	bandianshu
半点鱼	bandianyu
绊根草	bangencao
斑花杓兰	banhuabiaolan
半寄生	banjisheng
斑节鳇鱼	banjiehuangyu
斑节泥鳅	banjieniqiu
半裸缸	banluogang
斑马小精灵	banmaxiaojingling
斑茅	banmao
斑鳍鼠	banqishu
半日花科	banrihuake
瓣蕊唐松草	banruitangsongcao
半数致死浓度	banshuzhisinongdu
半蒴苣苔	banshuojutai
伴随病毒	bansuibingdu
半夏	banxia
半夏属	banxiashu
半线鱼	banxianyu
斑叶堇菜	banyejincai
斑叶兰	banyelan
半月体	banyueti
半支莲	banzhilian
斑子麻黄	banzimahuang
蚌花	banghua
绑莫丝	bangmosi
棒状病毒	bangzhuangbingdu
宝贝鼠	baobeishu
薄壁组织	baobizuzhi
薄层电泳	baocengdianyong
报春	baochun
报春花	baochunhua
宝盖草	baogaicao
胞果	baoguo
宝鸡道鱼市	baojidaoyushi
胞间连丝	baojianliansi
枹栎	baoli
孢囊	baonang
孢囊梗	baonanggeng
豹皮樟	baopizhang
苞片	baopian
豹鼠	baoshu
包头食人鱼	baotoushirenyu
豹纹金老虎	baowenjinlaohu
胞饮作用	baoyinzuoyong
孢原细胞	baoyuanxibao
暴藻	baozao
爆仗竹	baozhangzhu
爆殖	baozhi
胞质分裂	baozhifenlie
胞质环流	baozhihuanliu
孢子堆	baozidui
孢子发生	baozifasheng
抱子甘蓝	baoziganlan
孢子角	baozijiao
孢子球	baoziqiu
孢子体	baoziti
孢子形成	baozixingcheng
北柴胡	beichaihu
贝蒂灯	beidideng
北京丁香	beijingdingxiang
北京杨	beijingyang
贝壳衫	beikeshan
贝林卡	beilinka
贝罗蒙铁	beiluomengtie
北马兜铃	beimadouling
贝母	beimu
北丝石竹	beisishizhu
北乌头	beiwutou
北玄参	beixuanshen
北鱼黄草	beiyuhuangcao
苯胺蓝	benanlan
本地种	bendizhong
苯菌灵	benjunling
崩大碗	bengdawan
荜拔	biba
闭果	biguo
毕加索大胡子	bijiasuodahuzi
必康多	bikangduo
薜荔	bili
秘鲁斑点豹	bilubandianbao
秘鲁大理纹	biludaliwen
秘鲁达摩	biludamo
秘鲁黑云	biluheiyun
秘鲁金老虎	bilujinlaohu
秘鲁巨人达摩	bilujurendamo
秘鲁老虎	bilulaohu
秘鲁神仙	bilushenxian
笔罗子	biluozi
蓖麻	bima
闭囊壳	binangke
荸荠	biqi
比色池	bisechi
碧桃	bitao
篦子三尖杉	bizisanjianshan
鞭打绣球	biandaxiuqiu
变豆菜	biandoucai
蝙蝠侠鼠	bianfuxiashu
扁秆藨草	bianganbiaocao
扁化	bianhua
扁蕾	bianlei
鞭毛抗原	bianmaokangyuan
扁桃果	biantaoguo
扁头白钻	biantoubaizuan
扁头黄珍珠	biantouhuangzhenzhu
扁头蓝钻	biantoulanzuan
扁头蛇纹坦克	biantoushewentanke
萹蓄	bianxu
扁蓄	bianxu
变叶胡椒	bianyehujiao
变叶木	bianyemu
变叶榕	bianyerong
变种熊猫	bianzhongxiongmao
扁竹	bianzhu
藨草	biaocao
标记基因	biaojijiyin
杓兰	biaolan
表皮	biaopi
表皮突	biaopitu
表皮质	biaopizhi
表型模拟	biaoxingmoni
滨海前胡	binhaiqianhu
滨紫草	binzicao
冰草	bingcao
柄节	bingjie
冰凉花	binglianghua
柄生孢子	bingshengbaozi
驳骨丹	bogudan
波克鼠	bokeshu
擘蓝	bolan
玻璃菊	boliju
玻璃绿刚果	bolilvgangguo
玻利维亚鼠	boliweiyashu
玻璃血心	bolixuexin
博落回	boluohui
菠萝女王	boluonvwang
波斯菊	bosiju
波斯曼鼠	bosimanshu
波缘楤木	boyuancongmu|boyuansongmu
不定根	budinggen
不定胚	budingpei
不定芽	budingya
不动精子	budongjingzi
布朗耳蕨	bulangerjue
布朗温斗鱼	bulangwendouyu
不完全抗体	buwanquankangti
补血草	buxuecao
不育性	buyuxing
彩鳍坦克	caiqitanke
菜头肾	caitoushen
蚕茧草	canjiancao
苍耳	canger
藏花忍冬	canghuarendong
藏卵器	cangluanqi
苍术	cangzhu
草本植物	caobenzhiwu
草苁蓉	caocongrong
草地风毛菊	caodifengmaoju
草地早熟禾	caodizaoshuhe
草胡椒	caohujiao
草龙	caolong
草麻黄	caomahuang
草棉	caomian
草木樨	caomuxi
草泥丸	caoniwan
糙苏	caosu
草问荆	caowenjing
糙叶五加	caoyewujia
草玉梅	caoyumei
草原植物	caoyuanzhiwu
草泽泻	caozexie
草螽	caozhong
操纵基因	caozongjiyin
侧柏	cebai
侧金盏花	cejinzhanhua
侧生	cesheng
茶梅	chamei
茶条槭	chatiaoqi
叉子圆柏	chaziyuanbai
豺皮樟	chaipizhang
产卵器	chanluanqi
产囊体	channangti
产雄孤雌生殖	chanxionggucishengzhi
长白忍冬	changbairendong
长瓣金莲花	changbanjinlianhua
长苞铁杉	changbaotieshan
长鼻弓箭鼠	changbigongjianshu
长鼻红头鼠	changbihongtoushu
长鼻鼠	changbishu
长鼻双色鼠	changbishuangseshu
长春花	changchunhua
常春藤	changchunteng
常春卫矛	changchunweimao
常春油麻藤	changchunyoumateng
长梗郁李	changgengyuli
长毛香科科	changmaoxiangkeke
菖蒲	changpu
长鳍玻璃鲫	changqiboliji
长前胡	changqianhu
常染色质	changransezhi
长蛇纹腰花	changshewenyaohua
长身猴鱼	changshenhouyu
长瓦韦	changwawei
长腰黑珍珠	changyaoheizhenzhu
长腰鼠	changyaoshu
长腰银钻	changyaoyinzuan
长腰芝麻	changyaozhima
长腰直升机	changyaozhishengji
超白缸	chaobaigang
巢菜	chaocai
超高温度计	chaogaowenduji
超光管	chaoguangguan
超卷曲	chaojuanqu
朝天罐	chaotianguan
朝天椒	chaotianjiao
朝鲜当归	chaoxiandanggui
朝鲜丁香	chaoxiandingxiang
朝鲜结缕草	chaoxianjielvcao
朝鲜柳	chaoxianliu
朝鲜山茱萸	chaoxianshanzhuyu
朝鲜鼠李	chaoxianshuli
朝鲜崖柏	chaoxianyabai
朝鲜一枝黄花	chaoxianyizhihuanghua
朝鲜越桔	chaoxianyueju
沉淀塔	chendianta
沉水过滤	chenshuiguolv
橙带美国九间	chengdaimeiguojiujian
橙腹牙鱼	chengfuyayu
撑篙竹	chenggaozhu
秤钩风	chenggoufeng
成景	chengjing
柽柳	chengliu
柽柳科	chengliuke
成熟分裂	chengshufenlie
齿瓣延胡索	chibanyanhusuo
赤瓟	chibo
赤参	chican
赤豆	chidou
赤胫散	chijingsan
翅茎香青	chijingxiangqing
赤麻	chima
赤木灯	chimudeng
赤楠	chinan
赤松	chisong
赤丸八卦	chiwanbagua
翅卫矛	chiweimao
赤藓红	chixianhong
翅芽	chiya
赤杨	chiyang
匙叶草	chiyecao
匙叶黄杨	chiyehuangyang
匙叶五加	chiyewujia
翅英决明	chiyingjueming
赤旃檀	chizhantan
赤卒	chizu
虫纹老虎	chongwenlaohu
重阳木	chongyangmu
重组修复	chongzuxiufu
臭菜	choucai
臭草	choucao
臭椿	chouchun
臭辣树	choulashu
臭冷杉	choulengshan
稠李	chouli
臭牡丹	choumudan
臭菘	chousong
臭梧桐	chouwutong
除虫菊	chuchongju
除虫菊酯	chuchongjuzhi
触角窝	chujiaowo
初生壁	chushengbi
储水组织	chushuizuzhi
楮头红	chutouhong
除油膜器	chuyoumoqi
川赤芍	chuanchishao
传递细胞	chuandixibao
川鄂山茱萸	chuaneshanzhuyu
川莲	chuanlian
川楝	chuanlian
川明参	chuanmingcan
串钱柳	chuanqianliu
穿心莲	chuanxinlian
川芎	chuanxiong
川续断	chuanxuduan
川榛	chuanzhen
垂果大蒜芥	chuiguodasuanjie
垂柳	chuiliu
垂盆草	chuipencao
垂丝海棠	chuisihaitang
垂丝卫矛	chuisiweimao
垂叶榕	chuiyerong
垂枝榆	chuizhiyu
莼菜	chuncai
纯合性	chunhexing
春花胡枝子	chunhuahuzhizi
唇形科	chunxingke
春榆	chunyu
春羽	chunyu
刺苞南蛇藤	cibaonansheteng
刺儿菜	ciercai
慈菇	cigu
慈姑	cigu
刺果卫矛	ciguoweimao
刺海棠	cihaitang
刺槐	cihuai
刺蓟菜	cijicai
刺藜	cili
刺楸	ciqiu
雌蕊	cirui
雌蕊群	ciruiqun
刺沙蓬	cishapeng
刺参	cishen
刺桐	citong
刺通草	citongcao
刺突	citu
刺五加	ciwujia
雌雄异株	cixiongyizhu
刺榆	ciyu
葱兰	conglan
丛生福禄考	congshengfulukao
丛枝蓼	congzhiliao
粗叶耳草	cuyeercao
粗叶悬钩子	cuyexuangouzi
翠柏	cuibai
翠菊	cuiju
翠雀	cuique
翠云草	cuiyuncao
大白柳	dabailiu
大包囊	dabaonang
大孢子	dabaozi
大波斯菊	dabosiju
大参	dacan
大巢菜	dachaocai
大刺儿菜	daciercai
大丁草	dadingcao
大豆球蛋白	dadouqiudanbai
大帆红点琵琶	dafanhongdianpipa
大帆皇冠琵笆	dafanhuangguanpiba
大帆皇冠琵琶	dafanhuangguanpipa
大帆三间	dafansanjian
大帆鼠	dafanshu
大帆血心	dafanxuexin
大帆月亮灯	dafanyueliangdeng
大狗尾草	dagouweicao
大果青扦	daguoqingqian
大果卫矛	daguoweimao
大果榆	daguoyu
大和沼虾	dahezhaoxia
大黑豆老虎	daheidoulaohu
大红鳍鲤	dahongqili
大花糙苏	dahuacaosu
大花第伦桃	dahuadiluntao
大花金鸡菊	dahuajinjiju
大花老鸦嘴	dahualaoyazui
大花柳叶菜	dahualiuyecai
大画眉草	dahuameicao
大花美人蕉	dahuameirenjiao
大花石上莲	dahuashishanglian
大花溲疏	dahuasoushu
大花网鼠	dahuawangshu
大花威灵仙	dahuaweilingxian
大花酢浆草	dahuazuojiangcao
大黄柳	dahuangliu
大火草	dahuocao
大蓟	daji
大戟	daji
大戟科	dajike
大金鸡菊	dajinjiju
大狼把草	dalangbacao
大丽花	dalihua
大理菊	daliju
大麦	damai
大薸	dapiao
打破碗花花	dapowanhuahua
大青	daqing
大青杨	daqingyang
大三叶升麻	dasanyeshengma
大森林鱼市	dasenlinyushi
大山黧豆	dashanlidou
大山樱	dashanying
大树菠萝	dashuboluo
大丝葵	dasikui
大头胡子	datouhuzi
大尾摇	daweiyao
大吴风草	dawufengcao
大型红头鼠	daxinghongtoushu
大血藤	daxueteng
大眼贝	dayanbei
大叶白纸扇	dayebaizhishan
大叶蒟	dayeju
大叶藜	dayeli
大叶龙胆	dayelongdan
大叶落地生根	dayeluodishenggen
大叶朴	dayepu
大叶青铁	dayeqingtie
大叶苣荬菜	dayequmaicai
大叶榕	dayerong
大叶仙茅	dayexianmao
大叶相思	dayexiangsi
大叶小檗	dayexiaobo
大叶油草	dayeyoucao
大叶藻	dayezao
大叶紫薇	dayeziwei
大叶棕竹	dayezongzhu
大芋头	dayutou
大箦藻	dazezao
大籽蒿	dazihao
代代花	daidaihua
代森锰锌	daisenmengxin
戴维鼠	daiweishu
担孢子梗	danbaozigeng
弹刀子菜	dandaozicai
单干鱼尾葵	danganyuweikui
丹桂	dangui
单花鸢尾	danhuayuanwei
弹裂碎米荠	danliesuimiji
丹参	danshen
单位膜	danweimo
单性结实	danxingjieshi
单叶蔓荆	danyemanjing
淡竹	danzhu
担子果	danziguo
当归	danggui
当归藤	dangguiteng
党参	dangshen
稻槎菜	daochacai
导电度计	daodianduji
导电度仪	daodianduyi
倒吊九间	daodiaojiujian
刀豆	daodou
倒根蓼	daogenliao
倒挂金钟	daoguajinzhong
倒卵叶五加	daoluanyewujia
倒提壶	daotihu
德国式造景	deguoshizaojing
德国鸢尾	deguoyuanwei
德斯卡河虎	desikahehu
登发鱼市	dengfayushi
灯笼草	denglongcao
灯笼花	denglonghua
邓斯亮	dengsiliang
灯台树	dengtaishu
灯心草	dengxincao
敌草隆	dicaolong
地胆草	didancao
地耳草	diercao
地蜂子	difengzi
地肤	difu
帝冠	diguan
地黄	dihuang
地锦	dijin
迪克英哥鼠	dikeyinggeshu
滴流过滤	diliuguolv
滴流式过滤	diliushiguolv
底滤板	dilvban
迪米迪凤凰	dimidifenghuang
地梢瓜	dishaogua
棣棠	ditang
棣棠花	ditanghua
地桃花	ditaohua
帝王白剑尾	diwangbaijianwei
帝王灯	diwangdeng
帝王花豹	diwanghuabao
帝王迷宫	diwangmigong
帝王鼠	diwangshu
帝王熊猫	diwangxiongmao
地杨梅	diyangmei
地榆	diyu
地狱蓝魔神	diyulanmoshen
滇藏方枝柏	diancangfangzhibai
点地梅	diandimei
电聚焦	dianjujiao
电离图	dianlitu
滇羌活	dianqianghuo
颠茄	dianqie
点腺过路黄	dianxianguoluhuang
电子染色	dianziranse
吊灯花	diaodenghua
鲷缸	diaogang
鲷罐	diaoguan
吊兰	diaolan
鲷龙阁	diaolongge
吊爪木	diaozhaomu
吊钟花	diaozhonghua
钓钟柳	diaozhongliu
吊竹梅	diaozhumei
锭肥	dingfei
丁香蓼	dingxiangliao
顶芽萎缩	dingyaweisuo
冬孢子堆	dongbaozidui
东北扁核木	dongbeibianhemu
东北蛔蒿	dongbeihuihao
东北接骨木	dongbeijiegumu
东北堇菜	dongbeijincai
东北雷公藤	dongbeileigongteng
东北连翘	dongbeilianqiao
东北龙胆	dongbeilongdan
东北山梅花	dongbeishanmeihua
东北鼠李	dongbeishuli
东北溲疏	dongbeisoushu
东北天南星	dongbeitiannanxing
东北杏	dongbeixing
东北延胡索	dongbeiyanhusuo
东北羊角芹	dongbeiyangjiaoqin
东北玉簪	dongbeiyuzan
东当归	dongdanggui
东方荚果蕨	dongfangjiaguojue
东方蓼	dongfangliao
东非三大湖	dongfeisandahu
东风菜	dongfengcai
东风草	dongfengcao
冬葵	dongkui
冬青	dongqing
冬珊瑚	dongshanhu
动物地理学	dongwudilixue
东兴鱼市	dongxingyushi
东兴早市	dongxingzaoshi
动质	dongzhi
东紫堇	dongzijin
冻子椰子	dongziyezi
豆瓣菜	doubancai
豆瓣绿	doubanlv
豆科植物	doukezhiwu
兜兰	doulan
豆梨	douli
毒虫畏	duchongwei
杜衡	duheng
杜虹花	duhonghua
独活	duhuo
杜茎山	dujingshan
杜鹃	dujuan
杜鹃花	dujuanhua
杜鹃花科	dujuanhuake
杜鹃兰	dujuanlan
杜梨	duli
独丽花	dulihua
嘟帕拉蓝魔神	dupalalanmoshen
杜松	dusong
独蒜兰	dusuanlan
杜仲	duzhong
杜仲科	duzhongke
短柄五加	duanbingwujia
短毛熊巴掌	duanmaoxiongbazhang
椴树科	duanshuke
短穗鱼尾葵	duansuiyuweikui
椴叶独活	duanyeduhuo
短叶黄杉	duanyehuangshan
堆心菊	duixinju
对叶百部	duiyebaibu
对叶草	duiyecao
钝齿青荚叶	dunchiqingjiaye
盾果草	dunguocao
盾片	dunpian
盾叶莓	dunyemei
钝叶蔷薇	dunyeqiangwei
多苞藁本	duobaogaoben
多菲美洲豹	duofeimeizhoubao
多酚氧化酶	duofenyanghuamei
多核糖体	duohetangti
多核体	duoheti
多花菜豆	duohuacaidou
多花胡枝子	duohuahuzhizi
多花筋骨草	duohuajingucao
多化性	duohuaxing
夺锦	duojin
多裂独活	duolieduhuo
多裂麻疯树	duoliemafengshu
多脉鹅耳枥	duomaieerli
多顺反子	duoshunfanzi
多叶棘豆	duoyejidou
鹅不食草	ebushicao
峨参	ecan
鹅肠菜	echangcai
鹅肠草	echangcao
蛾蝶花	ediehua
鹅耳枥	eerli
鳄梨	eli
峨嵋蔷薇	emeiqiangwei
鹅绒藤	erongteng
鄂西天胡荽	exitianhusui
鳄鱼珍珠	eyuzhenzhu
鹅掌揪	ezhangjiu
二倍体细胞	erbeitixibao
二花六道木	erhualiudaomu
二化性	erhuaxing
二磷酸核酮糖	erlinsuanhetongtang
二氯靛酚	erlvdianfen
二色补血草	ersebuxuecao
二线跳鲈	erxiantiaolu
耳叶蓼	eryeliao
二叶舌唇兰	eryeshechunlan
二叶舞鹤草	eryewuhecao
法尔卡鳉	faerkajiang
法国枇杷	faguopipa
法国梧桐	faguowutong
法兰坦克	falantanke
翻白草	fanbaicao
翻白叶	fanbaiye
反光组织	fanguangzuzhi
番红	fanhong
番红花	fanhonghua
返魂草	fanhuncao
繁缕	fanlv
反密码子	fanmimazi
番石榴	fanshiliu
梵天花	fantianhua
反向转录	fanxiangzhuanlu
番杏	fanxing
繁殖体	fanzhiti
防风	fangfeng
仿黑钻	fangheizuan
防己	fangji
费城飞蓬	feichengfeipeng
翡翠老虎	feicuilaohu
飞凤鼠	feifengshu
飞龙掌血	feilongzhangxue
菲米利凤凰	feimilifenghuang
菲那德萨菠萝	feinadesaboluo
肥肉草	feiroucao
飞燕草	feiyancao
肥皂荚	feizaojia
非洲菊	feizhouju
粉柏	fenbai
粉萆薢	fenbixie
粉单竹	fendanzhu
粉点溅水鱼	fendianjianshuiyu
粉红黑钻	fenhongheizuan
粉红虎耳	fenhonghuer
粉红旗	fenhongqi
粉红珍珠	fenhongzhenzhu
分级分离	fenjifenli
分节基因组	fenjiejiyinzu
分类单位	fenleidanwei
分泌细胞	fenmixibao
分生孢子梗	fenshengbaozigeng
分生组织	fenshengzuzhi
粉条儿菜	fentiaoercai
粉叶金花	fenyejinhua
粉枝柳	fenzhiliu
蜂斗菜	fengdoucai
丰花草	fenghuacao
凤凰木	fenghuangmu
风兰	fenglan
风铃草	fenglingcao
凤铃木	fenglingmu
风轮菜	fengluncai
风毛菊	fengmaoju
蜂网	fengwang
凤尾兰	fengweilan
凤尾松	fengweisong
凤尾竹	fengweizhu
风仙花	fengxianhua
凤仙花	fengxianhua
枫香	fengxiang
枫香寄生	fengxiangjisheng
枫香树	fengxiangshu
风信子	fengxinzi
凤眼莲	fengyanlian
枫杨	fengyang
蜂腰榕	fengyaorong
佛甲草	fojiacao
佛桑	fosang
佛氏圆尾鳉	foshiyuanweijiang
佛手瓜	foshougua
腹斑食人鱼	fubanshirenyu
复变态	fubiantai
福参	fucan
覆翅	fuchi
复等位基因	fudengweijiyin
附地菜	fudicai
副萼	fue
扶芳藤	fufangteng
腹管	fuguan
复合半抗原	fuhebankangyuan
福建柏	fujianbai
跗节	fujie
弗利律鼠	fulilvshu
伏苓	fuling
福禄考	fulukao
伏毛苎麻	fumaozhuma
福木	fumu
覆盆子	fupenzi
浮萍	fuping
附器	fuqi
芙蓉菊	furongju
芙蓉葵	furongkui
复伞房花序	fusanfanghuaxu
扶桑	fusang
附生植物	fushengzhiwu
福寿草	fushoucao
腹水草	fushuicao
抚松乌头	fusongwutou
复羽叶栾树	fuyuyeluanshu
复制酶	fuzhimei
辅助病毒	fuzhubingdu
附着胞	fuzhuobao
辅阻遏物	fuzuewu
盖格计数器	gaigejishuqi
盖亚那顽皮豹	gaiyanawanpibao
甘草黄	gancaohuang
柑桔	ganju
甘菊	ganju
甘蓝	ganlan
甘露子	ganluzi
干梅子	ganmeizi
赶山鞭	ganshanbian
感受细胞	ganshouxibao
甘薯	ganshu
甘肃棘豆	gansujidou
甘肃山楂	gansushanzha
甘肃土当归	gansutudanggui
甘遂	gansui
秆锈病	ganxiubing
干枝梅	ganzhimei
杠板归	gangbangui
缸架	gangjia
杠柳	gangliu
岗松	gangsong
刚竹	gangzhu
藁本	gaoben
高帆金钻	gaofanjinzuan
高寒露珠草	gaohanluzhucao
高梁	gaoliang
高山柏	gaoshanbai
高山扁枝石松	gaoshanbianzhishisong
高山龙胆	gaoshanlongdan
高山露珠草	gaoshanluzhucao
高山榕	gaoshanrong
高山唐松草	gaoshantangsongcao
高山绣线菊	gaoshanxiuxianju
高山紫菀	gaoshanziwan
高雪轮	gaoxuelun
高羊茅	gaoyangmao
葛藟	gelei
葛利斯鼠	gelisishu
隔离网箱	geliwangxiang
格菱	geling
格玛橘边坦克	gemajubiantanke
隔山香	geshanxiang
革叶茴芹	geyehuiqin
葛枣子	gezaozi
根肥	genfei
根尖	genjian
根茎	genjing
梗花雀梅藤	genghuaquemeiteng
梗基	gengji
宫粉紫荆	gongfenzijing
弓果藤	gongguoteng
弓箭鼠	gongjianshu
宫锦	gongjin
贡山独活	gongshanduhuo
共质体	gongzhiti
公主鼠	gongzhushu
沟繁缕	goufanlv
构骨	gougu
狗骨柴	gouguchai
狗筋蔓	goujinman
枸橘	gouju
钩栗	gouli
狗舌草	goushecao
狗屎花	goushihua
构树	goushu
钩藤	gouteng
狗娃花	gouwahua
狗尾草	gouweicao
狗牙根	gouyagen
狗仔鯙	gouzaichun
狗枣猕猴桃	gouzaomihoutao
狗爪豆	gouzhaodou
古巴叶底红	gubayedihong
古毕豹鼠	gubibaoshu
孤雌发育	gucifayu
古代稀	gudaixi
股节	gujie
榖精	gujing
谷精草	gujingcao
固酮	gutong
蓇葖果	gutuguo
瓜波琵琶魔神	guabopipamoshen
挂金灯	guajindeng
瓜拉波	gualabo
栝楼	gualou
瓜叶菊	guayeju
瓜子金	guazijin
拐芹	guaiqin
关苍术	guancangzhu
关东丁香	guandongdingxiang
冠果草	guanguocao
观赏辣椒	guanshanglajiao
管状中柱	guanzhuangzhongzhu
广东万年青	guangdongwannianqing
光滑菌落	guanghuajunluo
广金钱草	guangjinqiancao
光头稗子	guangtoubaizi
光叶榉	guangyeju
光叶石楠	guangyeshinan
广玉兰	guangyulan
桂花	guihua
鬼面老虎	guimianlaohu
圭亚那鼠	guiyanashu
闺艳	guiyan
鬼针草	guizhencao
桂竹	guizhu
桂竹香	guizhuxiang
过路黄	guoluhuang
过滤性病毒	guolvxingbingdu
果皮	guopi
国庆花	guoqinghua
过山枫	guoshanfeng
国王豹鼠	guowangbaoshu
国王灯	guowangdeng
国王虎斑	guowanghuban
国王老虎	guowanglaohu
国王迷宫	guowangmigong
国王雪球	guowangxueqiu
国王椰子	guowangyezi
过氧化物酶体	guoyanghuawumeiti
哈密瓜大胡子	hamiguadahuzi
哈特莫夫鼠	hatemofushu
海滨木槿	haibinmujin
孩儿参	haiercan
海红豆	haihongdou
还亮草	hailiangcao
海南菜豆	hainancaidou
海南红豆	hainanhongdou
海南蒌	hainanlou
海南洒金	hainansajin
海南椰子	hainanyezi
海石竹	haishizhu
海棠	haitang
海棠果	haitangguo
海棠花	haitanghua
海桐	haitong
海仙花	haixianhua
海芋	haiyu
海州常山	haizhouchangshan
旱稗	hanbai
蔊菜	hancai
旱垂柳	hanchuiliu
旱芹	hanqin
旱伞草	hansancao
含笑	hanxiao
韩信草	hanxincao
含羞草	hanxiucao
寒竹	hanzhu
杭白芷	hangbaizhi
蒿柳	haoliu
蒿子杆	haozigan
褐斑	heban
荷包花	hebaohua
