阿贝聚光镜	abeijuguangjing
界面能	jiemianneng
界面浓度	jiemiannongdu
界面区	jiemianqu
界面速度指数	jiemiansuduzhishu
界面特性	jiemiantexing
界面位错	jiemianweicuo
界面温度	jiemianwendu
界面形态学	jiemianxingtaixue
界面形状	jiemianxingzhuang
界面压缩载荷	jiemianyasuozaihe
界面油膜润滑	jiemianyoumorunhua
界面张力	jiemianzhangli
界面逐出	jiemianzhuchu
结膜测温	jiemocewen
解磨机	jiemoji
结膜试验	jiemoshiyan
介木	jiemu
接钮	jieniu
接钮控制	jieniukongzhi
界偶	jieou
界偶表	jieoubiao
节拍脉冲	jiepaimaichong
截盘	jiepan
结皮	jiepi
解剖程序	jiepouchengxu
截弃	jieqi
节气阀组	jieqifazu
节气关闭阀	jieqiguanbifa
节汽门	jieqimen
阶曲线	jiequxian
介曲线	jiequxian
结圈	jiequan
节热器	jiereqi
界砂	jiesha
节伸式阀座	jieshenshifazuo
接绳	jiesheng
节省能量	jieshengnengliang
节省试剂	jieshengshiji
节省重量	jieshengzhongliang
节省资金	jieshengzijin
阶式区段	jieshiquduan
结式热偶	jieshireou
阶式收尘器	jieshishouchenqi
阶式调节器	jieshitiaojieqi
阶式循环	jieshixunhuan
阶式运输机	jieshiyunshuji
阶式蒸浓器	jieshizhengnongqi
接受槽	jieshoucao
接收槽	jieshoucao
接收抽样	jieshouchouyang
接受蛋	jieshoudan
接收端电压	jieshouduandianya
接收机放大器	jieshoujifangdaqi
接收架	jieshoujia
接收检验	jieshoujianyan
接受坑	jieshoukeng
接受盘	jieshoupan
接受设施	jieshousheshi
接收数	jieshoushu
接受体分子	jieshoutifenzi
接收物镜	jieshouwujing
接受箱	jieshouxiang
接受站	jieshouzhan
接收中断	jieshouzhongduan
阶数	jieshu
结束标志	jieshubiaozhi
结束阶段	jieshujieduan
劫束孔经	jieshukongjing
结束行	jieshuxing
截水沟	jieshuigou
接水源	jieshuiyuan
结四面体	jiesimianti
解酸	jiesuan
解算电路	jiesuandianlu
解算电势计	jiesuandianshiji
解算器	jiesuanqi
解算时间	jiesuanshijian
解算装置	jiesuanzhuangzhi
阶梯成形	jietichengxing
阶梯断面型材	jietiduanmianxingcai
阶梯光谱仪	jietiguangpuyi
阶梯检查	jietijiancha
阶梯浇口	jietijiaokou
阶梯炉篦	jietilubi
阶梯式翻钢机	jietishifangangji
阶梯式挤压	jietishijiya
阶梯式曲径	jietishiqujing
阶梯式通风	jietishitongfeng
阶梯时效	jietishixiao
阶梯形多层焊	jietixingduocenghan
阶梯形分型面	jietixingfenxingmian
阶梯形状	jietixingzhuang
阶梯轧辊	jietizhagun
阶梯爪	jietizhao
阶梯状滑移	jietizhuanghuayi
阶梯状浇口	jietizhuangjiaokou
阶梯状曲线	jietizhuangquxian
接通电路	jietongdianlu
接通开关	jietongkaiguan
接通时间	jietongshijian
接通位置	jietongweizhi
接通信号	jietongxinhao
接头	jietou
接头焊接	jietouhanjie
接头焊接法	jietouhanjiefa
接头夹	jietoujia
截头锯	jietouju
接头螺母	jietouluomu
接头拧接机	jietouningjieji
接头润滑剂	jietourunhuaji
接头润滑脂	jietourunhuazhi
截头体	jietouti
接头凸爪	jietoutuzhao
接头托架	jietoutuojia
接头泄漏	jietouxielou
截头圆锥体	jietouyuanzhuiti
接头准备	jietouzhunbei
借土开挖	jietukaiwa
借土坑	jietukeng
借土挖方	jietuwafang
解脱机构	jietuojigou
介稳奥氏体	jiewenaoshiti
介稳定性	jiewendingxing
介稳定状态图	jiewendingzhuangtaitu
介稳定组织	jiewendingzuzhi
介稳固溶体	jiewengurongti
介稳过渡相	jiewenguoduxiang
介稳平衡	jiewenpingheng
介稳系	jiewenxi
介稳相	jiewenxiang
介稳状态	jiewenzhuangtai
解吸	jiexi
解析变换	jiexibianhuan
解析法	jiexifa
解吸剂	jiexiji
解析曲线	jiexiquxian
解吸溶液	jiexirongye
解吸设备	jiexishebei
解吸塔	jiexita
解吸液	jiexiye
解吸圆锥	jiexiyuanzhui
结线	jiexian
接线布置图	jiexianbuzhitu
界限度	jiexiandu
接线端子	jiexianduanzi
截线法	jiexianfa
界限范围	jiexianfanwei
接线盒	jiexianhe
界限寄存器	jiexianjicunqi
接线夹	jiexianjia
接线夹钳	jiexianjiaqian
界限量规	jiexianlianggui
界限门	jiexianmen
接线盘	jiexianpan
界限强度	jiexianqiangdu
界限塞规	jiexiansaigui
接线条	jiexiantiao
接线头	jiexiantou
接线图	jiexiantu
界限应力	jiexianyingli
接线原理图	jiexianyuanlitu
接线柱	jiexianzhu
接线柱组	jiexianzhuzu
接线装置	jiexianzhuangzhi
截项	jiexiang
结型二极管	jiexingerjiguan
结型晶体管	jiexingjingtiguan
接续反应	jiexufanying
结硬皮	jieyingpi
节涌流化床	jieyongliuhuachuang
节油环	jieyouhuan
接缘线	jieyuanxian
阶跃脉冲	jieyuemaichong
阶跃响应	jieyuexiangying
节约装置	jieyuezhuangzhi
结渣	jiezha
接正电	jiezhengdian
节制坝	jiezhiba
介质变形	jiezhibianxing
介质波导管	jiezhibodaoguan
截止点	jiezhidian
介质电导	jiezhidiandao
介质电流	jiezhidianliu
截止电流	jiezhidianliu
截止电压	jiezhidianya
介质电阻	jiezhidianzu
截止阀	jiezhifa
截止阀门	jiezhifamen
截止滑阀	jiezhihuafa
节制活门	jiezhihuomen
介质加热法	jiezhijiarefa
截止角	jiezhijiao
介质流量	jiezhiliuliang
介质疲劳	jiezhipilao
截止偏压	jiezhipianya
截止品位	jiezhipinwei
截止区	jiezhiqu
介质损耗	jiezhisunhao
介质损耗系数	jiezhisunhaoxishu
截止条件	jiezhitiaojian
介质相角	jiezhixiangjiao
截止值	jiezhizhi
介质滞后	jiezhizhihou
截止周期	jiezhizhouqi
截止状态	jiezhizhuangtai
接种物	jiezhongwu
解轴	jiezhou
接轴	jiezhou
接轴架	jiezhoujia
接轴壳	jiezhouke
接轴平衡锤	jiezhoupinghengchui
接轴器	jiezhouqi
接轴托架	jiezhoutuojia
接轴支架	jiezhouzhijia
接砖	jiezhuan
接转中心	jiezhuanzhongxin
截锥截锥	jiezhuijiezhui
金钯合金	jinbahejin
金币合金	jinbihejin
金箔轧机	jinbozhaji
进步式炉	jinbushilu
近侧	jince
金产地	jinchandi
进场速度	jinchangsudu
浸沉深度	jinchenshendu
近程相互作用	jinchengxianghuzuoyong
近程序降低	jinchengxujiangdi
浸出部分	jinchubufen
浸出采矿	jinchucaikuang
浸出残渣	jinchucanzha
浸出残渣处理	jinchucanzhachuli
浸出槽	jinchucao
浸出操作	jinchucaozuo
浸出产物	jinchuchanwu
浸出车间	jinchuchejian
浸出沉淀法	jinchuchendianfa
浸出处理	jinchuchuli
浸出萃取	jinchucuiqu
浸出电解法	jinchudianjiefa
浸出法	jinchufa
浸出反应	jinchufanying
浸出高压釜	jinchugaoyafu
浸出工段	jinchugongduan
浸出后	jinchuhou
浸出后处理	jinchuhouchuli
浸出化学	jinchuhuaxue
浸出回路	jinchuhuilu
浸出剂	jinchuji
浸出阶段	jinchujieduan
浸出介质	jinchujiezhi
浸出矿浆	jinchukuangjiang
浸出料	jinchuliao
浸出流程	jinchuliucheng
浸出笼	jinchulong
浸出率	jinchulv
浸出滤饼	jinchulvbing
浸出滤渣	jinchulvzha
浸出木桶	jinchumutong
浸出泥浆	jinchunijiang
浸出泥渣	jinchunizha
浸出前处理	jinchuqianchuli
浸出前溶液	jinchuqianrongye
浸出溶液	jinchurongye
浸出溶液配制	jinchurongyepeizhi
浸出溶液再生	jinchurongyezaisheng
浸出设备	jinchushebei
浸出试剂循环	jinchushijixunhuan
浸出时间	jinchushijian
浸出试验	jinchushiyan
浸出速率	jinchusulv
浸出酸度	jinchusuandu
浸出特性	jinchutexing
浸出条件	jinchutiaojian
浸出桶	jinchutong
浸出温度	jinchuwendu
浸出系统	jinchuxitong
浸出效率	jinchuxiaolv
浸出性能	jinchuxingneng
浸出压力	jinchuyali
浸出液	jinchuye
浸出渣	jinchuzha
浸出周期	jinchuzhouqi
浸出贮液槽	jinchuzhuyecao
浸出作业	jinchuzuoye
紧凑拉伸试样	jincoulashenshiyang
紧凑式轧机	jincoushizhaji
禁带能级	jindainengji
紧带器	jindaiqi
近代物理学	jindaiwulixue
禁带跃迁	jindaiyueqian
进刀分度机构	jindaofendujigou
进刀机构	jindaojigou
进刀箱	jindaoxiang
进刀装置	jindaozhuangzhi
紧叠轧制	jindiezhazhi
金锭	jinding
金锭粗金属锭	jindingcujinshuding
浸镀	jindu
浸镀槽	jinducao
浸镀铬	jinduge
浸镀铬法	jindugefa
浸镀铬溶液	jindugerongye
浸镀汞	jindugong
浸镀金	jindujin
浸镀铝	jindulv
浸镀水银	jindushuiyin
近端干扰	jinduanganrao
金钒电阻合金	jinfandianzuhejin
金钒合金	jinfanhejin
浸反射	jinfanshe
进风风流	jinfengfengliu
进风口	jinfengkou
进风门调节器	jinfengmentiaojieqi
进风弯管	jinfengwanguan
进风消音器	jinfengxiaoyinqi
进盖	jingai
金刚大钻头	jingangdazuantou
金刚合金	jinganghejin
金刚砂	jingangsha
金刚砂布	jingangshabu
金刚砂电炉	jingangshadianlu
金刚砂粉	jingangshafen
金刚砂砂轮	jingangshashalun
金刚砂石	jingangshashi
金刚砂蒸馏罐	jingangshazhengliuguan
金刚砂纸	jingangshazhi
金刚石	jingangshi
金刚石薄模	jingangshibaomo|jingangshibomo
金刚石测量头	jingangshiceliangtou
金刚石打模机	jingangshidamoji
金刚石刀具	jingangshidaoju
金刚石电路	jingangshidianlu
金刚石点阵	jingangshidianzhen
金刚石顶锤	jingangshidingchui
金刚石粉	jingangshifen
金刚石粉抛光	jingangshifenpaoguang
金刚石钢	jingangshigang
金刚石工具	jingangshigongju
金刚石滚花	jingangshigunhua
金刚石滚花刀	jingangshigunhuadao
金刚石夹	jingangshijia
金刚石尖锥体	jingangshijianzhuiti
金刚石晶格	jingangshijingge
金刚石颗粒	jingangshikeli
金刚石棱锥	jingangshilengzhui
金刚石立方	jingangshilifang
金刚石模	jingangshimo
金刚石磨轮	jingangshimolun
金刚石抛光	jingangshipaoguang
金刚石抛光粉	jingangshipaoguangfen
金刚石切割机	jingangshiqiegeji
金刚石切割轮	jingangshiqiegelun
金刚石砂轮	jingangshishalun
金刚石手工具	jingangshishougongju
金刚石镗床	jingangshitangchuang
金刚石压头	jingangshiyatou
金刚石研磨膏	jingangshiyanmogao
金刚石圆锥	jingangshiyuanzhui
金刚石整形器	jingangshizhengxingqi
金刚石制品	jingangshizhipin
金刚石状石蜡	jingangshizhuangshila
金刚石钻机	jingangshizuanji
金刚石钻孔	jingangshizuankong
金刚石钻头	jingangshizuantou
金刚石钻岩机	jingangshizuanyanji
进给齿条	jingeichitiao
进给阀	jingeifa
进给法	jingeifa
进给阀垫密片	jingeifadianmipian
进给杆	jingeigan
进给功能	jingeigongneng
进给辊	jingeigun
进给过滤箱	jingeiguolvxiang
进给机座	jingeijizuo
进给卷盘	jingeijuanpan
进给料	jingeiliao
进给旋塞	jingeixuansai
进给装置	jingeizhuangzhi
金工锯	jingongju
金汞齐	jingongqi
金工用锯	jingongyongju
紧固材料	jingucailiao
紧固环	jinguhuan
紧固螺钉	jinguluoding
紧固强度	jinguqiangdu
浸挂涂料	jinguatuliao
金焊料	jinhanliao
金合金	jinhejin
金衡英两	jinhengyingliang
金红石	jinhongshi
金红石型结构	jinhongshixingjiegou
近红外线辐射	jinhongwaixianfushe
进户线	jinhuxian
金黄钡铀矿	jinhuangbeiyoukuang
金黄色断口	jinhuangseduankou
紧回螺钉	jinhuiluoding
金霍恩黄铜	jinhuoenhuangtong
劲火焰	jinhuoyan
进基	jinji
紧急备用泵	jinjibeiyongbeng
紧急备用管道	jinjibeiyongguandao
紧急备用烟囱	jinjibeiyongyancong
紧急操作	jinjicaozuo
紧急车钩装置	jinjichegouzhuangzhi
紧急定货	jinjidinghuo
紧急故障信号	jinjiguzhangxinhao
金基合金	jinjihejin
紧急控制装置	jinjikongzhizhuangzhi
紧急破损修理	jinjiposunxiuli
紧急情况出铁	jinjiqingkuangchutie
紧急释放	jinjishifang
紧急事故剪切	jinjishigujianqie
紧急停电	jinjitingdian
紧急脱扣	jinjituokou
紧急危险情况	jinjiweixianqingkuang
紧急信号	jinjixinhao
紧急修理	jinjixiuli
紧急闸装置	jinjizhazhuangzhi
紧急制动器	jinjizhidongqi
紧急止流阀	jinjizhiliufa
紧急状态工作	jinjizhuangtaigongzuo
紧键	jinjian
浸焦油砖	jinjiaoyouzhuan
禁戒能带	jinjienengdai
禁戒值	jinjiezhi
禁戒状态	jinjiezhuangtai
近井点测量	jinjingdianceliang
金精炼	jinjinglian
近距离浇铸	jinjulijiaozhu
近距离运输	jinjuliyunshu
紧卷台	jinjuantai
紧卷退火	jinjuantuihuo
进口侧	jinkouce
进口导板	jinkoudaoban
进口导板盒	jinkoudaobanhe
进口端	jinkouduan
进口法兰	jinkoufalan
进口阀门	jinkoufamen
进口富矿	jinkoufukuang
进口管	jinkouguan
进口管道	jinkouguandao
进口辊道	jinkougundao
进口过滤器	jinkouguolvqi
进口缓冲辊	jinkouhuanchonggun
进口活套坑	jinkouhuotaokeng
进口活套挑	jinkouhuotaotiao
进口夹送辊	jinkoujiasonggun
进口料槽	jinkouliaocao
进口流量	jinkouliuliang
进口螺纹接套	jinkouluowenjietao
进口密封室	jinkoumifengshi
进口平面	jinkoupingmian
进口球团	jinkouqiutuan
进口区研磨	jinkouquyanmo
进口水温	jinkoushuiwen
进口速度	jinkousudu
进口速头	jinkousutou
进口速位差	jinkousuweicha
进口台肩	jinkoutaijian
进口闸板	jinkouzhaban
进口张紧辊	jinkouzhangjingun
进口张力	jinkouzhangli
进口止回球	jinkouzhihuiqiu
进口直径	jinkouzhijing
金矿石	jinkuangshi
近矿位置	jinkuangweizhi
进矿总站	jinkuangzongzhan
金扩散	jinkuosan
浸冷箱	jinlengxiang
浸沥青碱性砖	jinliqingjianxingzhuan
尽力设法应付	jinlishefayingfu
紧链装置	jinlianzhuangzhi
金两单位	jinliangdanwei
进料	jinliao
进料拨杆	jinliaobogan
进料槽	jinliaocao
进料侧	jinliaoce
进料侧设备	jinliaoceshebei
进料挡板	jinliaodangban
进料斗料槽	jinliaodouliaocao
进料度量器	jinliaoduliangqi
进料端	jinliaoduan
进料端大砖	jinliaoduandazhuan
进料分析	jinliaofenxi
进料管	jinliaoguan
进料辊	jinliaogun
进料辊道	jinliaogundao
进料滑槽	jinliaohuacao
进料活套塔	jinliaohuotaota
进料机料斗	jinliaojiliaodou
进料机组	jinliaojizu
进料加热器	jinliaojiareqi
进料矿浆	jinliaokuangjiang
进料喇叭口	jinliaolabakou
金料料合金	jinliaoliaohejin
进料溜槽	jinliaoliucao
进料密封装置	jinliaomifengzhuangzhi
进料浓度	jinliaonongdu
进料频率	jinliaopinlv
进料枪	jinliaoqiang
进料区段	jinliaoquduan
进料设施	jinliaosheshi
进料室	jinliaoshi
进料速度	jinliaosudu
进料调节器	jinliaotiaojieqi
进料温度	jinliaowendu
进料圆盘	jinliaoyuanpan
进料运输机	jinliaoyunshuji
进料重量	jinliaozhongliang
进料装置	jinliaozhuangzhi
进料准备	jinliaozhunbei
进炉效率	jinluxiaolv
金绿宝石	jinlvbaoshi
金铝合金	jinlvhejin
禁码	jinma
浸没法显微术	jinmeifaxianweishu
近煤位置	jinmeiweizhi
紧密包装	jinmibaozhuang
紧密度	jinmidu
紧密对接	jinmiduijie
紧密接合	jinmijiehe
紧密金属	jinmijinshu
紧密排列	jinmipailie
紧密性	jinmixing
浸没管	jinmoguan
浸没加热	jinmojiare
浸没角	jinmojiao
浸没冷却	jinmolengque
浸没墙	jinmoqiang
浸没燃烧	jinmoranshao
浸没溶液	jinmorongye
浸没烧结	jinmoshaojie
浸没深度	jinmoshendu
浸没式显微镜	jinmoshixianweijing
浸没试验	jinmoshiyan
浸没用油	jinmoyongyou
浸没装置	jinmozhuangzhi
禁能量范围	jinnengliangfanwei
禁能量区	jinnengliangqu
金尼奥斯本法	jinniaosibenfa
浸漂池	jinpiaochi
进气	jinqi
进气瓣	jinqiban
浸漆布带	jinqibudai
进气程度	jinqichengdu
进气冲程	jinqichongcheng
浸漆绸带	jinqichoudai
进气窗孔	jinqichuangkong
进气道	jinqidao
进汽道	jinqidao
进气度	jinqidu
进汽阀	jinqifa
进汽阀柜	jinqifagui
进气风扇	jinqifengshan
进气管路	jinqiguanlu
进气含尘量	jinqihanchenliang
近期建筑	jinqijianzhu
进气孔	jinqikong
进气口	jinqikou
进气口阻力	jinqikouzuli
进气量	jinqiliang
进气歧管	jinqiqiguan
进气室	jinqishi
进气速度	jinqisudu
进气消音器	jinqixiaoyinqi
进气压力	jinqiyali
进气支管	jinqizhiguan
进气砖格	jinqizhuange
堇青石陶瓷学	jinqingshitaocixue
近区	jinqu
浸染贫矿	jinranpinkuang
浸染状矿石	jinranzhuangkuangshi
浸溶性	jinrongxing
浸入	jinru
浸入成形法	jinruchengxingfa
进入管	jinruguan
浸入管	jinruguan
浸入剂	jinruji
进入角	jinrujiao
进入孔	jinrukong
进入控制系统	jinrukongzhixitong
进入热量	jinrureliang
浸入深度	jinrushendu
浸入式泵	jinrushibeng
浸入式电热器	jinrushidianreqi
浸入式高温计	jinrushigaowenji
浸入式加热器	jinrushijiareqi
浸入式搅拌器	jinrushijiaobanqi
浸入式喷枪	jinrushipenqiang
浸入式热电偶	jinrushiredianou
浸入式烧嘴	jinrushishaozui
浸入式水口	jinrushishuikou
进入水	jinrushui
进入线材	jinruxiancai
进入压	jinruya
浸润角	jinrunjiao
紧塞件	jinsaijian
金色黄铜板带	jinsehuangtongbandai
金色铝青铜	jinselvqingtong
金色涂层	jinsetuceng
浸渗硅酮	jinshenguitong
浸渗剂	jinshenji
浸渗介质	jinshenjiezhi
锦生铁	jinshengtie
浸蚀	jinshi
浸蚀操作	jinshicaozuo
金氏电炉	jinshidianlu
浸蚀度	jinshidu
浸蚀工序	jinshigongxu
浸蚀剂	jinshiji
浸蚀间	jinshijian
浸蚀净化	jinshijinghua
浸湿净化	jinshijinghua
浸蚀裂纹	jinshiliewen
浸石棉布	jinshimianbu
浸湿热	jinshire
浸蚀时间	jinshishijian
浸蚀试片	jinshishipian
浸蚀试验	jinshishiyan
浸蚀特性	jinshitexing
近视图	jinshitu
浸蚀图	jinshitu
浸蚀盐酸	jinshiyansuan
浸蚀液	jinshiye
浸蚀质量	jinshizhiliang
浸蚀作用	jinshizuoyong
金属螯合物	jinshuaohewu
金属半成品	jinshubanchengpin
金属板工件	jinshubangongjian
金属板护罩	jinshubanhuzhao
金属板制品	jinshubanzhipin
金属棒材	jinshubangcai
金属薄板	jinshubaoban
金属薄板报废	jinshubaobanbaofei
金属薄板加工	jinshubaobanjiagong
金属薄板卷	jinshubaobanjuan
金属包层	jinshubaoceng
金属包覆	jinshubaofu
金属包覆层	jinshubaofuceng
金属保护	jinshubaohu
金属保护层	jinshubaohuceng
金属爆炸成形	jinshubaozhachengxing
金属比较仪	jinshubijiaoyi
金属编织物	jinshubianzhiwu
金属表面	jinshubiaomian
金属表面氧化	jinshubiaomianyanghua
金属箔冶金学	jinshuboyejinxue
金属钚	jinshubu
金属捕集坑	jinshubujikeng
金属部件	jinshubujian
金属残料	jinshucanliao
金属层板	jinshucengban
金属层压制品	jinshucengyazhipin
金属产出率	jinshuchanchulv
金属产物流	jinshuchanwuliu
金属超电压	jinshuchaodianya
金属衬垫	jinshuchendian
金属沉积量	jinshuchenjiliang
金属沉积物	jinshuchenjiwu
金属成分	jinshuchengfen
金属成品率	jinshuchengpinlv
金属成形	jinshuchengxing
金属成形法	jinshuchengxingfa
金属成形机床	jinshuchengxingjichuang
金属成形模	jinshuchengxingmo
金属处壳	jinshuchuke
金属传递	jinshuchuandi
金属纯度	jinshuchundu
金属纯度试样	jinshuchundushiyang
金属存储器	jinshucunchuqi
金属带矫平	jinshudaijiaoping
金属带镶边	jinshudaixiangbian
金属导管	jinshudaoguan
金属导体	jinshudaoti
金属导线管	jinshudaoxianguan
金属电导率	jinshudiandaolv
金属电弧焊	jinshudianhuhan
金属电极电位	jinshudianjidianwei
金属垫圈弹簧	jinshudianquantanhuang
金属电位	jinshudianwei
金属点阵	jinshudianzhen
金属电阻	jinshudianzu
金属锭	jinshuding
金属锭生产法	jinshudingshengchanfa
金属锭生锈	jinshudingshengxiu
金属镀层	jinshuduceng
金属镀层保护	jinshuducengbaohu
金属镀覆	jinshudufu
金属短条	jinshuduantiao
金属对	jinshudui
金属对辊压力	jinshuduigunyali
金属飞溅	jinshufeijian
金属废料作用	jinshufeiliaozuoyong
金属粉	jinshufen
金属分布	jinshufenbu
金属粉粒	jinshufenli
金属粉末	jinshufenmo
金属粉末成品	jinshufenmochengpin
金属粉末成型	jinshufenmochengxing
金属粉末成形	jinshufenmochengxing
金属粉末工业	jinshufenmogongye
金属粉末混合	jinshufenmohunhe
金属粉末喷镀	jinshufenmopendu
金属粉末生产	jinshufenmoshengchan
金属粉末特性	jinshufenmotexing
金属粉末压机	jinshufenmoyaji
金属粉末压坯	jinshufenmoyapi
金属粉末轧机	jinshufenmozhaji
金属粉末轧制	jinshufenmozhazhi
金属粉末制品	jinshufenmozhipin
金属分配比	jinshufenpeibi
金属分选系统	jinshufenxuanxitong
金属封油环	jinshufengyouhuan
金属缝缀钢丝	jinshufengzhuigangsi
金属复合材料	jinshufuhecailiao
金属辐射屏	jinshufusheping
金属腐蚀	jinshufushi
金属腐蚀剂	jinshufushiji
金属浮渣	jinshufuzha
金属铬	jinshuge
金属镉	jinshuge
金属隔膜泵	jinshugemobeng
金属工人	jinshugongren
金属箍	jinshugu
金属固体	jinshuguti
金属光学	jinshuguangxue
金属硅	jinshugui
金属轨枕	jinshuguizhen
金属过渡特性	jinshuguodutexing
金属过滤器	jinshuguolvqi
金属焊接	jinshuhanjie
金属合金元素	jinshuhejinyuansu
金属弧焊定位	jinshuhuhandingwei
金属弧焊法	jinshuhuhanfa
金属化	jinshuhua
金属化百分率	jinshuhuabaifenlv
金属花边	jinshuhuabian
金属化产品	jinshuhuachanpin
金属滑动框架	jinshuhuadongkuangjia
金属化度	jinshuhuadu
金属化合物	jinshuhuahewu
金属化结矿	jinshuhuajiekuang
金属化率	jinshuhualv
金属化球团	jinshuhuaqiutuan
金属化球团法	jinshuhuaqiutuanfa
金属化球团矿	jinshuhuaqiutuankuang
金属化烧结矿	jinshuhuashaojiekuang
金属化铁	jinshuhuatie
金属化团块	jinshuhuatuankuai
