abuzhabi 阿布扎比
ruanruowuli 软弱无力
ruanruowuneng 软弱无能
ruantidongwu 软体动物
ruanyingjianshi 软硬兼施
rubufuchu 入不敷出
ruchiruzui 如痴如醉
ruchuyizhe 如出一辙
rucidengdeng 如此等等
rucieryi 如此而已
rucizheban 如此这般
rufapaozhi 如法炮制
rugengzaihou 如鲠在喉
ruheshihao 如何是好
ruhuorutu 如火如荼
ruhuozhibao 如获至宝
ruhutianyi 如虎添翼
ruibukedang 锐不可当
ruidiankelang 瑞典克朗
ruiliwuqi 锐利武器
ruishilianbang 瑞士联邦
ruiyigaige 锐意改革
ruiyijinqu 锐意进取
rujianqiren 如见其人
rujiasixiang 儒家思想
rujiawenhua 儒家文化
rujisike 如饥似渴
rulangsihu 如狼似虎
ruleiguaner 如雷贯耳
rulinqijing 如临其境
rulinwaishi 儒林外史
rumengchuxing 如梦初醒
rumengruhuan 如梦如幻
rumusanfen 入木三分
ruorouqiangshi 弱肉强食
ruoshiqunti 弱势群体
ruowuqishi 若无其事
ruoyouruowu 若有若无
ruoyousuoshi 若有所失
ruoyousuosi 若有所思
ruqiansuoshu 如前所述
ruqijuxing 如期举行
ruqingruli 入情入理
ruqirusu 如泣如诉
ruqiwancheng 如期完成
rurizhongtian 如日中天
rushangsuoshu 如上所述
rusheguangxian 入射光线
rushiruhua 如诗如画
rushizhongfu 如释重负
rusuanganjun 乳酸杆菌
rutusuoshi 如图所示
ruwenqisheng 如闻其声
ruxiangsuisu 入乡随俗
ruyingsuixing 如影随形
ruyuanyichang 如愿以偿
ruyudeshui 如鱼得水
ruzuiruchi 如醉如痴
ruzuozhenzhan 如坐针毡
saerwaduo 萨尔瓦多
saerwenjiang 萨尔温江
saierweiya 塞尔维亚
sailaliang 塞拉利昂
sainahepan 塞纳河畔
saineijiaer 塞内加尔
saipulusi 塞浦路斯
saishangjiangnan 塞上江南
saiwantisi 塞万提斯
saiweiliya 塞维利亚
saiwengshima 塞翁失马
sakesiguan 萨克斯管
sakexunren 撒克逊人
salarewo 萨拉热窝
salasadi 萨拉萨蒂
samaerhan 撒马尔罕
samalanqi 萨马兰奇
sandajilv 三大纪律
sandazhanyi 三大战役
sandianyixian 三点一线
sanfachuandan 散发传单
sanfanwuci 三番五次
sanfenzhier 三分之二
sanfenzhiyi 三分之一
sangedaibiao 三个代表
sangengbanye 三更半夜
sangjibaer 桑给巴尔
sangquanruguo 丧权辱国
sangshidaijin 丧失殆尽
sangshinengli 丧失能力
sangumaolu 三顾茅庐
sanguodingli 三国鼎立
sanguoyanyi 三国演义
sanhuangwudi 三皇五帝
sanjiangpingyuan 三江平原
sanjiaohanshu 三角函数
sanjiaojiuliu 三教九流
sanjuliangsheng 三局两胜
sanjuqingan 三聚氰胺
sanlianshudian 三联书店
sanlvdafu 三闾大夫
sanminzhuyi 三民主义
sannongwenti 三农问题
sanquanfenli 三权分立
sanshierli 三十而立
sanshigongli 三十公里
sanshiliuji 三十六计
sanshisinian 三十四年
sanshiwunian 三十五年
sanshiwuwan 三十五万
sanshiyinian 三十一年
santiansanye 三天三夜
sanweikongjian 三维空间
sanweishuwu 三味书屋
sanweiyiti 三位一体
sanwensuibi 散文随笔
sanxiadaba 三峡大坝
sanxiagongcheng 三峡工程
sanyanghualiu 三氧化硫
sanyanliangyu 三言两语
sanzhongquanhui 三中全会
saomiaodianjing 扫描电镜
saomiaomoshi 扫描模式
sashourenhuan 撒手人寰
secaibanlan 色彩斑斓
secaibinfen 色彩缤纷
secaixianyan 色彩鲜艳
secaiyanli 色彩艳丽
selineiren 色厉内荏
senlingongyuan 森林公园
senlinziyuan 森林资源
shaduruanjian 杀毒软件
shaguaxiangji 傻瓜相机
shahuangtongzhi 沙皇统治
shamozhizhou 沙漠之舟
shanchongshuifu 山重水复
shandaoercang 善刀而藏
shandingdongren 山顶洞人
shandongbandao 山东半岛
shandongbangzi 山东梆子
shandongchibang 扇动翅膀
shanfanjiujian 删繁就简
shangaoyuexiao 山高月小
shangbiaozhuce 商标注册
shangbuzhaotian 上不着天
shangcengjianzhu 上层建筑
shangchangbisai 上场比赛
shangchuangshuijiao 上床睡觉
shangdangshoupian 上当受骗
shangdibaoyou 上帝保佑
shangeshuju 栅格数据
shangfabuming 赏罚不明
shangfafenming 赏罚分明
shangfengbaisu 伤风败俗
shangfengganmao 伤风感冒
shanggushidai 上古时代
shanghenleilei 伤痕累累
shanghuxidao 上呼吸道
shangjiaoguoku 上缴国库
shangjicaozuo 上机操作
shanglandefen 上篮得分
shangliangyixia 商量一下
shangliushehui 上流社会
shangpinjiage 商品价格
shangpinjiaohuan 商品交换
shangpinjiaoyi 商品交易
shangpinjingji 商品经济
shangpinliutong 商品流通
shangpinliuzhuan 商品流转
shangpinmingcheng 商品名称
shangpinmulu 商品目录
shangpinshengchan 商品生产
shangpinxiaoshou 商品销售
shangpinxinghao 商品型号
shangpinxinxi 商品信息
shangpinzhiliang 商品质量
shangpinzhonglei 商品种类
shangpixibao 上皮细胞
shangpizuzhi 上皮组织
shangshangxiaxia 上上下下
shangshigongsi 上市公司
shangshuqingkuang 上述情况
shangshushishi 上述事实
shanguangshuise 山光水色
shangwangcanzhong 伤亡惨重
shangwangrenshu 伤亡人数
shangwangshigu 伤亡事故
shangwuhuodong 商务活动
shangwurenshi 商务人士
shangwuzhongxin 商务中心
shangxiadiandao 上下颠倒
shangxiatiaodong 上下跳动
shangxiatongxin 上下同心
shangxiatongyu 上下同欲
shangxiayixin 上下一心
shangxiayizhi 上下一致
shangxiazuoyou 上下左右
shangxinleshi 赏心乐事
shangxinyuemu 赏心悦目
shangyebaoxian 商业保险
shangyedaode 商业道德
shangyeguanggao 商业广告
shangyehuodong 商业活动
shangyejiazhi 商业价值
shangyejigou 商业机构
shangyelirun 商业利润
shangyeliyi 商业利益
shangyemaoyi 商业贸易
shangyemimi 商业秘密
shangyemoshi 商业模式
shangyexitong 商业系统
shangyexuexiao 商业学校
shangyeyinhang 商业银行
shangyeyongtu 商业用途
shangyezhineng 商业智能
shangyezhongxin 商业中心
shangyeziben 商业资本
shanheposui 山河破碎
shanhongbaofa 山洪暴发
shanhuiluzhuan 山回路转
shanjierenyi 善解人意
shanleyixia 闪了一下
shanlisuanjia 山梨酸钾
shanluanqifu 山峦起伏
shannandiqu 山南地区
shanqingshuixiu 山清水秀
shanqiongshuijin 山穷水尽
shanqunongye 山区农业
shanshanfaguang 闪闪发光
shanshanfaliang 闪闪发亮
shanshanlaichi 姗姗来迟
shanshanshuishui 山山水水
shanshuixianglian 山水相连
shanshuobuding 闪烁不定
shanxibangzi 山西梆子
shanxidatong 山西大同
shanxitaiyuan 山西太原
shanyangfumu 赡养父母
shaobugengshi 少不更事
shaoerduwu 少儿读物
shaonanshaonv 少男少女
shaonianertong 少年儿童
shaonianfating 少年法庭
shaonianshidai 少年时代
shaoshuminzu 少数民族
shaoshuofeihua 少说废话
shaouxiangji 沙鸥翔集
shaoxianduiyuan 少先队员
shaoxunfengsao 稍逊风骚
shaozhiyoushao 少之又少
shaozongjishi 稍纵即逝
shaozouwanlu 少走弯路
shapingbaqu 沙坪坝区
sharenfanghuo 杀人放火
sharenruma 杀人如麻
sharenyuehuo 杀人越货
shashazuoxiang 沙沙作响
shashenchengren 杀身成仁
shashibiya 莎士比亚
shawenzhuyi 沙文主义
sheanrenyuan 涉案人员
shebeichenjiu 设备陈旧
shebeiqiquan 设备齐全
shebenzhumo 舍本逐末
shechilangfei 奢侈浪费
shehuianding 社会安定
shehuibaoxian 社会保险
shehuibaozhang 社会保障
shehuibiange 社会变革
shehuibianqian 社会变迁
shehuidiceng 社会底层
shehuidongtai 社会动态
shehuifengong 社会分工
shehuifengqi 社会风气
shehuifengshang 社会风尚
shehuifuli 社会福利
shehuigejie 社会各界
shehuigongde 社会公德
shehuigongzhong 社会公众
shehuigongzuo 社会工作
shehuiguanxi 社会关系
shehuiguifan 社会规范
shehuihuodong 社会活动
shehuijiaowang 社会交往
shehuijiaoyu 社会教育
shehuijieceng 社会阶层
shehuikexue 社会科学
shehuiqunti 社会群体
shehuixianda 社会贤达
shehuixianzhuang 社会现状
shehuixiaoyi 社会效益
shehuixingtai 社会形态
shehuixuejia 社会学家
shehuiyishi 社会意识
shehuiyulun 社会舆论
shehuizhian 社会治安
shehuizhidu 社会制度
shehuizhixu 社会秩序
shehuizhuanxing 社会转型
shehuizhuyi 社会主义
shejiaohuodong 社交活动
shejiaoshenghuo 社交生活
shejiershang 拾级而上
shejifangan 设计方案
shejijiuren 舍己救人
shejiweiren 舍己为人
shemendefen 射门得分
shenbukece 深不可测
shenbushoushe 神不守舍
shenbuyouji 身不由己
shencaifeiyang 神采飞扬
shencaigaoda 身材高大
shencaiyiyi 神采奕奕
shencanzhijian 身残志坚
shenchaqisu 审查起诉
shenchuguimo 神出鬼没
shenderenxin 深得人心
shenfenyanzheng 身份验证
shenfenzhenghao 身份证号
shenfenzhengjian 身份证件
shenfuzhongshang 身负重伤
shengaotizhong 身高体重
shengbanyingtao 生搬硬套
shengbidebao 圣彼得堡
shengchanbuju 生产布局
shengchanchangjia 生产厂家
shengchanchengben 生产成本
shengchanfangshi 生产方式
shengchangongju 生产工具
shengchangongyi 生产工艺
shengchanguanxi 生产关系
shengchanguosheng 生产过剩
shengchanliucheng 生产流程
shengchannengli 生产能力
shengchanqianli 生产潜力
shengchanriqi 生产日期
shengchanshijian 生产实践
shengchanzhixu 生产秩序
shengchanziliao 生产资料
shengchanzongzhi 生产总值
shengchenbazi 生辰八字
shengchijianyong 省吃俭用
shengcundouzheng 生存斗争
shengcunhuanjing 生存环境
shengcunjingzheng 生存竞争
shengcunkongjian 生存空间
shengcunnengli 生存能力
shengcuntiaojian 生存条件
shengdankuaile 圣诞快乐
shengdanlaoren 圣诞老人
shengdanliwu 圣诞礼物
shengdayanhui 盛大宴会
shengdiyage 圣地亚哥
shengdonghuopo 生动活泼
shengdongjixi 声东击西
shengdongyouqu 生动有趣
shengduomingge 圣多明各
shengengbanye 深更半夜
shengengxizuo 深耕细作
shengerpingdeng 生而平等
shengerzhizhi 生而知之
shengfanshengcai 剩饭剩菜
shenghuamiaobi 生花妙笔
shenghuawuqi 生化武器
shenghuoanding 生活安定
shenghuobixu 生活必需
shenghuodaolu 生活道路
shenghuofuyu 生活富裕
shenghuoguannian 生活观念
shenghuojiezou 生活节奏
shenghuokongjian 生活空间
shenghuolaiyuan 生活来源
shenghuopinzhi 生活品质
shenghuoqixi 生活气息
shenghuoshijian 生活实践
shenghuoshuizhun 生活水准
shenghuotaidu 生活态度
shenghuoxiguan 生活习惯
shenghuoyongpin 生活用品
shenghuozhuangkuang 生活状况
shenghuoziliao 生活资料
shengjiangran 生机盎然
shengjibobo 生机勃勃
shengjiershuai 盛极而衰
shengjihuandai 升级换代
shengjumuduan 绳锯木断
shenglaobingsi 生老病死
shenglaolunsi 圣劳伦斯
shenglifanying 生理反应
shengligongneng 生理功能
shengliguoshi 胜利果实
shenglijizhi 生理机制
shenglingtutan 生灵涂炭
shenglixuejia 生理学家
shenglixuqiu 生理需求
shenglixuyao 生理需要
shengliyanshui 生理盐水
shengliyoutian 胜利油田
shenglizaiwang 胜利在望
shengluxiya 圣卢西亚
shengluyisi 圣路易斯
shengmalinuo 圣马力诺
shengminganquan 生命安全
shengmingcaichan 生命财产
shengmingdazao 声名大噪
shengmingjiayuan 生命家园
shengmingkexue 生命科学
shengminglangji 声名狼藉
shengmingweixian 生命危险
shengmingxianhe 声名显赫
shengmingxianxiang 生命现象
shengmingzhouqi 生命周期
shengpingshiji 生平事迹
shengqibobo 生气勃勃
shengqilingren 盛气凌人
shengqingbingmao 声情并茂
shengqixiangtong 声气相通
shengqiyishi 升旗仪式
shengrikuaile 生日快乐
shengriliwu 生日礼物
shengruhongzhong 声如洪钟
shengshayuduo 生杀予夺
shengshengbuxi 生生不息
shengshengsisi 生生死死
shengshihaoda 声势浩大
shengshiraomin 生事扰民
shengshishengli 省时省力
shengsicunwang 生死存亡
shengsiguantou 生死关头
shengsikaoyan 生死考验
shengsishisu 生死时速
shengsixiangyi 生死相依
shengsiyouguan 生死攸关
shengsiyugong 生死与共
shengtaihuanjing 生态环境
shengtaijianshe 生态建设
shengtailvyou 生态旅游
shengtainongye 生态农业
shengtaipingheng 生态平衡
shengtaitiaojian 生态条件
shengtaiweiji 生态危机
shengtaixiaoyi 生态效益
shengtaixitong 生态系统
shengtaixuejia 生态学家
shengwenshibie 声纹识别
shengwudianliu 生物电流
shengwugongcheng 生物工程
shengwuhuaxue 生物化学
shengwujiangjie 生物降解
shengwujinhua 生物进化
shengwukeji 生物科技
shengwukexue 生物科学
shengwulixue 生物力学
shengwuwuqi 生物武器
shengwuxuejia 生物学家
shengwuyiyao 生物医药
shengwuzhineng 生物质能
shengwuziyuan 生物资源
shengxingyishi 盛行一时
shengxionggandi 圣雄甘地
shengyinhongliang 声音洪亮
shengyixinglong 生意兴隆
shengyoudedeng 省油的灯
shengyuchanpin 剩余产品
shengyujiazhi 剩余价值
shengyulaodong 剩余劳动
shengyunengli 生育能力
shengyuyouhuan 生于忧患
shengzhangfayu 生长发育
shengzhangjisu 生长激素
shengzhihuiyou 生殖洄游
shengzhiqiguan 生殖器官
shengzhixibao 生殖细胞
shengzhixitong 生殖系统
shengzhiyifa 绳之以法
shenhouganqing 深厚感情
shenhuachuanshuo 神话传说
shenhuagaige 深化改革
shenhuagushi 神话故事
shenjingbaizhan 身经百战
shenjingguomin 神经过敏
shenjingkexue 神经科学
shenjingshuairuo 神经衰弱
shenjingwangluo 神经网络
shenjingxibao 神经细胞
shenjingxitong 神经系统
shenjingzhongshu 神经中枢
shenkelijie 深刻理解
shenkesixiang 深刻思想
shenkeyinxiang 深刻印象
shenlaizhibi 神来之笔
shenlianjian 审理案件
shenlingyizao 神领意造
shenlinqijing 身临其境
shenmeiganshou 审美感受
shenmeiguandian 审美观点
shenmeiguannian 审美观念
shenmeyouxi 什么游戏
shenmimoce 神秘莫测
shenpanhuodong 审判活动
shenpanjiandu 审判监督
shenpanjiguan 审判机关
shenqianglizhuang 身强力壮
shenqimoce 神奇莫测
shenqingbaogao 申请报告
shenqingcailiao 申请材料
shenqinghouyi 深情厚谊
shenqinghuanghu 神情恍惚
shenqinghuibi 申请回避
shenqingjiaru 申请加入
shenqingzhuanli 申请专利
shenqingziruo 神情自若
shenrudiaocha 深入调查
shenrudihou 深入敌后
shenrufenxi 深入分析
shenrujiceng 深入基层
shenrukaizhan 深入开展
shenruqianchu 深入浅出
shenruqunzhong 深入群众
shenrurenxin 深入人心
shenrushenghuo 深入生活
shenruxizhi 深入细致
shenruyanjiu 深入研究
shensezhanghuang 神色张皇
shenshanmilin 深山密林
shenshengandao 深深感到
shenshengzhize 神圣职责
shenshenmimi 神神秘秘
shenshenqianqian 深深浅浅
shenshenxuezi 莘莘学子
shenshiduoshi 审时度势
shenshougandong 深受感动
shenshouqihai 深受其害
shenshuyulei 神荼郁垒
shensihuanghu 神思恍惚
shentaiziruo 神态自若
shentijiancha 身体检查
shentijiankang 身体健康
shentilixing 身体力行
shentisuzhi 身体素质
shentixuruo 身体虚弱
shentizhuangkuang 身体状况
shentongguangda 神通广大
shentoudianfu 渗透颠覆
shenwufenwen 身无分文
shenwutongji 深恶痛疾
shenwutongjue 深恶痛绝
shenxianshizu 身先士卒
shenxiaochenshang 甚嚣尘上
shenxinbuyi 深信不疑
shenxinjiankang 身心健康
shenxinjupi 身心俱疲
shenyouganchu 深有感触
shenyoutihui 深有体会
shenyuanyingxiang 深远影响
shenzhangzhengyi 伸张正义
shenzhibuqing 神志不清
shenzhirenyuan 神职人员
shenzhongduidai 慎重对待
shenzhongkaolv 慎重考虑
shenzhoudadi 神州大地
sheqiurumen 射球入门
shequfuwu 社区服务
shequweisheng 社区卫生
shequziyuan 社区资源
sheshenchudi 设身处地
sheshengquyi 舍生取义
sheshengwangsi 舍生忘死
sheshenqiufa 舍身求法
sheshibushen 涉世不深
sheshiwenbiao 摄氏温标
sheshiwendu 摄氏温度
shetuanhuodong 社团活动
shewaigongzuo 涉外工作
shexianfanzui 涉嫌犯罪
sheyingliunian 摄影留念
sheyingyishu 摄影艺术
shibangongbei 事半功倍
shibashiji 十八世纪
shibeigongban 事倍功半
shibiefangfa 识别方法
shibiemoshi 识别模式
shibiesanri 士别三日
shibiexitong 识别系统
shibigongqin 事必躬亲
shibuguofu 食不果腹
shibukedang 势不可当
shibushigu 事不师古
shibuwodai 时不我待
shicaodongwu 食草动物
shichangdiaoyan 市场调研
shichangdongtai 市场动态
shichangfanrong 市场繁荣
shichangfene 市场份额
shichanggongying 市场供应
shichangguilv 市场规律
shichanghangqing 市场行情
shichangjianguan 市场监管
shichangjingji 市场经济
shichangjingzheng 市场竞争
shichangjizhi 市场机制
shichangqianjing 市场前景
shichangqianli 市场潜力
shichangtiaojie 市场调节
shichangxuqiu 市场需求
shichangzhixu 市场秩序
shichangzhunru 市场准入
shichangzhuti 市场主体
shicigefu 诗词歌赋
shiciqufu 诗词曲赋
shidafuzhong 师大附中
shidaibeijing 时代背景
shidaifengmao 时代风貌
shidaijingshen 时代精神
shidaiqixi 时代气息
shidaishuxiang 世代书香
shidaitedian 时代特点
shidaixiangchuan 世代相传
shidaoguazhu 失道寡助
shideqifan 适得其反
shidiangongzuo 试点工作
shididiaocha 实地调查
shidikaocha 实地考察
shiduanshixu 时断时续
shierbujian 视而不见
shierzhichang 十二指肠
shifandaxue 师范大学
shifandongzuo 示范动作
shifangchulai 释放出来
shifanxuexiao 师范学校
shifeiquzhi 是非曲直
shifeizhixin 是非之心
shifenbiyao 十分必要
shifenkunnan 十分困难
shifenxiangsi 十分相似
shifenxunsu 十分迅速
shifenzhiyi 十分之一
shifenzhongshi 十分重视
shifenzhuyi 十分注意
shiganjingshen 实干精神
shigechuangzuo 诗歌创作
shigelangsong 诗歌朗诵
shigesanwen 诗歌散文
shigongrenyuan 施工人员
shiguangliushi 时光流逝
shiguanyinger 试管婴儿
shiguojingqian 时过境迁
shiguojituan 十国集团
shiguxianchang 事故现场
shihaoshihuai 时好时坏
shihengbianye 尸横遍野
shihuashishuo 实话实说
shihunluopo 失魂落魄
shijiamouni 释迦牟尼
shijianbaogao 事件报告
shijianchuli 事件处理
shijianjingyan 实践经验
shijiankuadu 时间跨度
shijiantuiyi 时间推移
shijianyanchi 时间延迟
shijianzhengming 实践证明
shijiayali 施加压力
shijiazhuangshi 石家庄市
shijibaogao 事迹报告
shijicaozuo 实际操作
shijichengben 实际成本
shijiebaquan 世界霸权
shijiechaoliu 世界潮流
shijiedaguo 世界大国
shijiedatong 世界大同
shijiedazhan 世界大战
shijieditu 世界地图
shijiegedi 世界各地
shijieguanjun 世界冠军
shijiejilu 世界纪录
shijielingxian 世界领先
shijiemori 世界末日
shijiepaiming 世界排名
shijieshichang 世界市场
shijieweiqi 世界围棋
shijiewuji 世界屋脊
shijiewutai 世界舞台
shijieyichan 世界遗产
shijieyinhang 世界银行
shijiezhixu 世界秩序
shijiezhizui 世界之最
shijiezhuyi 世界主义
shijiezuobiao 世界坐标
shijinbumei 拾金不昧
shijingshanqu 石景山区
shijingxiaomin 市井小民
shijinianlai 十几年来
shijinshisong 时紧时松
shijishouru 实际收入
shijiushiji 十九世纪
shijixiaoguo 实际效果
shijixingdong 实际行动
shijiyiyi 实际意义
shijizhijiao 世纪之交
shijudongdang 时局动荡
shijueqiguan 视觉器官
shijuexiangshou 视觉享受
