安定区	Andingqu
长春道	Changchundao
杨子华	Yangzihua
四方石	Sifangshi
丁家滩	Dingjiatan
斯得雅	Sideya
右北平	Youbeiping
福寿村	Fushoucun
钟家湾	Zhongjiawan
白面石	Baimianshi
油溪村	Youxicun
福利村	Fulicun
姑师	Gushi
飞天马	Feitianma
炎龙	Yanlong
赵国臣	Zhaoguochen
宋家坡	Songjiapo
林查班	Linchaban
后岩	Houyan
马颈村	Majingcun
大岭头	Dalingtou
下岭村	Xialingcun
王府酒楼	Wangfujiulou
斜山	Xieshan
恩塞纳达	Ensainada
汤东	Tangdong
汤井	Tangjing
小坟包	Xiaofenbao
朱夏	Zhuxia
杨树岭	Yangshuling
南凌	Nanling
毓文	Yuwen
黄家祠	Huangjiaci
郭家坳	Guojiaao
姑臧	Guzang
河阳村	Heyangcun
幸村	Xingcun
西河郡	Xihejun
曾坑	Cengkeng
荔景园	Lijingyuan
城前村	Chengqiancun
油柑头	Yougantou
常家湾	Changjiawan
前坑	Qiankeng
甲子桥	Jiaziqiao
周家井	Zhoujiajing
枣子村	Zaozicun
坝田	Batian
高山寨	Gaoshanzhai
四安	Sian
余西	Yuxi
杨家洲	Yangjiazhou
华都饭店	Huadufandian
官冲	Guanchong
曹家堰	Caojiayan
荆竹村	Jingzhucun
杏花天	Xinghuatian
临渝	Linyu
亭山	Tingshan
泗上	Sishang
福顺天天	Fushuntiantian
燕家庄	Yanjiazhuang
金树村	Jinshucun
盖竹	Gaizhu
玉斗	Yudou
熏肉大饼	Xunroudabing
庆云楼	Qingyunlou
写轮眼	Xielunyan
合溪村	Hexicun
杨家塘	Yangjiatang
霞山村	Xiashancun
伯安	Boan
来阳	Laiyang
滨河村	Binhecun
白港	Baigang
河南道	Henandao
百福村	Baifucun
贺洋	Heyang
独石村	Dushicun
上泉	Shangquan
宫庄	Gongzhuang
下水头	Xiashuitou
金华宾馆	Jinhuabinguan
艾家湾	Aijiawan
肥田乡	Feitianxiang
俄南	Enan
红辣子	Honglazi
八道江	Badaojiang
薛岭	Xueling
算山	Suanshan
立斋	Lizhai
五七村	Wuqicun
右近	Youjin
戴家庄	Daijiazhuang
下龙潭	Xialongtan
洪旺	Hongwang
兴楼	Xinglou
竹炉	Zhulu
新竹村	Xinzhucun
创造再生	Chuangzaozaisheng
杨家院	Yangjiayuan
金钩湾	Jingouwan
藏龙百瀑	Canglongbaipu
禾兴	Hexing
志田	Zhitian
依香	Yixiang
大村村	Dacuncun
彭田村	Pengtiancun
环堤	Huandi
阿陀	Atuo
夏家桥	Xiajiaqiao
威派	Weipai
三凌	Sanling
高戈庄	Gaogezhuang
皇华	Huanghua
牛皮塘	Niupitang
古春	Guchun
太阳殿	Taiyangdian
红豆林	Hongdoulin
拱北宾馆	Gongbeibinguan
孙旺	Sunwang
共升村	Gongshengcun
晏家村	Yanjiacun
七塔寺	Qitasi
干锅居	Ganguoju
石灰岭	Shihuiling
威瓦克	Weiwake
王舍	Wangshe
琵琶洲	Pipazhou
青冲	Qingchong
灵源寺	Lingyuansi
千禧园	Qianxiyuan
下疃	Xiatuan
杏田	Xingtian
强亚	Qiangya
恒星村	Hengxingcun
银溪村	Yinxicun
十六街区	Shiliujiequ
壶觞	Hushang
车塘	Chetang
东海郡	Donghaijun
牛尾海	Niuweihai
鹅峦鼻	Eluanbi
太阳庙	Taiyangmiao
坛下乡	Tanxiaxiang
康家湾	Kangjiawan
冯特民	Fengtemin
黄泥江	Huangnijiang
谢家塘	Xiejiatang
曹子里	Caozili
坝梁	Baliang
吴家屯	Wujiatun
石油之光	Shiyouzhiguang
郝家湾	Haojiawan
柘溪村	Zhexicun
朱田村	Zhutiancun
星联村	Xingliancun
白丸	Baiwan
黄家台	Huangjiatai
晓庐	Xiaolu
神冲	Shenchong
通让铁路	Tongrangtielu
廖家冲	Liaojiachong
冲心	Chongxin
塘家湾	Tangjiawan
陈家台	Chenjiatai
白依	Baiyi
卢龙塞	Lulongsai
大盘肚	Dapandu
窦固	Dougu
万蛇	Wanshe
勘测大队	Kancedadui
大联村	Daliancun
两头塘	Liangtoutang
翡翠山庄	Feicuishanzhuang
南尚乐	Nanshangle
南圣胡安	Nanshenghuan
奥尔胡斯	Aoerhusi
费尼克斯	Feinikesi
作古正经	Zuoguzhengjing
畔塘	Pantang
苍梧郡	Cangwujun
敦煌郡	Dunhuangjun
田府	Tianfu
江夏郡	Jiangxiajun
陵园路口	Lingyuanlukou
柘山	Zheshan
高丽村	Gaolicun
上丰村	Shangfengcun
结印	Jieyin
谢家山	Xiejiashan
通灵术	Tonglingshu
宣美	Xuanmei
辽东郡	Liaodongjun
上春村	Shangchuncun
左冯翊	Zuofengyi
大蛇丸	Dashewan
小荷塘	Xiaohetang
大栗树	Dalishu
鸿福苑	Hongfuyuan
双龙池	Shuanglongchi
星槎	Xingcha
莲塘湾	Liantangwan
广祥	Guangxiang
金都名苑	Jindumingyuan
龙窟	Longku
午山村	Wushancun
檀树村	Tanshucun
向家园	Xiangjiayuan
西埠头	Xibutou
石枧	Shijian
石濑	Shilai
桐子排	Tongzipai
石垅	Shilong
平江村	Pingjiangcun
滩下	Tanxia
尹家河	Yinjiahe
四房村	Sifangcun
秦婷	Qinting
元聚	Yuanju
朱家官庄	Zhujiaguanzhuang
南营子村	Nanyingzicun
马旺	Mawang
派塔	Paita
铁炉塘	Tielutang
青云洞	Qingyundong
长板坡	Changbanpo
石头堰	Shitouyan
程戈庄	Chenggezhuang
七美岛	Qimeidao
雷公塘	Leigongtang
磨形乡	Moxingxiang
凤形山村	Fengxingshancun
富丽苑	Fuliyuan
湖陵	Huling
黄山宫	Huangshangong
天棒	Tianbang
白金宝	Baijinbao
洲市乡	Zhoushixiang
李国余	Liguoyu
荷花塘村	Hehuatangcun
新佛寺	Xinfosi
丽京门	Lijingmen
六股道	Liugudao
白凤村	Baifengcun
社背	Shebei
竹山下	Zhushanxia
谭家里	Tanjiali
韩家屯	Hanjiatun
黎家湾	Lijiawan
董宅	Dongzhai
万人餐厅	Wanrencanting
仁香	Renxiang
黄秀清	Huangxiuqing
宋家园	Songjiayuan
水叶子	Shuiyezi
磨子坪	Moziping
缺塘	Quetang
下垅	Xialong
下忍	Xiaren
国林宾馆	Guolinbinguan
沈阳道	Shenyangdao
庆宁寺	Qingningsi
庆符	Qingfu
管帅	Guanshuai
钱家湾	Qianjiawan
七星洞	Qixingdong
割尾	Gewei
火遁	Huodun
西埠头村	Xibutoucun
庙背	Miaobei
潭溪村	Tanxicun
福庭	Futing
云集村	Yunjicun
滢园	Yingyuan
五雅	Wuya
陶家大院	Taojiadayuan
李嘴孜	Lizuizi
业田	Yetian
郭家岭	Guojialing
横台山	Hengtaishan
休屠王	Xiutuwang
大洞镇	Dadongzhen
景月	Jingyue
泰山郡	Taishanjun
过路塘	Guolutang
坪岭	Pingling
丝国	Siguo
建江村	Jianjiangcun
桂竹园	Guizhuyuan
万众村	Wanzhongcun
桃东	Taodong
平江道	Pingjiangdao
巴底	Badi
疏广	Shuguang
罗家园	Luojiayuan
杜门	Dumen
上新塘	Shangxintang
五原郡	Wuyuanjun
左马	Zuoma
龙鼓洲	Longguzhou
周家堡	Zhoujiabao
雅干	Yagan
魏家屯	Weijiatun
林家湾	Linjiawan
日豪	Rihao
李郢孜	Liyingzi
水簸箕	Shuiboji
荷树下	Heshuxia
张福记	Zhangfuji
南海食街	Nanhaishijie
仙公山	Xiangongshan
葫芦湾	Huluwan
元祥	Yuanxiang
汉中郡	Hanzhongjun
崎峰	Qifeng
乐庭	Leting
雷遁	Leidun
上南二村	Shangnanercun
平齐铁路	Pingqitielu
纲手	Gangshou
乌龙庙	Wulongmiao
蓬岛	Pengdao
新桥边	Xinqiaobian
扇子崖	Shanziya
方金荣	Fangjinrong
地主爷	Dizhuye
彭家屿	Pengjiayu
福全村	Fuquancun
石蛇	Shishe
泉水洞	Quanshuidong
安子岭	Anziling
凤仪村	Fengyicun
樱山	Yingshan
柳树屯	Liushutun
皇城食府	Huangchengshifu
凤坪村	Fengpingcun
电泡	Dianpao
龟兹乐	Qiucile
川王府	Chuanwangfu
坪水	Pingshui
中银酒店	Zhongyinjiudian
锦亭	Jinting
珠塘	Zhutang
布袋澳	Budaiao
金鑫苑	Jinxinyuan
烟田村	Yantiancun
宇智波鼬	Yuzhiboyou
赵家村村	Zhaojiacuncun
后疃	Houtuan
埠南	Bunan
汝南郡	Runanjun
谢家祠堂	Xiejiacitang
安定郡	Andingjun
金钱寺	Jinqiansi
小东庄	Xiaodongzhuang
龙鼓水道	Longgushuidao
黄家桥	Huangjiaqiao
幸福屯	Xingfutun
何志锋	Hezhifeng
鲁山村	Lushancun
龙门道	Longmendao
墙背	Qiangbei
华艺大厦	Huayidasha
石佛庵	Shifoan
下垄	Xialong
锦江苑	Jinjiangyuan
新屋下	Xinwuxia
弘农郡	Hongnongjun
拉希德港	Laxidegang
福溪村	Fuxicun
东香	Dongxiang
华龙桥	Hualongqiao
拜殿乡	Baidianxiang
新开田	Xinkaitian
俄尔	Eer
井边村	Jingbiancun
虎腰	Huyao
狮峰村	Shifengcun
下新屋	Xiaxinwu
大岭背	Dalingbei
宝带路	Baodailu
夜个	Yege
二都村	Erdoucun
火之国	Huozhiguo
惜薪司	Xixinsi
天峰宾馆	Tianfengbinguan
枫坪村	Fengpingcun
立丰船厂	Lifengchuanchang
程明道	Chengmingdao
虎滩乐园	Hutanleyuan
黄家店	Huangjiadian
桃子坑	Taozikeng
杨港	Yanggang
天水村	Tianshuicun
乌石头	Wushitou
查干哈达	Chaganhada
赤丸	Chiwan
南蛇岭	Nansheling
觉海寺	Juehaisi
田马	Tianma
路英	Luying
微笑堂	Weixiaotang
古贲	Guben
二爻	Eryao
武都郡	Wudujun
河南头	Henantou
汤小妹	Tangxiaomei
沙湖宾馆	Shahubinguan
天街坊	Tianjiefang
水之国	Shuizhiguo
钟家院	Zhongjiayuan
梅峰村	Meifengcun
沙子堰	Shaziyan
六道门	Liudaomen
城市心境	Chengshixinjing
岱仙瀑布	Daixianpubu
高昌乐	Gaochangle
黄磏	Huanglian
美庄	Meizhuang
法轮寺	Falunsi
小河套	Xiaohetao
聚福林	Jufulin
李贽故居	Lizhiguju
大陂头	Dabeitou
龙家坪	Longjiaping
大众桥	Dazhongqiao
巴纳纳	Banana
草粿	Caohua
百花楼	Baihualou
聂家湾	Niejiawan
武威郡	Wuweijun
八苏木	Basumu
城坪	Chengping
朱玲玉	Zhulingyu
春天宾馆	Chuntianbinguan
汽研所	Qiyansuo
蛤蟆文太	Hamawentai
联谊村	Lianyicun
名珏	Mingjue
唐市村	Tangshicun
扎科	Zhake
半岛苑	Bandaoyuan
郁林郡	Yulinjun
大屈	Daqu
弥陀岩	Mituoyan
赐恩岩	Cienyan
石头塘	Shitoutang
手鞠	Shouju
坡塘	Potang
下马岭	Xiamaling
吴翼	Wuyi
雷切	Leiqie
鸳鸯会	Yuanyanghui
锦县	Jinxian
沙冈	Shagang
苏家冲	Sujiachong
乌龟塘	Wuguitang
落教	Luojiao
色诱之术	Seyouzhishu
早禾田	Zaohetian
上狮村	Shangshicun
姚州	Yaozhou
崔黄口	Cuihuangkou
扬名村	Yangmingcun
罗秀娟	Luoxiujuan
紫罗	Ziluo
詹家湾	Zhanjiawan
横板村	Hengbancun
周家屯	Zhoujiatun
旗星	Qixing
麻绒	Marong
元洲仔	Yuanzhouzai
红旗宾馆	Hongqibinguan
扫管军营	Saoguanjunying
湾角	Wanjiao
冒襄	Maoxiang
伯方	Bofang
苦竹山	Kuzhushan
神塘	Shentang
仙岭村	Xianlingcun
乔口区	Qiaokouqu
大水坪	Dashuiping
木遁	Mudun
和尚塘	Heshangtang
双园村	Shuangyuancun
董家园	Dongjiayuan
留安	Liuan
马祖常	Mazuchang
前炉	Qianlu
川掌	Chuanzhang
羊古岭	Yangguling
瓦屋场	Wawuchang
大岭上	Dalingshang
魔镜冰晶	Mojingbingjing
川福楼	Chuanfulou
鲁郡	Lujun
白竹园	Baizhuyuan
仓湾	Cangwan
云峰宾馆	Yunfengbinguan
胡安定	Huanding
屈斗宫	Qudougong
方屋	Fangwu
定襄郡	Dingxiangjun
渔阳郡	Yuyangjun
虎竹	Huzhu
紫山村	Zishancun
福洋村	Fuyangcun
花之园	Huazhiyuan
乌拉湾	Wulawan
江田村	Jiangtiancun
洞山村	Dongshancun
中南酒店	Zhongnanjiudian
洲陂乡	Zhoubeixiang
海浪机场	Hailangjichang
丈人峰	Zhangrenfeng
北清河	Beiqinghe
马迹村	Majicun
大正村	Dazhengcun
大头村	Datoucun
云庄	Yunzhuang
泓园	Hongyuan
沙明乡	Shamingxiang
孝顺胡同	Xiaoshunhutong
桥塘村	Qiaotangcun
中山饭店	Zhongshanfandian
汤山假日	Tangshanjiari
张家屋场	Zhangjiawuchang
丁氏祠堂	Dingshicitang
南埠村	Nanbucun
城门西	Chengmenxi
三湖村	Sanhucun
筛月亭	Shaiyueting
花家庄	Huajiazhuang
岩坡村	Yanpocun
学府园	Xuefuyuan
净峰寺	Jingfengsi
南营子	Nanyingzi
云山寺	Yunshansi
后东村	Houdongcun
园中苑	Yuanzhongyuan
山陂	Shanbei
樟树园	Zhangshuyuan
河内郡	Heneijun
交行大厦	Jiaohangdasha
摩松楼	Mosonglou
石河头	Shihetou
前张家庄	Qianzhangjiazhuang
猴子桥	Houziqiao
卢家庄村	Lujiazhuangcun
尖峰花园	Jianfenghuayuan
新庄孜	Xinzhuangzi
西湖港	Xihugang
桥亭村	Qiaotingcun
神亭	Shenting
下屋场	Xiawuchang
科山公园	Keshangongyuan
桐树坪	Tongshuping
黎明花园	Liminghuayuan
清河国	Qingheguo
乘风庄	Chengfengzhuang
傲徕峰	Aolaifeng
彭城饭店	Pengchengfandian
金海道	Jinhaidao
太湖乐园	Taihuleyuan
郭家院子	Guojiayuanzi
谭坊	Tanfang
邓家坪	Dengjiaping
五一林场	Wuyilinchang
澎湖水道	Penghushuidao
八房湾	Bafangwan
往湾洲	Wangwanzhou
周家村村	Zhoujiacuncun
锦华园	Jinhuayuan
盖斯墓	Gaisimu
鸣玉坊	Mingyufang
桂香楼	Guixianglou
金竹坪	Jinzhuping
开古庄	Kaiguzhuang
尖峰桥西	Jianfengqiaoxi
贾戈庄	Jiagezhuang
泉水坑	Quanshuikeng
易家山	Yijiashan
栗江村	Lijiangcun
芳泉	Fangquan
张家村村	Zhangjiacuncun
西双山	Xishuangshan
东双山	Dongshuangshan
天塘村	Tiantangcun
雷家湾	Leijiawan
杨木桥	Yangmuqiao
江中花园	Jiangzhonghuayuan
消防小区	Xiaofangxiaoqu
纸槽村	Zhicaocun
俞大猷墓	Yudayoumu
春江村	Chunjiangcun
高资港	Gaozigang
谷家村	Gujiacun
宝云山	Baoyunshan
枕头洲	Zhentouzhou
黄牛山	Huangniushan
院东村	Yuandongcun
河市村	Heshicun
华唐苑	Huatangyuan
湖岭村	Hulingcun
安后村	Anhoucun
松树庵	Songshuan
冲塘村	Chongtangcun
安祥寺	Anxiangsi
山碧村	Shanbicun
竹鱼坊	Zhuyufang
斗山村	Doushancun
五方院	Wufangyuan
大河塘	Dahetang
金城郡	Jinchengjun
芦竹村	Luzhucun
马杜桥乡	Maduqiaoxiang
老鸦桥	Laoyaqiao
流塘村	Liutangcun
房地产市场	Fangdichanshichang
新疆生产建设兵团	Xinjiangshengchanjianshebingtuan
污水处理厂	Wushuichulichang
北京师范大学	Beijingshifandaxue
房地产公司	Fangdichangongsi
天安门广场	Tiananmenguangchang
华中科技大学	Huazhongkejidaxue
国际会议中心	Guojihuiyizhongxin
劳动力市场	Laodonglishichang
市人民政府	Shirenminzhengfu
高尔夫球场	Gaoerfuqiuchang
长途汽车站	Changtuqichezhan
弗吉尼亚州	Fujiniyazhou
儿童福利院	Ertongfuliyuan
北京航空航天大学	Beijinghangkonghangtiandaxue
农产品市场	Nongchanpinshichang
南京师范大学	Nanjingshifandaxue
蔬菜批发市场	Shucaipifashichang
电子科技大学	Dianzikejidaxue
公交总公司	Gongjiaozonggongsi
湖南师范大学	Hunanshifandaxue
军事科学院	Junshikexueyuan
市中级人民法院	Shizhongjirenminfayuan
北京交通大学	Beijingjiaotongdaxue
新疆自治区	Xinjiangzizhiqu
外国语学院	Waiguoyuxueyuan
武汉理工大学	Wuhanligongdaxue
明尼苏达州	Mingnisudazhou
亚利桑那州	Yalisangnazhou
中央民族大学	Zhongyangminzudaxue
北京儿童医院	Beijingertongyiyuan
宾夕法尼亚州	Binxifaniyazhou
科罗拉多州	Keluoladuozhou
华中农业大学	Huazhongnongyedaxue
国际展览中心	Guojizhanlanzhongxin
出口加工区	Chukoujiagongqu
交警二大队	Jiaojingerdadui
国际大酒店	Guojidajiudian
北京林业大学	Beijinglinyedaxue
武汉科技大学	Wuhankejidaxue
北京工业大学	Beijinggongyedaxue
路易斯安那州	Luyisiannazhou
康涅狄格州	Kangniedigezhou
南京农业大学	Nanjingnongyedaxue
印第安纳州	Yindiannazhou
南京工业大学	Nanjinggongyedaxue
信息工程学院	Xinxigongchengxueyuan
宁夏自治区	Ningxiazizhiqu
华东理工大学	Huadongligongdaxue
老年活动中心	Laonianhuodongzhongxin
北京语言大学	Beijingyuyandaxue
新墨西哥州	Xinmoxigezhou
南京林业大学	Nanjinglinyedaxue
北京动物园	Beijingdongwuyuan
香格里拉大酒店	Xianggeliladajiudian
北京体育大学	Beijingtiyudaxue
建筑设计院	Jianzhushejiyuan
塔里木盆地	Talimupendi
维多利亚港	Weiduoliyagang
海军司令部	Haijunsilingbu
敦煌莫高窟	Dunhuangmogaoku
南京财经大学	Nanjingcaijingdaxue
浙江工业大学	Zhejianggongyedaxue
美利坚合众国	Meilijianhezhongguo
悉尼歌剧院	Xinigejuyuan
浙江工商大学	Zhejianggongshangdaxue
陶然亭公园	Taorantinggongyuan
大唐芙蓉园	Datangfurongyuan
广西师范大学	Guangxishifandaxue
上海植物园	Shanghaizhiwuyuan
上海动物园	Shanghaidongwuyuan
捷克斯洛伐克	Jiekesiluofake
新疆师范大学	Xinjiangshifandaxue
民族文化宫	Minzuwenhuagong
西安建筑科技大学	Xianjianzhukejidaxue
石河子大学	Shihezidaxue
有线电视台	Youxiandianshitai
东北财经大学	Dongbeicaijingdaxue
中国戏曲学院	Zhongguoxiquxueyuan
多米尼加共和国	Duominijiagongheguo
新疆农业大学	Xinjiangnongyedaxue
准噶尔盆地	Zhungaerpendi
武汉工程大学	Wuhangongchengdaxue
奥林匹克花园	Aolinpikehuayuan
西弗吉尼亚州	Xifujiniyazhou
北京城市学院	Beijingchengshixueyuan
北京展览馆	Beijingzhanlanguan
察布查尔县	Chabuchaerxian
虹桥国际机场	Hongqiaoguojijichang
北京农学院	Beijingnongxueyuan
武隆仙女山	Wulongxiannvshan
德意志联邦共和国	Deyizhilianbanggongheguo
仙湖植物园	Xianhuzhiwuyuan
公交停靠站	Gongjiaotingkaozhan
行政办公楼	Xingzhengbangonglou
小博士幼儿园	Xiaoboshiyoueryuan
北方工业大学	Beifanggongyedaxue
西安文理学院	Xianwenlixueyuan
上海体育馆	Shanghaitiyuguan
航空博物馆	Hangkongbowuguan
陶瓷博物馆	Taocibowuguan
水产养殖场	Shuichanyangzhichang
武汉职业技术学院	Wuhanzhiyejishuxueyuan
北京世纪坛医院	Beijingshijitanyiyuan
北京物资学院	Beijingwuzixueyuan
艾提尕尔清真寺	Aitigaerqingzhensi
湖南涉外经济学院	Hunanshewaijingjixueyuan
上海体育场	Shanghaitiyuchang
宝鸡文理学院	Baojiwenlixueyuan
塔克拉玛干	Takelamagan
美丽新世界	Meilixinshijie
十二木卡姆	Shiermukamu
北京西站南广场	Beijingxizhannanguangchang
印度次大陆	Yinducidalu
福建工程学院	Fujiangongchengxueyuan
浙江科技学院	Zhejiangkejixueyuan
工业品市场	Gongyepinshichang
塔里木大学	Talimudaxue
西安翻译学院	Xianfanyixueyuan
银湖汽车站	Yinhuqichezhan
内蒙古工业大学	Neimenggugongyedaxue
桂林电子科技大学	Guilindianzikejidaxue
泉州师范学院	Quanzhoushifanxueyuan
后勤工程学院	Houqingongchengxueyuan
塔什库尔干	Tashikuergan
莫尔兹比港	Moerzibigang
名都大酒店	Mingdudajiudian
高崎国际机场	Gaoqiguojijichang
机车车辆厂	Jichecheliangchang
大唐西域记	Datangxiyuji
万科金色家园	Wankejinsejiayuan
福田汽车站	Futianqichezhan
新天地广场	Xintiandiguangchang
格萨尔王传	Gesaerwangchuan
海军潜艇学院	Haijunqiantingxueyuan
城关镇政府	Chengguanzhenzhengfu
美属萨摩亚	Meishusamoya
小鸡炖蘑菇	Xiaojidunmogu
大连交通大学	Dalianjiaotongdaxue
林则徐纪念馆	Linzexujinianguan
北京农业职业学院	Beijingnongyezhiyexueyuan
结核病医院	Jiehebingyiyuan
粮食加工厂	Liangshijiagongchang
中华民族园	Zhonghuaminzuyuan
东方大酒店	Dongfangdajiudian
两江国际机场	Liangjiangguojijichang
湖州师范学院	Huzhoushifanxueyuan
周恩来故居	Zhouenlaiguju
黔江小南海	Qianjiangxiaonanhai
建筑材料厂	Jianzhucailiaochang
亚布力滑雪场	Yabulihuaxuechang
海外交通史博物馆	Haiwaijiaotongshibowuguan
圣基茨和尼维斯	Shengjiciheniweisi
北京戏曲艺术职业学院	Beijingxiquyishuzhiyexueyuan
龙洞堡机场	Longdongbaojichang
同三高速公路	Tongsangaosugonglu
延平郡王祠	Yanpingjunwangci
航空大酒店	Hangkongdajiudian
医疗器械厂	Yiliaoqixiechang
胡里山炮台	Hulishanpaotai
蟹岛度假村	Xiedaodujiacun
平地一声雷	Pingdiyishenglei
北京工业大学耿丹学院	Beijinggongyedaxuegengdanxueyuan
富丽华大酒店	Fulihuadajiudian
宝鸡职业技术学院	Baojizhiyejishuxueyuan
油田总医院	Youtianzongyiyuan
黑龙江八一农垦大学	Heilongjiangbayinongkendaxue
国营农牧场	Guoyingnongmuchang
温泉风景区	Wenquanfengjingqu
建筑机械厂	Jianzhujixiechang
凯悦大酒店	Kaiyuedajiudian
东新园小区	Dongxinyuanxiaoqu
桂林医学院	Guilinyixueyuan
东方文化园	Dongfangwenhuayuan
牛街礼拜寺	Niujielibaisi
北京经贸职业学院	Beijingjingmaozhiyexueyuan
新星幼儿园	Xinxingyoueryuan
沃尔维斯湾	Woerweisiwan
山水大酒店	Shanshuidajiudian
郑成功纪念馆	Zhengchenggongjinianguan
居住主题公园	Juzhuzhutigongyuan
大庆师范学院	Daqingshifanxueyuan
哈德良长城	Hadeliangchangcheng
军区招待所	Junquzhaodaisuo
西湖大酒店	Xihudajiudian
大桥镇政府	Daqiaozhenzhengfu
沙湾大盘鸡	Shawandapanji
西湖时代广场	Xihushidaiguangchang
工程机械厂	Gongchengjixiechang
嘉兴职业技术学院	Jiaxingzhiyejishuxueyuan
万方乐奏有于阗	Wanfanglezouyouyutian
汕尾职业技术学院	Shanweizhiyejishuxueyuan
小天鹅宾馆	Xiaotianebinguan
毛家湾胡同	Maojiawanhutong
福建行政学院	Fujianxingzhengxueyuan
阿凡提的故事	Afantidegushi
陕西职业技术学院	Shanxizhiyejishuxueyuan
天津铁道职业技术学院	Tianjintiedaozhiyejishuxueyuan
右江民族医学院	Youjiangminzuyixueyuan
通淮关岳庙	Tonghuaiguanyuemiao
流沙东街道	Liushadongjiedao
九龙游乐园	Jiulongyouleyuan
紫金山大酒店	Zijinshandajiudian
石柱黄水森林公园	Shizhuhuangshuisenlingongyuan
陀罗尼经幢	Tuoluonijingchuang
哈尔姆斯塔德	Haermusitade
蔡氏古民居	Caishiguminju
蒙特塞拉特	Mengtesailate
环球大酒店	Huanqiudajiudian
武隆芙蓉洞	Wulongfurongdong
多米尼克国	Duominikeguo
金都大酒店	Jindudajiudian
湖州职业技术学院	Huzhouzhiyejishuxueyuan
牡丹江大学	Mudanjiangdaxue
船湾淡水湖	Chuanwandanshuihu
内蒙古电子信息职业技术学院	Neimenggudianzixinxizhiyejishuxueyuan
天元大酒店	Tianyuandajiudian
郑成功史迹	Zhengchenggongshiji
德化陶瓷博物馆	Dehuataocibowuguan
长江三峡风景名胜区	Changjiangsanxiafengjingmingshengqu
第三加油站	Disanjiayouzhan
中山纪念林	Zhongshanjinianlin
威廉斯塔德	Weiliansitade
华都大酒店	Huadudajiudian
李光地故居	Liguangdiguju
永宁城隍庙	Yongningchenghuangmiao
直通货物列车	Zhitonghuowulieche
八一五中路	Bayiwuzhonglu
白莲洞公园	Bailiandonggongyuan
储库营胡同	Chukuyinghutong
东风立交桥	Dongfenglijiaoqiao
国泰大酒店	Guotaidajiudian
伊斯兰教圣墓	Yisilanjiaoshengmu
额尔古纳右旗	Eergunayouqi
祈风石刻群	Qifengshikequn
西哈努克城	Xihanukecheng
桂林旅游学院	Guilinlvyouxueyuan
清华园宾馆	Qinghuayuanbinguan
新疆制药厂	Xinjiangzhiyaochang
古船陈列馆	Guchuanchenlieguan
宇智波佐助	Yuzhibozuozhu
金门民俗文化村	Jinmenminsuwenhuacun
深沪湾海底古森林	Shenhuwanhaidigusenlin
苏夫人姑庙	Sufurengumiao
巴兰基利亚	Balanjiliya
莫泰连锁旅店	Motailiansuolvdian
米尔福德港	Mierfudegang
丝绸之路宾馆	Sichouzhilubinguan
翠景工业区	Cuijinggongyequ
花桥慈济宫	Huaqiaocijigong
丽景天下大酒店	Lijingtianxiadajiudian
红卫化工厂	Hongweihuagongchang
金宝大酒店	Jinbaodajiudian
邱良功母节孝坊	Qiulianggongmujiexiaofang
磁灶古窑址	Cizaoguyaozhi
