aaa 啊啊啊
shijiyi 十几亿
shijueming 石决明
shijunti 噬菌体
shikebiao 时刻表
shikefu 什科夫
shikelang 屎壳郎
shikongguan 时空观
shikumen 石库门
shikusi 石窟寺
shilaideng 施莱登
shilangan 石栏杆
shilangsong 诗朗诵
shilayou 石蜡油
shileshi 试了试
shiliangshui 适量水
shiliangtu 矢量图
shilibiao 视力表
shilipu 十里堡
shiliuda 十六大
shiliufen 十六分
shiliujie 十六届
shiliyan 势利眼
shilouxian 石楼县
shilulu 湿漉漉
shimianshang 市面上
shimianzheng 失眠症
shiminggan 使命感
shimingzhi 实名制
shimisi 史密斯
shinaian 施耐庵
shinaoyou 石脑油
shineiwai 室内外
shineiyue 室内乐
shinvhua 仕女画
shinvtu 仕女图
shipeiqi 适配器
shipindai 食品袋
shipindian 饰品店
shipingsai 世乒赛
shipingui 食品柜
shipingxian 石屏县
shipinjie 食品街
shirenda 市人大
shisanbai 诗三百
shisanda 十三大
shisange 十三个
shisanhao 十三号
shisanjie 十三届
shisannian 十三年
shisansui 十三岁
shishenjing 视神经
shishide 适时地
shishikan 试试看
shishishang 事实上
shishixing 实时性
shishizhe 实施者
shishizi 石狮子
shishouge 十首歌
shishuhua 诗书画
shisige 十四个
shisijie 十四届
shisiming 史思明
shisinian 十四年
shisisui 十四岁
shisuhua 世俗化
shitanji 石炭纪
shitansuan 石炭酸
shitanxing 试探性
shitidian 实体店
shitihua 实体化
shititu 实体图
shitixing 实体性
shitouji 石头记
shiwaiji 室外机
shiwangmo 视网膜
shiwanren 十万人
shiwenhua 食文化
shiwuda 十五大
shiwuge 十五个
shiwuguan 事务官
shiwujie 十五届
shiwulian 食物链
shiwunian 十五年
shiwuri 十五日
shiwusui 十五岁
shiwusuo 事务所
shiwutu 实物图
shiwuxing 事务性
shixiaoxing 时效性
shixinchong 食心虫
shixinqiu 实心球
shixisheng 实习生
shixizhi 世袭制
shixuejia 史学家
shixuejie 史学界
shixueshi 史学史
shiyanchang 试验场
shiyandian 实验点
shiyanfa 实验法
shiyanke 实验课
shiyanqu 实验区
shiyanse 使眼色
shiyanshi 实验室
shiyanshui 食盐水
shiyansuo 实验所
shiyantai 实验台
shiyantian 试验田
shiyanxing 实验性
shiyanyuan 实验员
shiyanzhe 实验者
shiyanzhi 诗言志
shiyanzu 实验组
shiyefei 事业费
shiyejia 实业家
shiyelv 失业率
shiyexin 事业心
shiyezhe 失业者
shiyidian 十一点
shiyige 十一个
shiyigong 施一公
shiyihao 十一号
shiyihui 市议会
shiyijian 试衣间
shiyijie 十一届
shiyingbiao 石英表
shiyingsha 石英砂
shiyingxing 适应性
shiyingyan 石英岩
shiyingzhong 石英钟
shiyinian 十一年
shiyinpin 视音频
shiyinqi 拾音器
shiyinwei 是因为
shiyishi 试一试
shiyishou 食蚁兽
shiyisui 十一岁
shiyitu 示意图
shiyixia 试一下
shiyiyue 十一月
shiyongben 试用本
shiyongfei 使用费
shiyonghua 实用化
shiyongjun 食用菌
shiyongliang 使用量
shiyonglv 使用率
shiyongpin 实用品
shiyongqi 试用期
shiyongquan 使用权
shiyongxing 实用性
shiyongyou 食用油
shiyongzhe 使用者
shiyoujiao 石油焦
shiyoumi 石油醚
shiyouqi 石油气
shiyunxing 试运行
shiyunying 试运营
shizhengfu 市政府
shizhengting 市政厅
shizhengxie 市政协
shizhiwei 视之为
shizhixing 实质性
shizhongru 石钟乳
shizhongshan 石钟山
shizhongxin 市中心
shizhounian 十周年
shiziban 识字班
shizibi 狮子鼻
shizijia 十字架
shizijiao 柿子椒
shizijun 十字军
shizilu 石子路
shizishan 狮子山
shizixian 十字线
shizixing 十字形
shizongji 示踪剂
shizuishan 石嘴山
shoubashou 手把手
shoubenfen 守本分
shoubiaozhang 受表彰
shoubudao 收不到
shoubude 受不得
shoubuliao 受不了
shoucangjia 收藏夹
shoucangpin 收藏品
shoucangzhe 收藏者
shouchangzhe 首倡者
shouchaobao 手抄报
shouchaoben 手抄本
shouchishi 手持式
shoudezhu 受得住
shoudiantong 手电筒
shoufangzhe 受访者
shoufaqi 收发器
shoufeichu 收费处
shoufeizhan 收费站
shoufengqin 手风琴
shougeji 收割机
shougongye 手工业
shougongyi 手工艺
shougoule 受够了
shouguiju 守规矩
shouguoshang 受过伤
shouhaiguo 受害国
shouhairen 受害人
shouhaizhe 受害者
shouhuanying 受欢迎
shouhuian 受贿案
shouhuizui 受贿罪
shouhuoqi 收获期
shouhuoyuan 售货员
shouhushen 守护神
shoujianren 收件人
shoujianxiang 收件箱
shoujihao 手机号
shoujingluan 受精卵
shoujingxia 受惊吓
shoujinti 瘦金体
shoukuanyuan 收款员
shoulashou 手拉手
shouleshang 受了伤
shouliudan 手榴弹
shoumenyuan 守门员
shoumingchang 寿命长
shoumingduan 寿命短
shounazhe 手拿着
shouningxian 寿宁县
shoupiaoyuan 售票员
shouqianzhe 手牵着
shourue 收入额
shoushanghai 受伤害
shoushangzhe 受伤者
shoushanshi 寿山石
shoushigao 熟石膏
shoushihui 熟石灰
shoushilv 收视率
shoushudao 手术刀
shoushushi 手术室
shoushutai 手术台
shousuoya 收缩压
shoutibao 手提包
shoutingdao 收听到
shoutingzhe 收听者
shoutuiche 手推车
shouwangzhe 守望者
shouwanshou 手挽手
shouwanzi 手腕子
shouweiqu 受委屈
shouwozhe 手握着
shouwuteng 首乌藤
shouxianyu 受限于
shouxianzhi 受限制
shouxieti 手写体
shouxihu 瘦西湖
shouxinren 收信人
shouxinyong 守信用
shouxuanxiang 首选项
shouxufei 手续费
shouyangfa 收养法
shouyangshan 首阳山
shouyapo 受压迫
shouyinji 收音机
shouyintai 收银台
shouyinyuan 收银员
shouyiren 受益人
shouyizhe 受益者
shouyuanguo 受援国
shouyuefang 守约方
shouzhangxin 手掌心
shouzhemo 受折磨
shouzhijian 手指尖
shouzhitou 手指头
shouzhurou 瘦猪肉
shouzimu 首字母
shuabaxi 耍把戏
shuahuaqiang 耍花枪
shuahuatou 耍滑头
shuaixialai 摔下来
shuaixiaqu 摔下去
shuakaji 刷卡机
shuangbaotai 双胞胎
shuangbinyu 双宾语
shuangchengji 双城记
shuangchimu 双翅目
shuangchongxing 双重性
shuangfengtuo 双峰驼
shuangguanyu 双关语
shuanghuangguan 双簧管
shuangjianbao 双肩包
shuangjiaoxian 双绞线
shuangjinshu 双金属
shuangkatong 双卡通
shuangliaoshi 双辽市
shuangluoxuan 双螺旋
shuangmianjiao 双面胶
shuangquxian 双曲线
shuangrenhua 双人滑
shuangrenjian 双刃剑
shuangrenwu 双人舞
shuangshengdao 双声道
shuangxiuri 双休日
shuangyangshui 双氧水
shuangyanpi 双眼皮
shuangyinhao 双引号
shuangzheshe 双折射
shuangziye 双子叶
shuanyangrou 涮羊肉
shuataidu 耍态度
shuaweifeng 耍威风
shuawulai 耍无赖
shuayouqi 刷油漆
shubaige 数百个
shubainian 数百年
shubairen 数百人
shubaiwan 数百万
shubaiwei 数百位
shubenshang 书本上
shubiandian 输变电
shubiaoqi 鼠标器
shubote 舒伯特
shubujin 数不尽
shubuqing 数不清
shubuzhi 殊不知
shucailei 蔬菜类
shucaizhi 蔬菜汁
shuchuguo 输出国
shuchuliang 输出量
shudaixiong 树袋熊
shudaonan 蜀道难
shudianxian 输电线
shudixia 树底下
shufajia 书法家
shufuxian 疏附县
shugainian 属概念
shuhuajia 书画家
shuhuazhan 书画展
shuiboli 水玻璃
shuibuzhao 睡不着
shuicaibi 水彩笔
shuicaihua 水彩画
shuichanpin 水产品
shuicheqian 水车前
shuidajiao 睡大觉
shuidaosuo 水稻所
shuidaotian 水稻田
shuidianfen 水淀粉
shuidianqi 水电器
shuidianzhan 水电站
shuifenhua 水粉画
shuifenzi 水分子
shuiguodao 水果刀
shuiguodian 水果店
shuiguolan 水果篮
shuihewu 水合物
shuihuaxue 水化学
shuihulu 水葫芦
shuihuotu 水火土
shuihuzhuan 水浒传
shuijiaodi 水浇地
shuijiaoshi 睡觉时
shuijiemei 水解酶
shuijinggong 水晶宫
shuijingqiu 水晶球
shuijingtou 水晶头
shuijingzhu 水经注
shuilanjiao 睡懒觉
shuilibu 水利部
shuilifang 水立方
shuilingling 水灵灵
shuiliuliang 水流量
shuiliusheng 水流声
shuiliyou 水里游
shuilongtou 水龙头
shuilongyin 水龙吟
shuilunji 水轮机
shuimeiqi 水煤气
shuimeiren 睡美人
shuimengzhong 睡梦中
shuimofang 水磨坊
shuimohua 水墨画
shuinichang 水泥厂
shuinijiang 水泥浆
shuinuanya 水暖鸭
shuipingheng 水平衡
shuipingmian 水平面
shuipingxian 水平线
shuipingyi 水平仪
shuirongxing 水溶性
shuirongye 水溶液
shuishazhi 水砂纸
shuiweiji 水位计
shuiwenzhan 水文站
shuiwujiao 睡午觉
shuiwuju 税务局
shuiwuran 水污染
shuiwusi 税务司
shuixunhuan 水循环
shuiyaji 水压机
shuiyangsuan 水杨酸
shuiyinzhu 水银柱
shuizhaojiao 睡着觉
shuizhengqi 水蒸气
shuiziyuan 水资源
shuizuguan 水族馆
shuizuxiang 水族箱
shujiashang 书架上
shujiegou 树结构
shujiguan 书记官
shujiyuan 书记员
shujuanqi 书卷气
shujubao 数据包
shujubiao 数据表
shujuku 数据库
shujuliang 数据量
shujuliu 数据流
shujuxian 数据线
shujuxiang 数据项
shujuyuan 数据源
shujuzi 数据字
shulehe 疏勒河
shuliangci 数量词
shulianghua 数量化
shuliangji 数量级
shuluanguan 输卵管
shumaguan 数码管
shumianji 梳棉机
shumianyu 书面语
shumingquan 署名权
shumiyuan 枢密院
shumuyuan 树木园
shunfenger 顺风耳
shuniugang 枢纽港
shunkouliu 顺口溜
shunluqu 顺路去
shunpingxian 顺平县
shunshizhen 顺时针
shunshizhi 瞬时值
shunyingxing 顺应性
shunyiqu 顺义区
shunzhidi 顺治帝
shuobaile 说白了
shuobuchu 说不出
shuobuding 说不定
shuobuqing 说不清
shuobushang 说不上
shuobuwan 说不完
shuodahua 说大话
shuodaodi 说到底
shuodedui 说得对
shuodehao 说得好
shuodetong 说得通
shuofuli 说服力
shuohuaihua 说坏话
shuohuangzhe 说谎者
shuohuasheng 说话声
shuohuhua 说胡话
shuojuhua 说句话
shuokonghua 说空话
shuolesuan 说了算
shuomingshu 说明书
shuomingwen 说明文
shuomingxing 说明性
shuoqilai 说起来
shuoshihua 说实话
shuoshisheng 硕士生
shuoshuohua 说说话
shuoshuokan 说说看
shuoshuren 说书人
shuowangyue 朔望月
shuoxianhua 说闲话
shuoyishuo 说一说
shuozhende 说真的
shuozhoushi 朔州市
shupeidian 输配电
shuqiange 数千个
shuqianming 数千名
shuqiannian 数千年
shuqianwan 数千万
shuqiguan 输气管
shuqingchun 舒庆春
shuqingqu 抒情曲
shuqingshi 抒情诗
shuqingxing 抒情性
shuruban 输入板
shurufa 输入法
shuruguo 输入国
shuruqu 输入区
shusheyu 舒舍予
shushibei 数十倍
shushici 数十次
shushidu 舒适度
shushigan 舒适感
shushige 数十个
shushili 数十里
shushimi 数十米
shushinian 数十年
shushitiao 数十条
shushiwan 数十万
shushixing 舒适性
shushiyi 数十亿
shushizhong 数十种
shushuiguan 输水管
shushuixing 疏水性
shusongdao 输送到
shusuntong 叔孙通
shutongwen 书同文
shuwanyuan 数万元
shuweicao 鼠尾草
shuxincheng 舒新城
shuxinti 书信体
shuxuejia 数学家
shuxuejie 数学界
shuxueke 数学课
shuxueshi 数学史
shuxueti 数学题
shuxuexi 数学系
shuyeping 输液瓶
shuyiji 述异记
shuyinxia 树荫下
shuyishu 数一数
shuzhangya 舒张压
shuzhizhuang 树枝状
shuzhuoshang 书桌上
shuzichuan 数字串
shuzihua 数字化
shuzijian 数字键
shuzishi 数字式
shuzuiquan 赎罪券
shuzuming 数组名
siansuan 丝氨酸
sibada 斯巴达
sibainian 四百年
sibairen 四百人
sibianxing 四边形
sibuxiang 四不像
sichongcheng 四冲程
sichouchang 丝绸厂
sichuanren 四川人
sichuansheng 四川省
sidalin 斯大林
sidayang 四大洋
sidifen 斯蒂芬
sidiwen 斯蒂文
sifabu 司法部
sifaguan 司法官
sifangjie 四方街
sifanglian 四方脸
sifangqian 私房钱
sifangxing 四方形
sifaquan 司法权
siguodao 四国岛
siheyuan 四合院
sihuansu 四环素
sihunling 死魂灵
sihutong 死胡同
sijiache 私家车
sijunzi 四君子
sikala 斯卡拉
sikaoti 思考题
sikaoxing 思考性
sikete 斯科特
silafu 斯拉夫
silijian 司礼监
silingbu 司令部
silingyuan 司令员
simaguang 司马光
simahui 司马徽
simaqian 司马迁
simashi 司马氏
simayan 司马炎
simayi 司马懿
simazhao 司马昭
simianti 四面体
simixing 私密性
sinanzhe 死难者
sinianji 四年级
sipulin 斯普林
sirenbang 四人帮
sisansan 四三三
sishangzhe 死伤者
sishenghuo 私生活
sishiba 四十八
sishiduo 四十多
sishiliu 四十六
sishinian 四十年
sishisui 四十岁
sishiwan 四十万
sishiwu 四十五
sisier 四四二
sitaer 斯塔尔
sitanfu 斯坦福
sitanli 斯坦利
sitanni 斯坦尼
sitela 斯特拉
situoke 斯托克
siwanglv 死亡率
siwangxian 死亡线
siwangzhe 死亡者
siwanwan 四万万
siwuming 四五名
siwuqian 四五千
siwushi 四五十
siwusui 四五岁
siwutian 四五天
sixiali 私下里
sixiangjia 思想家
sixiangshi 思想史
sixiangxing 思想性
sixiangzhe 思想者
sixinyan 死心眼
siyangchang 饲养场
siyangye 饲养业
siyangyuan 饲养员
siyangzhe 饲养者
siyier 四一二
siyouhua 私有化
siyouzhi 私有制
sizhipin 丝织品
sizhiye 丝织业
songbailei 松柏类
songduanzong 宋端宗
songgaozong 宋高宗
songhuadan 松花蛋
songhuajiang 松花江
songhuizong 宋徽宗
songjiangqu 松江区
songjiaoren 宋教仁
songjieyou 松节油
songjindai 松紧带
songlizong 宋理宗
songmaochong 松毛虫
songmuban 松木板
songningzong 宋宁宗
songqingling 宋庆龄
songqinzong 宋钦宗
songrenqiong 宋任穷
songrenzong 宋仁宗
songshangmen 送上门
songshangqu 送上去
songshengao 送审稿
songshenzong 宋神宗
songtaizu 宋太祖
songtizi 宋体字
songwennuan 送温暖
songxianggong 宋襄公
songxinren 送信人
songyingxing 宋应星
songyisong 松一松
songyouren 送友人
songzhufu 送祝福
songzhumei 松竹梅
songziwen 宋子文
suanbude 算不得
suanbuliao 算不了
suanbushang 算不上
suanbusuan 算不算
suancuihua 酸催化
suandeliao 算得了
suanduji 酸度计
suanjiandu 酸碱度
suanjianxing 酸碱性
suansuan 苏氨酸
suanxialai 算下来
suanyisuan 算一算
suanzaoshu 酸枣树
suanzhongdu 酸中毒
sucaiku 素材库
suchengban 速成班
sudongpo 苏东坡
sudubiao 速度表
suduji 速度计
suduman 速度慢
sugelan 苏格兰
suhuashuo 俗话说
suibiji 随笔集
suidaliu 随大溜
suidexian 绥德县
suifengpiao 随风飘
suifenhe 绥芬河
suijihua 随机化
suijishu 随机数
suijixing 随机性
suirenshi 燧人氏
suishendai 随身带
suiwendi 隋文帝
suixiangqu 随想曲
suiyangdi 隋炀帝
suiyixing 随意性
suizangpin 随葬品
sujianuo 苏加诺
sujuezhan 速决战
suliaoban 塑料板
suliaobu 塑料布
suliaodai 塑料袋
suliaoguan 塑料管
suliaojian 塑料件
suliaomo 塑料膜
suliaoping 塑料瓶
suliaozhi 塑料纸
sulinan 苏里南
sumeier 苏美尔
sumiaohua 素描画
sunchuanfang 孙传芳
sunhuailv 损坏率
sunliren 孙立人
sunsimiao 孙思邈
sunwukong 孙悟空
sunxingzhe 孙行者
sunyixian 孙逸仙
sunzhongshan 孙中山
suodee 所得额
suodeshui 所得税
suoduancheng 缩短成
suofeiya 索菲亚
suolinnang 锁麟囊
suoluomen 所罗门
suolveci 缩略词
suomali 索马里
suoyiran 所以然
suoyouge 所有格
suoyouquan 所有权
suoyouren 所有人
suoyouzhe 所有者
suoyouzhi 所有制
suozaidi 所在地
sushanna 苏珊娜
sushizhe 素食者
sushuozhe 诉说着
susongfa 诉讼法
susongfei 诉讼费
sutaide 苏台德
suweiai 苏维埃
suyiming 苏翊鸣
suyingdi 宿营地
suyoucha 酥油茶
suzaocheng 塑造成
suzaochu 塑造出
suzhewan 苏浙皖
suzhongqing 诉衷情
suzhouhe 苏州河
suzhoushi 苏州市
taersi 塔尔寺
taibaifen 钛白粉
taibaishan 太白山
taierzhuang 台儿庄
taifuren 太夫人
taigaoxing 太高兴
taigeer 泰戈尔
taiguohuo 太过火
taiguolai 抬过来
taihangshan 太行山
taihaole 太好了
taihedian 太和殿
taihejin 钛合金
taihexian 泰和县
taihushi 太湖石
taijiling 泰姬陵
taijinqu 抬进去
taijinzhang 太紧张
taijiquan 太极拳
taijitu 太极图
taikongchuan 太空船
taikongfu 太空服
taikongzhan 太空站
tailuge 太鲁阁
taipingdao 太平道
taipingjian 太平间
taipingjun 太平军
taipingqiao 太平桥
taipingshan 太平山
taipingyang 太平洋
taiquandao 跆拳道
taishanshi 台山市
taishanyi 泰山移
taishigong 太史公
taishiji 台式机
taishiling 太史令
taishiyi 太师椅
taishuangle 太爽了
taishunxian 泰顺县
taiwandao 台湾岛
taiwansheng 台湾省
taiwudi 太武帝
taiwushi 泰晤士
taiyangcheng 太阳城
taiyangfeng 太阳风
taiyangguang 太阳光
taiyangjing 太阳镜
taiyangli 太阳历
taiyanglu 太阳炉
taiyangmao 太阳帽
taiyangneng 太阳能
taiyangniao 太阳鸟
taiyangri 太阳日
taiyangshen 太阳神
taiyangsheng 太阳升
taiyangxi 太阳系
taiyangxue 太阳穴
taiyangzao 太阳灶
taiyinli 太阴历
taiyuanlu 太原路
taiyuanshi 太原市
taizhuzi 台柱子
taizigang 太子港
tajike 塔吉克
takema 塔科马
talawa 塔拉瓦
talimu 塔里木
taliya 塔利亚
tanbaishuo 坦白说
tanboyue 弹拨乐
tanbudao 谈不到
tanbushang 谈不上
tanceqi 探测器
tanceyi 探测仪
tanchengxian 郯城县
tanchulai 探出来
tanchuqu 弹出去
tandafeng 碳达峰
tandangdang 坦荡荡
tandaoji 檀道济
tandelai 谈得来
tangangqin 弹钢琴
tangdaizong 唐代宗
tangdanbai 糖蛋白
tangdezong 唐德宗
tangenbo 汤恩伯
tangewu 探戈舞
tangganjian 糖苷键
tangganmei 糖苷酶
tanggaozong 唐高宗
tanggaozu 唐高祖
tangguochang 糖果厂
tanghulu 糖葫芦
tangjiemei 堂姐妹
tangjingna 糖精钠
tangjingzong 唐敬宗
tangjiyao 唐继尧
tangkaiyuan 唐开元
tangminghuang 唐明皇
tangmusi 汤姆斯
tangmuzong 唐穆宗
tangnade 唐纳德
tangniaobing 糖尿病
tangningjie 唐宁街
tangpusen 汤普森
tangrenjie 唐人街
tangruowang 汤若望
tangsancai 唐三彩
tangshanshi 唐山市
tangshunzong 唐顺宗
tangsuzong 唐肃宗
tangtaizong 唐太宗
tangwudai 唐五代
tangxianzong 唐宪宗
tangxianzu 汤显祖
tangxiaqu 躺下去
tangxiongdi 堂兄弟
tangxuanzong 唐玄宗
tanhuagui 碳化硅
tanhuahui 谈话会
tanhuangcheng 弹簧秤
tanhuanggang 弹簧钢
tanhuawu 碳化物
tanhuilai 弹回来
tanjiuchu 探究出
tanjiuxing 探究性
tanlianai 谈恋爱
tanlunzhe 谈论着
tanshuaide 坦率地
tansitong 谭嗣同
tansuangai 碳酸钙
tansuanjia 碳酸钾
tansuanna 碳酸钠
tansuanyan 碳酸盐
tansugang 碳素钢
tansuoxing 探索性
tansuozhe 探索者
tantanjian 碳碳键
tantanxin 谈谈心
tantiaoli 弹跳力
tanwaner 贪玩儿
tanwufan 贪污犯
tanxiandui 探险队
tanxiangshan 檀香山
tanxianjia 探险家
tanxianzhe 探险者
tanxingli 弹性力
tanxinpei 谭鑫培
tanxisheng 叹息声
tanxunhuan 碳循环
tanyangpi 滩羊皮
tanyitan 谈一谈
tanyuanzi 碳原子
tanzhaodeng 探照灯
tanzhenlin 谭震林
tanzhesi 潭柘寺
tanzouchu 弹奏出
taobuguo 逃不过
taobuliao 逃不了
taobutuo 逃不脱
taochengqu 桃城区
taochulai 逃出来
taociqi 陶瓷器
taociye 陶瓷业
taocizhuan 陶瓷砖
taohongjing 陶弘景
taohuakai 桃花开
taohuashan 桃花扇
taohuawu 桃花坞
taohuayuan 桃花源
taojinzhe 淘金者
taolibei 桃李杯
taolunhui 讨论会
taolunqu 讨论区
taolunshi 讨论式
taolunti 讨论题
taolunzu 讨论组
taoranting 陶然亭
taoshenghuo 讨生活
taoxingzhi 陶行知
taoyijia 陶艺家
taoyita 逃逸塔
taoyuanming 陶渊明
taozhongren 套中人
taozhugong 陶朱公
tashangqu 踏上去
tashigan 塔什干
tataer 塔塔尔
taxialai 塌下来
tebiejiang 特别奖
tedengjiang 特等奖
tegaoya 特高压
teleisha 特蕾莎
telier 特里尔
telunte 特伦特
teluoyi 特洛伊
tengwangge 滕王阁
tengwengong 滕文公
tengyinshe 誊印社
tesheling 特赦令
tesila 特斯拉
texuzhuang 特许状
tezhengxing 特征性
tiananmen 天安门
tianbiaoge 填表格
tianbupa 天不怕
tiandijian 天地间
tiandixia 天底下
tiandongxian 田东县
tianehu 天鹅湖
tianerong 天鹅绒
tianerou 天鹅肉
tianhuaban 天花板
tianjiabing 田家炳
tianjiaji 添加剂
tianjingang 天津港
