aba 阿巴
liuchao 六朝
liucheng 流程
liuchi 六尺
liuchu 流出
liuchuan 流传
liuci 六次
liucun 留存
liuda 溜达
liudai 留待
liudan 刘丹
liudao 留到
liudian 六点
liudiao 溜掉
liudong 流动
liudu 流毒
liuduan 六段
liufa 六法
liufang 流放
liufen 馏分
liugan 流感
liugang 刘刚
liuge 六个
liugei 留给
liuguang 流光
liuguo 流过
liuhai 刘海
liuhan 流汗
liuhao 六号
liuhe 六合
liuhen 留痕
liuheng 刘恒
liuhong 流红
liuhou 留后
liuhua 硫化
liuhuan 刘欢
liuhuang 硫黄
liuhui 溜回
liuji 六级
liujia 刘家
liujiang 柳江
liujiao 六角
liujin 流进
liujing 流经
liuju 留居
liuke 六颗
liukong 留空
liukun 刘琨
liulai 流来
liulan 浏览
liulang 流浪
liulao 刘老
liulei 流泪
liuli 流利
liulian 留恋
liuliang 流量
liulin 柳林
liuliu 溜溜
liulou 六楼
liulu 流露
liuluo 流落
liuman 流满
liumang 流氓
liumian 六面
liumin 流民
liumou 刘某
liumu 柳木
liunian 六年
liuning 刘宁
liupai 流派
liupan 流盼
liupeng 刘鹏
liuqi 六七
liuqian 六千
liuqin 柳琴
liuqing 留情
liuqiu 琉球
liuqu 流去
liuren 六人
liuru 流入
liusa 流洒
liusan 流散
liusha 流沙
liushan 刘禅
liushang 流觞
liushen 留神
liushi 流失
liushou 留守
liushu 柳树
liushui 流水
liusong 刘宋
liusu 流速
liusuan 硫酸
liusui 六岁
liusuo 溜索
liutang 流淌
liutao 刘涛
liuti 流体
liutiao 六条
liutong 流通
liuwang 流亡
liuwei 六位
liuxi 流徙
liuxia 留下
liuxian 流线
liuxiang 流向
liuxiao 留校
liuxie 流血
liuxin 留心
liuxing 流行
liuxiu 刘秀
liuxu 柳絮
liuxue 留学
liuyan 留言
liuyang 浏阳
liuye 柳叶
liuyi 留意
liuying 留影
liuyong 留用
liuyou 留有
liuyu 流域
liuyue 六月
liuyun 流云
liuzai 留在
liuzhang 刘璋
liuzhe 留着
liuzhen 刘桢
liuzhi 柳枝
liuzhong 六种
liuzhou 柳州
liuzhu 留住
liuzhuan 流转
liuzhuang 刘庄
liuzi 溜子
liuzou 溜走
liuzu 六祖
liuzuo 留作
liwa 里瓦
liwai 例外
liwen 例文
liwu 礼物
lixi 利息
lixia 立下
lixian 离线
lixiang 理想
lixiao 李晓
lixin 离心
lixing 理性
lixiu 离休
lixu 里胥
lixue 力学
liya 利亚
liyan 立言
liyang 李阳
liye 立业
liyi 利益
liying 理应
liyong 利用
liyou 理由
liyu 利于
liyuan 梨园
liyue 礼乐
lizai 立在
lizan 礼赞
lize 礼则
lizhan 力战
lizhao 利爪
lizhe 立着
lizheng 力争
lizhi 理智
lizhou 立轴
lizhu 力主
lizhuan 立传
lizi 例子
lizu 立足
lizuo 力作
longan 拢岸
longbiao 龙标
longchuan 龙船
longdeng 龙灯
longdong 隆冬
longduan 垄断
longfeng 龙凤
longgai 笼盖
longgong 龙宫
longgu 龙骨
longhai 龙海
longhe 龙河
longhua 龙华
longjiang 龙江
longjing 龙井
longkou 龙口
longling 龙陵
longlong 隆隆
longluo 笼络
longma 龙马
longmai 龙脉
longmen 龙门
longnei 笼内
longpao 龙袍
longqi 隆起
longqing 隆庆
longquan 龙泉
longran 隆然
longren 聋人
longshan 龙山
longshou 龙首
longtan 龙潭
longtang 弄堂
longtao 龙套
longti 笼屉
longting 龙庭
longtong 笼统
longtou 龙头
longwang 龙王
longwen 龙纹
longxi 陇西
longxia 龙虾
longxu 龙须
longya 聋哑
longyan 龙眼
longyang 笼养
longyin 龙吟
longzhao 笼罩
longzhong 隆重
longzhou 龙舟
longzi 笼子
louban 楼板
loubao 搂抱
louceng 楼层
louchu 露出
louchuan 楼船
loudao 楼道
loudian 漏电
loudiao 漏掉
louding 楼顶
loudong 漏洞
loudou 漏斗
loufang 楼房
loufeng 漏风
louge 楼阁
lougu 蝼蛄
louhou 楼后
louhu 漏壶
louhua 镂花
loujian 漏检
louke 镂刻
loukong 镂空
loulan 楼兰
louli 楼里
louluo 喽啰
loumen 楼门
loumian 露面
loupan 楼盘
louqi 漏气
louqian 楼前
louqun 楼群
loushang 楼上
loushi 陋室
loushui 漏水
lousu 陋俗
loutai 楼台
louti 楼梯
loutou 楼头
louwai 楼外
louwang 漏网
louwu 陋屋
louxi 陋习
louxia 楼下
louxiang 陋巷
louxie 漏泄
louyou 漏油
louyu 楼宇
louzhong 楼中
louzhu 楼主
louzi 篓子
luan 六安
luancai 乱采
luanchao 卵巢
luancheng 乱成
luancuan 乱窜
luanda 乱打
luanfa 乱发
luanfang 乱放
luanfeng 鸾凤
luangai 乱改
luanhe 滦河
luanhua 乱画
luanhuang 乱晃
luanjian 乱箭
luanjiang 乱讲
luanjiao 乱叫
luankan 乱砍
luanke 乱刻
luanlie 卵裂
luanma 乱码
luanmo 乱摸
luanniao 鸾鸟
luanpao 乱跑
luansheng 孪生
luanshi 乱世
luanshuo 乱说
luantan 乱弹
luanxian 滦县
luanxiang 乱象
luanxing 卵形
luanyao 乱咬
luanzheng 乱政
luanzhuan 乱转
luanzi 卵子
luban 鲁班
lubei 路北
lubian 路边
lubiao 路标
lubin 鲁宾
lubu 卢布
lucai 鲁菜
luchen 炉衬
lucheng 路程
luchuang 炉床
luci 鸬鹚
ludang 芦荡
ludao 录到
lude 路德
ludeng 路灯
ludi 陆地
luding 泸定
luduan 路段
ludun 鲁钝
luer 鲁尔
lufei 路费
lufeng 陆风
lugan 芦秆
lugu 露骨
lugui 路轨
luguo 路过
luhai 陆海
luhua 芦花
luhui 芦荟
luhuo 炉火
luji 路基
lujia 陆家
lujiang 庐江
lujiao 鹿角
lujing 路径
luju 炉具
lujun 陆军
luka 卢卡
luke 卢克
lukou 路口
lukuai 陆块
lukuang 路况
luli 炉里
lulin 绿林
luling 庐陵
lulong 卢龙
lulu 陆路
lulve 掳掠
lumang 鲁莽
lumen 炉门
lumian 路面
luming 鹿鸣
lunan 路南
lunba 伦巴
lunban 轮班
lunbian 论辩
lunchang 轮唱
lunchuan 轮船
lunci 轮次
lundao 轮到
lundi 论敌
lundian 论点
lundiao 论调
lundu 轮渡
lunduan 论断
lundun 伦敦
lunei 炉内
lunfa 轮发
lunfan 轮番
lungong 论功
lunheng 论衡
lunhua 轮滑
lunhuan 轮换
lunhui 轮回
lunji 论及
lunju 论据
lunkuo 轮廓
lunli 伦理
lunliu 轮流
lunluo 沦落
lunnan 论难
lunpan 轮盘
lunqin 伦琴
lunquan 轮圈
lunren 论人
lunsang 沦丧
lunshang 轮上
lunsheng 轮生
lunshi 轮式
lunshu 论述
lunshuo 论说
luntai 轮胎
luntan 论坛
lunti 论题
lunwang 沦亡
lunwei 沦为
lunwen 论文
lunxi 轮系
lunxian 沦陷
lunxun 轮询
lunyi 轮椅
lunyu 论语
lunyuan 轮缘
lunzhan 论战
lunzhe 论者
lunzheng 论证
lunzhi 轮值
lunzhou 轮轴
lunzhu 论著
lunzhuan 轮转
lunzi 轮子
lunzuo 轮作
luoba 珞巴
luobi 落笔
luobin 罗宾
luobo 萝卜
luocao 落草
luocha 落差
luochao 落潮
luocheng 落成
luochuan 洛川
luodan 罗丹
luodao 落到
luode 落得
luodi 落地
luodian 落点
luoding 螺钉
luofu 洛夫
luogu 锣鼓
luohan 罗汉
luohe 漯河
luohei 落黑
luohong 落红
luohou 落后
luohu 落户
luohua 落花
luohuang 落荒
luohui 落回
luoji 逻辑
luojiao 落脚
luojing 罗经
luoke 洛克
luokong 落空
luokuan 落款
luokuang 箩筐
luola 罗拉
luolan 罗兰
luolei 落泪
luolie 罗列
luolin 罗琳
luolou 裸露
luolun 洛伦
luoma 罗马
luomai 裸麦
luoman 罗曼
luomao 螺帽
luomo 落寞
luomu 落幕
luonv 裸女
luopan 罗盘
luoping 罗平
luopo 落魄
luoqi 罗绮
luoqun 罗裙
luori 落日
luoru 落入
luosang 洛桑
luoshan 落山
luoshen 洛神
luosheng 落生
luoshi 落实
luoshuan 螺栓
luoshui 落水
luosi 螺丝
luosu 罗素
luosuo 啰唆
luoti 裸体
luotuo 骆驼
luowang 罗网
luowen 螺纹
luowu 落伍
luoxi 罗西
luoxuan 螺旋
luoyan 裸眼
luoyang 洛阳
luoye 落叶
luoyi 洛伊
luoyin 落音
luoying 落英
luoyu 落雨
luoyuan 罗源
luoyue 落月
luozhao 落照
luozhi 罗致
luozi 骡子
luozuo 落座
lupai 路牌
lupan 炉盘
lupang 路旁
lupi 鹿皮
luqi 陆栖
luqu 录取
luqun 鹿群
luren 路人
luru 录入
lushan 庐山
lushang 路上
lusheng 陆生
lushi 卢氏
lushui 露水
lusi 鹭鸶
lusong 鲁颂
lusu 鲁肃
lusun 芦笋
lusuo 卢梭
lutai 露台
lutang 炉膛
lutian 露天
lutu 路途
luwei 芦苇
luxi 路西
luxian 路线
luxiang 录像
luxing 陆行
luxu 陆续
luxun 鲁迅
luyan 路演
luyao 路遥
luyi 路易
luyin 录音
luying 露营
luyong 录用
luyou 路由
luyu 路遇
luyuan 路远
luzao 炉灶
luzha 炉渣
luzhan 陆战
luzhang 路障
luzhen 鲁镇
luzhi 录制
luzhong 路中
luzhou 泸州
luzhu 露珠
luzi 路子
luzu 卤族
lvbai 屡败
lvban 旅伴
lvben 氯苯
lvbo 滤波
lvbu 吕布
lvcao 绿草
lvcha 绿茶
lvche 驴车
lvcheng 旅程
lvchu 滤除
lvchun 绿春
lvci 屡次
lvda 旅大
lvdai 绿带
lvdao 绿岛
lvde 绿得
lvdeng 绿灯
lvdi 绿地
lvdian 旅店
lvdong 律动
lvdou 绿豆
lvedai 略带
lvedi 略低
lvedu 略读
lveduo 掠夺
lveguo 掠过
lvejia 略加
lvelve 略略
lvequ 略去
lver 驴儿
lveshi 略施
lvetu 略图
lvewei 略微
lvexian 略显
lvexie 略写
lveying 掠影
lveyou 略有
lveyu 略语
lvezou 掠走
lvfa 律法
lvfan 绿矾
lvfang 氯仿
lvfei 旅费
lvfen 铝粉
lvgong 吕宫
lvguan 旅馆
lvguang 绿光
lvguo 滤过
lvhua 绿化
lvhuo 屡获
lvji 律己
lvjian 氯碱
lvjing 滤镜
lvju 旅居
lvka 绿卡
lvke 旅客
lvkui 氯喹
lvlan 绿蓝
lvli 履历
lvliao 滤料
lvling 律令
lvliu 绿柳
lvlun 氯纶
lvlv 屡屡
lvmeng 吕蒙
lvmo 滤膜
lvmou 吕某
lvpao 滤泡
lvping 绿萍
lvqi 氯气
lvqu 滤去
lvren 旅人
lvse 绿色
lvshe 旅社
lvshi 律师
lvshu 绿树
lvshui 绿水
lvshun 旅顺
lvsong 吕宋
lvsu 铝塑
lvtiao 律条
lvtu 旅途
lvwang 滤网
lvxian 绿线
lvxiang 闾巷
lvxing 旅行
lvya 绿芽
lvyang 绿杨
lvye 绿叶
lvyi 绿衣
lvyin 绿荫
lvying 绿营
lvyou 旅游
lvyue 履约
lvzao 屡遭
lvzhang 旅长
lvzhi 铝制
lvzhou 绿洲
lvzi 驴子
maan 马鞍
mabang 马帮
mabei 马背
mabi 麻痹
mabian 马鞭
mabu 抹布
macao 马槽
mache 马车
maci 马刺
mada 马达
madai 麻袋
madao 马刀
madeng 马灯
mading 马丁
madui 马队
maduo 码垛
maen 马恩
maer 马儿
mafan 麻烦
mafang 码放
mafei 吗啡
mafu 马夫
magua 马褂
maguan 马关
mahe 马赫
mahu 马虎
mahua 麻花
mahuang 麻黄
maiban 买办
maibao 卖报
maiben 买本
maibo 脉搏
maibu 迈步
maicai 买菜
maicang 埋藏
maicao 麦草
maicha 卖茶
maiche 买车
maichong 脉冲
maichu 卖出
maicuo 买错
maidan 买单
maidao 买到
maide 卖得
maidian 买点
maidiao 卖掉
maidong 脉动
maier 迈尔
maifang 买房
maifu 埋伏
maigan 麦秆
maige 买个
maiguan 脉管
maiguang 卖光
maiguo 买过
maihao 买好
maihua 卖画
maijia 买家
maijie 麦秸
maijin 迈进
maijiu 卖酒
maikai 迈开
maike 迈克
mailai 买来
mailang 麦浪
maili 卖力
mailuo 脉络
maimai 买卖
maimiao 麦苗
maimo 埋没
mainong 卖弄
maipian 麦片
maipiao 买票
maiqian 卖钱
mairou 卖肉
mairu 迈入
maishang 迈上
maishe 埋设
maishen 卖身
maishou 麦收
maishu 买书
maisui 麦穗
maitao 买套
maitian 麦田
maitong 买通
maitou 埋头
maixia 买下
maixiang 迈向
maixie 买些
maiya 麦芽
maiyao 买药
maiyou 买油
maiyu 卖鱼
maizang 埋葬
maizhe 迈着
maizhu 买主
maizi 麦子
maizui 买醉
majia 马甲
majiang 麻将
majin 麻筋
majiu 马厩
maju 马具
make 马克
mala 麻辣
malai 马来
malan 马兰
malei 麻类
mali 马力
malian 抹脸
malie 马列
malin 马林
malu 马路
mama 妈妈
mamou 马某
mamu 麻木
manan 马南
manao 玛瑙
manban 慢板
manbu 漫步
mancang 满仓
mancao 蔓草
manchang 漫长
manchao 满朝
manche 慢车
mancheng 满城
manchuang 满床
mandao 慢到
mandi 满地
manfen 满分
mangchang 盲肠
mangcong 盲从
mangdong 盲动
manghuo 忙活
mangkang 芒康
manglu 忙碌
mangluan 忙乱
mangmang 茫茫
mangmu 盲目
mangqi 芒萁
mangran 茫然
mangren 盲人
mangu 曼谷
manguan 满贯
manguo 漫过
mangwen 盲文
mangxiao 芒硝
mangyu 忙于
mangyuan 莽原
mangzhong 芒种
mangzhuang 莽撞
manhan 满汉
manheng 蛮横
manhua 漫画
manhuai 满怀
manian 马年
manjiang 满江
manjie 满街
manjuan 漫卷
mankou 满口
mankuang 满眶
manli 蛮力
manlian 满脸
manliu 漫流
manma 谩骂
manman 慢慢
manmian 满面
manmiao 曼妙
manmu 满目
mannao 满脑
manpao 慢跑
manqian 曼倩
manqiang 满腔
manqing 满清
manshan 满山
manshen 满身
mansheng 蔓生
manshi 满是
manshou 满手
mansi 曼斯
mansu 慢速
mantian 漫天
mantou 馒头
manwu 满屋
manxie 慢些
manxin 满心
manxing 慢性
manyan 蔓延
manyi 满意
manying 满盈
manyou 漫游
manyuan 埋怨
manyue 满月
manzai 满载
manzhou 满洲
manzi 蛮子
manzou 慢走
manzu 满足
manzui 满嘴
manzuo 满座
maoan 茅庵
maobi 毛笔
maobian 毛边
maobing 毛病
maocai 茂才
maocao 茅草
maoce 茅厕
maochong 冒充
maochu 冒出
maoci 毛刺
maoding 铆钉
maodun 矛盾
maoer 猫儿
maofa 毛发
maofan 冒犯
maofang 茅房
maofeng 毛峰
maogen 毛茛
maohao 冒号
maojian 冒尖
maojiao 猫叫
maojie 铆接
maojin 毛巾
maokong 毛孔
maokun 茅坤
maolin 茂林
maoling 茂陵
maolu 茅庐
maolv 毛驴
maomao 猫猫
maomei 冒昧
maomi 茂密
maoming 冒名
maonan 毛南
maonang 毛囊
maoning 毛宁
maoniu 牦牛
maopao 冒泡
maopeng 茅棚
maopi 毛皮
maoran 贸然
maose 毛色
maoshe 茅舍
maosheng 茂盛
maoshi 冒失
maoshua 毛刷
maosi 貌似
maosun 卯榫
maotai 茅台
maoting 茅亭
maotou 矛头
maowu 茅屋
maoxi 毛细
maoxian 冒险
maoyan 猫眼
maoyi 贸易
maoyu 冒雨
maozhan 毛毡
maozhi 毛织
maozhu 毛竹
maozi 帽子
maozu 铆足
mapi 马匹
maqiu 马球
maque 麻雀
maqun 马群
maren 骂人
masa 摩挲
masai 马赛
masha 玛莎
mashan 马山
mashang 马上
masheng 骂声
mashi 马市
mashou 马首
mashu 马术
masi 马嘶
masu 马谡
matai 马太
matang 马唐
mate 马特
mati 马蹄
matian 麻田
matong 马桶
matou 码头
mawei 马尾
mawen 马文
maxi 马戏
maxian 麻线
maxiu 马修
maya 妈呀
mayi 蚂蚁
mayin 马印
mayuan 马援
mayue 马跃
mayun 码云
mazei 马贼
mazha 蚂蚱
mazhen 麻疹
mazhi 麻纸
mazi 码子
mazong 马鬃
mazu 妈祖
mazui 麻醉
meiban 每班
meibao 每包
meibian 没变
meibu 每部
meican 每餐
meiceng 每层
meicha 没查
meichang 每场
meichao 美钞
meiche 没车
meichen 煤尘
meicheng 美称
meichou 美丑
meichu 没出
meici 每次
meicuo 没错
meidai 没带
meidang 每当
meidao 每到
meide 美德
meidi 没底
meidian 没电
meidong 没动
meidu 梅毒
meiduan 每段
meidui 每队
meidun 每吨
meie 美俄
meier 梅尔
meifa 没法
meifang 美方
meifen 每份
meifeng 每逢
meifu 每幅
meigan 没敢
meige 每个
meigen 每根
meigong 美工
meigou 没够
meigu 每股
meiguan 美观
meigui 玫瑰
meiguo 美国
meihang 每行
meihao 美好
meihe 每盒
meihu 每户
meihua 美化
meihuan 没换
meihuo 煤火
meiji 每季
meijia 每架
meijian 每件
meijie 媒介
meijin 美金
meijing 美景
meijiu 美酒
meiju 枚举
meijuan 每卷
meijun 美军
meike 每刻
meikong 没空
meikuai 每块
meikuan 每款
meikuang 煤矿
meilai 没来
meilan 霉烂
meilei 每类
meili 美丽
meiliang 每辆
meilie 每列
meilin 美林
meiling 梅岭
meilu 煤炉
meilun 每轮
meiman 美满
meimao 眉毛
meimei 妹妹
meimen 每门
meimeng 美梦
meimi 每米
meimiao 美妙
meiming 每名
meimu 每亩
meineng 没能
meinian 每年
meinv 美女
meiou 美欧
meipai 每排
meipi 每批
meipian 每篇
meiping 梅瓶
meiqi 煤气
meiqian 没钱
meiqing 没请
meiqu 没趣
meiren 没人
meiri 每日
meirong 美容
meiru 美如
meise 美色
meisen 梅森
meishan 梅山
meishang 没上
meishao 没少
meisheng 美声
meishi 没事
meishou 每首
meishu 美术
meishuo 媒妁
meisi 梅斯
meisu 媚俗
meitai 每台
meitan 煤炭
meitao 每套
meiti 媒体
meitian 每天
meitiao 每条
meitong 每桶
meitou 眉头
meitu 美图
meiwan 每晚
meiwei 每位
meixiang 没想
meixiao 媚笑
meixie 煤屑
meixin 没心
meixiu 美秀
meixue 美学
meiya 美亚
meiyan 美颜
meiyang 每样
meiyao 没要
meiye 每页
meiyi 每一
meiyin 美音
meiying 美英
meiyong 没用
meiyou 没有
meiyu 美誉
meiyuan 美元
meiyue 每月
meizai 美在
meize 每则
meizha 煤渣
meizhan 美展
meizhang 每张
meizhao 没招
meizhe 没辙
meizhi 每支
meizhong 每种
meizhou 每周
meizhu 每注
meizhuan 每转
meizhuang 美妆
meizi 梅子
meizu 每组
meizuo 每座
menba 门巴
menban 门板
menbian 门边
menchi 门齿
menchuang 门窗
mendao 门道
mendi 门第
mendian 门店
mendong 门洞
menfa 门阀
menfang 门房
menfei 门扉
mengbi 蒙蔽
mengchen 蒙尘
mengchong 萌宠
mengchun 孟春
mengdao 梦到
mengde 猛地
mengdie 猛跌
mengdong 懵懂
mengen 蒙恩
mengfa 萌发
menggang 锰钢
menggong 猛攻
menggu 蒙古
mengguo 盟国
menghua 梦华
menghuan 梦幻
menghui 梦回
mengjian 梦见
mengjiao 孟郊
mengjing 梦境
mengjun 盟军
mengke 蒙克
mengli 梦里
menglie 猛烈
menglong 蒙眬
menglu 梦露
mengmai 孟买
mengmei 蒙昧
mengmeng 蒙蒙
mengmian 蒙面
mengmou 孟某
mengnan 蒙难
mengpi 蒙皮
mengpian 蒙骗
mengqin 猛禽
mengran 猛然
mengshang 蒙上
mengshen 梦神
mengsheng 萌生
mengshi 盟誓
mengshou 猛兽
mengtian 蒙恬
mengtie 锰铁
mengxia 孟夏
mengxiang 梦想
mengxue 蒙学
mengya 萌芽
mengyan 蒙眼
mengyou 盟友
mengyu 梦语
mengyuan 蒙冤
mengyue 盟约
mengzai 蒙在
mengzeng 猛增
mengzhang 猛涨
mengzhe 蒙着
mengzhong 梦中
mengzhou 孟州
mengzhu 盟主
mengzhuang 猛撞
mengzi 孟子
menhu 门户
menhuan 门环
menjin 门禁
menjing 门径
menkan 门槛
menke 门客
menkou 门口
menkuang 门框
menlang 门廊
menlei 门类
menli 门里
menlian 门帘
menling 门铃
menlou 门楼
menlu 门路
menluo 门罗
menmei 门楣
menmen 闷闷
menmian 门面
menpang 门旁
menpiao 门票
menqi 闷气
menqian 门前
menqiang 门墙
menre 闷热
menren 门人
menshan 门扇
menshang 门上
menshen 门神
mensheng 门生
menshi 门市
menshou 门首
menshuan 门闩
mensi 闷死
mensuo 门锁
menting 门厅
mentu 门徒
menwai 门外
menxia 门下
menxiang 闷响
menzhen 门诊
menzhong 门中
menzi 门子
mianao 棉袄
mianban 面板
mianbang 棉棒
mianbao 面包
mianbei 棉被
mianbing 面饼
mianbu 面部
mianchang 绵长
mianchao 面朝
miancheng 面呈
mianchu 免除
miandai 面带
miande 免得
miandian 缅甸
miandui 面对
miane 面额
mianfang 棉纺
mianfei 免费
mianfen 面粉
miangen 绵亘
mianguan 免冠
mianguang 面广
mianhu 面糊
mianhua 棉花
mianhuai 缅怀
mianhuang 面黄
mianji 面积
mianjia 面颊
mianjian 面见
mianjin 面巾
mianju 面具
miankong 面孔
miankuan 面宽
miankuo 面阔
mianli 勉励
mianliao 面料
mianlin 面临
mianlu 面露
mianma 棉麻
mianmao 面貌
mianmi 绵密
mianmian 绵绵
mianmo 面膜
mianmu 面目
miannong 棉农
mianpao 棉袍
mianpi 面皮
mianqian 面前
mianqiang 勉强
mianqiu 棉球
mianqu 免去
mianrong 面容
mianruan 绵软
mianse 面色
miansha 面纱
mianshang 面上
miansheng 面生
mianshi 面试
mianshou 免收
mianshui 免税
miansu 面塑
miantan 面谈
mianti 免提
miantian 腼腆
miantiao 面条
miantuan 面团
mianxi 免息
mianxian 棉线
mianxiang 面向
mianxu 棉絮
mianyan 绵延
mianyang 绵羊
mianye 棉业
mianyi 免疫
mianyu 免于
mianyuan 绵远
mianzao 免遭
mianze 免责
mianzhao 面罩
mianzheng 免征
mianzhi 面值
mianzhu 绵竹
mianzi 面子
miaobian 描边
miaobiao 秒表
miaochu 妙处
miaodian 描点
miaofa 妙法
miaohao 庙号
miaohong 描红
miaohua 描画
miaohui 描绘
miaoji 妙极
miaojin 描金
miaokou 庙口
miaoli 庙里
miaoling 妙龄
miaoman 妙曼
miaomang 渺茫
miaomiao 苗苗
miaomo 描摹
miaomu 苗木
miaoqian 庙前
miaoshi 藐视
miaoshou 妙手
miaoshu 描述
miaotang 庙堂
miaotiao 苗条
miaotou 苗头
miaotu 描图
miaoxian 描线
miaoxiao 渺小
miaoxie 描写
miaoxiu 苗绣
miaoyu 庙宇
miaoyuan 邈远
miaozhai 苗寨
miaozhe 瞄着
miaozhen 秒针
miaozhong 秒钟
miaozhu 庙祝
miaozhun 瞄准
miaozi 苗子
miaozu 苗族
mibi 密闭
mibo 米波
mibu 弥补
micang 迷藏
michong 米虫
michuan 秘传
midi 谜底
midian 密电
miding 嘧啶
midu 密度
miecheng 蔑称
miechong 灭虫
miediao 灭掉
mieding 灭顶
miehuo 灭火
miejue 灭绝
miejun 灭菌
mier 密尔
miesha 灭杀
mieshi 蔑视
mieshu 灭鼠
miewang 灭亡
miewen 灭蚊
miexie 乜斜
miezu 灭族
mifan 米饭
mifang 秘方
mifen 米粉
mifeng 蜜蜂
mifu 米芾
migong 迷宫
mihang 迷航
mihe 密合
mihou 猕猴
mihuan 迷幻
mihuo 迷惑
miji 密集
mijian 蜜饯
mijiu 米酒
mijue 秘诀
mila 米拉
milan 米兰
mile 米勒
mili 迷离
milian 迷恋
milin 密林
miling 密令
milu 迷路
miluo 米罗
mima 密码
miman 弥漫
mimang 迷茫
mimeng 迷蒙
mimi 秘密
mimian 米面
mimou 密谋
minan 民安
minban 民办
minbao 民报
minben 民本
minbing 民兵
mincai 闽菜
minchu 民初
minfa 民法
minfang 民房
minfeng 民风
minfu 民富
mingan 敏感
mingbai 明白
mingbi 冥币
mingbian 明辨
mingbiao 名表
mingbo 命薄
mingbu 名簿
mingce 名册
mingcha 明察
mingchang 明畅
mingchao 明朝
mingche 名车
mingchen 名臣
mingcheng 名称
mingchong 螟虫
mingchu 明初
mingci 名词
mingda 明达
mingdai 明代
mingdan 名单
mingde 明德
mingdeng 明灯
mingdi 鸣笛
minge 名额
mingfan 明矾
mingfen 名分
mingfu 冥府
mingge 名歌
minggu 鸣鼓
mingguang 明光
minggui 名贵
minghao 名号
minghe 明河
minghua 名画
minghui 明辉
minghuo 明火
mingji 铭记
mingjia 名家
mingjiang 名将
mingjiao 名叫
mingjie 名节
mingjing 明镜
mingju 名句
mingjue 名角
mingjun 明君
mingke 铭刻
mingkuai 明快
minglang 明朗
mingli 名利
mingliang 明亮
minglie 名列
mingling 命令
mingliu 名流
minglu 名录
mingluo 鸣锣
mingmai 命脉
mingmei 明媚
mingmen 名门
mingmie 明灭
mingming 明明
mingmo 明末
mingmu 明目
mingnian 明年
mingniao 鸣鸟
mingnv 名女
mingong 民工
mingpai 名牌
mingpian 名片
mingpin 名品
mingqi 名气
mingqin 鸣禽
mingqing 明清
mingqu 名曲
mingque 明确
