藏匿	cangni
哈萨克	hasake
叫苦不迭	jiaokubudie
哈萨克族	hasakezu
口若悬河	kouruoxuanhe
唯恐天下不乱	weikongtianxiabuluan
叶黄素	yehuangsu
叶落归根	yeluoguigen
哎呀	aiya
喵喵	miaomiao
呕吐	outu
唠嗑	laoke
咂嘴	zazui
中共中央	zhonggongzhongyang
唠叨	laodao
哎哟	aiyo
叫苦连天	jiaokuliantian
呕心	ouxin
噤若寒蝉	jinruohanchan
遗世独立	yishiduli
咂摸	zamo
顺藤摸瓜	shuntengmogua
呕气	ouqi
哄抢	hongqiang
呆若木鸡	dairuomuji
咂舌	zashe
喋血	diexue
喷薄欲出	penboyuchu
中世纪	zhongshiji
呓语	yiyu
吸取	xiqu
吸附	xifu
口出不逊	kouchubuxun
哈耶克	hayeke
吃了豹子胆	chilebaozidan
吸脂	xizhi
吸光	xiguang
吸水	xishui
嗤嗤	chichi
嗫嚅	nieru
吼叫	houjiao
啊哈	aha
别出心裁	biechuxincai
吸收	xishou
吸烟	xiyan
口出狂言	kouchukuangyan
叩拜	koubai
叩打	kouda
吸气	xiqi
吸热	xire
叶子板	yeziban
别出机杼	biechujizhu
口耳相传	kouerxiangchuan
嘻皮笑脸	xipixiaolian
吸血	xixue|xixie
跑了和尚跑不了庙	paoleheshangpaobuliaomiao
吸管	xiguan
吸盘	xipan
吸入	xiru
叩头	koutou
叩门	koumen
吸食	xishi
吸引	xiyin
吸纳	xina
中子弹	zhongzidan
贵阳市	guiyangshi
叩诊	kouzhen
吧台	batai
跑马场	paomachang
患难与共	huannanyugong
患难夫妻	huannanfuqi
串通一气	chuantongyiqi
叹赏	tanshang
啜泣	chuoqi
叹号	tanhao
吗啡	mafei
吧唧	baji
叹惋	tanwan
患难之交	huannanzhijiao
啜饮	chuoyin
哈巴狗	habagou
叹气	tanqi
吧椅	bayi
吧务	bawu
叹息	tanxi
吮血	shunxie
唯物辩证法	weiwubianzhengfa
嗓音	sangyin
唆使	suoshi
吧凳	badeng
跳蚤市场	tiaozaoshichang
吧主	bazhu
叹词	tanci
唯物主义	weiwuzhuyi
中成药	zhongchengyao
顺子	shunzi
嘎子	gazi
吃不了兜着走	chibuliaodouzhezou|chibuledouzhezou
吹胡子瞪眼	chuihuzidengyan
吠陀	feituo
足不出户	zubuchuhu
喀斯特	kasite
嘎巴	gaba
跑龙套	paolongtao
顺丰	shunfeng
顺达	shunda
听而不闻	tingerbuwen
顺服	shunfu
别有用心	bieyouyongxin
听不到	tingbudao
顺天	shuntian
别有天地	bieyoutiandi
中原逐鹿	zhongyuanzhulu
顺治	shunzhi
别有洞天	bieyoudongtian
顺水	shunshui
吃不消	chibuxiao
中石油	zhongshiyou
顺溜	shunliu
顺当	shundang
顺流	shunliu
顺时	shunshi
顺昌	shunchang
嘶吼	sihou
嘎嘎	gaga
咕咕	gugu
嘶喊	sihan
咕嘟	gudu
嘶哑	siya
顺路	shunlu
顺口	shunkou
喊叫	hanjiao
嘶叫	sijiao
咕哝	gunong
咕噜	gulu
嘶鸣	siming
喹啉	kuilin
咕咚	gudong
吃不吃	chibuchi
咕唧	guji
贵古贱今	guigujianjin
顺民	shunmin
顺心	shunxin
顺序	shunxu
顺应	shunying
口不应心	koubuyingxin
吹灰之力	chuihuizhili
踏破铁鞋无觅处得来全不费功夫	tapotiexiewumichudelaiquanbufeigongfu
顺鑫	shunxin
路不拾遗	lubushiyi
顺气	shunqi
顺势	shunshi
口不择言	koubuzeyan
顺德	shunde
顺延	shunyan
顺利	shunli
顺和	shunhe
顺其自然	shunqiziran
顺差	shuncha
顺意	shunyi
顺次	shunci
顺道	shundao
喊道	handao
吴克群	wukequn
顺便	shunbian
别有风味	bieyoufengwei
顺风	shunfeng
顺位	shunwei
顺化	shunhua
吐故纳新	tugunaxin
另存为	lingcunwei
顺变	shunbian
嘹亮	liaoliang
顺义	shunyi
听其言而观其行	tingqiyanerguanqixing
遗腹子	yifuzi
别了	biele
另有	lingyou
别有	bieyou
别克	bieke
吃力不讨好	chilibutaohao
别动	biedong
哺乳动物	burudongwu
别走	biezou
别过	bieguo
别开	biekai
别致	biezhi
另一	lingyi
吹毛求疵	chuimaoqiuci
别上	bieshang
别具	bieju
口服液	koufuye
嚼蜡	jiaola
别墅	bieshu
咖喱	gali
咀嚼	jujue
别号	biehao
咖啡	kafei
咖哩	kali
口服心服	koufuxinfu
别情	bieqing
别怕	biepa
另类	linglei
别字	biezi
别解	biejie
别针	biezhen
另外	lingwai
别名	bieming
别馆	bieguan
别急	bieji
别后	biehou
别样	bieyang
嚼舌	jiaoshe
另行	lingxing
别处	biechu
路遥知马力日久见人心	luyaozhimalirijiujianrenxin
别问	biewen
别传	biezhuan
别绪	biexu
踢脚线	tijiaoxian
呼朋引类	hupengyinlei
忠肝义胆	zhongganyidan
别恋	bielian
别离	bieli
叶茂	yemao
味蕾	weilei
鄙薄	bibo
跳进黄河洗不清	tiaojinhuanghexibuqing
叶芝	yezhi
吐蕃	tufan|tubo
嗑药	keyao
忠孝节义	zhongxiaojieyi
叶子	yezi
喷子	penzi
鄙陋	bilou
别无出路	biewuchulu
吐出	tuchu
喷出	penchu
喷码	penma
吐艳	tuyan
喷砂	pensha
叶面	yemian
哈士奇	hashiqi
叶脉	yemai
吐露	tulu
吱声	zisheng
喷壶	penhu
喷雾	penwu
踏雪无痕	taxuewuhen
嘲弄	chaonong
喷画	penhua
噎死	yesi
跑过来	paoguolai
鄙夷	biyi
嗜睡	shishui
喷灌	penguan
喷涌	penyong
叶尖	yejian
喷水	penshui
喷溅	penjian
味觉	weijue
喷洒	pensa
喷漆	penqi
嗜酒	shijiu
喷淋	penlin
中南海	zhongnanhai
喷涂	pentu
吱呀	zhiya
啫喱	zeli
哇嘎	waga
嘻嘻	xixi
喷嚏	penti
喃喃	nannan
哇哇	wawa
嘟嘟	dudu
嘟囔	dunang
喷嘴	penzui
遗老遗少	yilaoyishao
喷雾器	penwuqi
哮喘	xiaochuan
哇噻	wasai
唉声叹气	aishengtanqi
哇哦	wao
嘻哈	xiha
喷墨	penmo
叶轮	yelun
贵远贱近	guiyuanjianjin
叶肉	yerou
嗔怪	chenguai
吐司	tusi
喷发	penfa
味精	weijing
另起炉灶	lingqiluzao
喷火	penhuo
口无遮拦	kouwuzhelan
喷灯	pendeng
鄙视	bishi
喷饭	penfan
别无所求	biewusuoqiu
喷泉	penquan
喷气	penqi
吐气	tuqi
吹鼓手	chuigushou
哭丧棒	kusangbang
吐槽	tucao
叶柄	yebing
喷枪	penqiang
中老年	zhonglaonian
叶片	yepian
喷香	penxiang
吐血	tuxie
嗜血	shixue
喷血	penxue
喷射	penshe
口干舌燥	kouganshezao
喷管	penguan
别无选择	biewuxuanze
嘲笑	chaoxiao
嘻笑	xixiao
喷塑	pensu
喷头	pentou
哭丧着脸	kusangzhelian
味美	weimei
叶问	yewen
吐痰	tutan
喷浆	penjiang
味道	weidao
史无前例	shiwuqianli
嗜好	shihao
味全	weiquan
别无他法	biewutafa
别无分店	biewufendian
鄙人	biren
吐纳	tuna
喷绘	penhui
吐丝	tusi
喷雾剂	penwuji
鄙吝	bilin
嘲讽	chaofeng
吴下阿蒙	wuxiaameng
号子	haozi
忠于职守	zhongyuzhishou
喀麦隆	kamailong
逞能	chengneng
跨平台	kuapingtai
哑巴	yaba
号码	haoma
口惠而实不至	kouhuiershibuzhi
另一面	lingyimian
顺理成章	shunlichengzhang
吴越	wuyue
呈露	chenglu
足球场	zuqiuchang
吸毒者	xiduzhe
别来无恙	bielaiwuyang
呈现	chengxian
饕餮	taotie
吴江	wujiang
吴波	wubo
哑光	yaguang
吴淞	wusong
哽噎	gengye
哭天喊地	kutianhandi
啧啧	zeze
嗷嗷	aoao
咧嘴	liezui
哽咽	gengye
号叫	haojiao
号啕	haotao
听一听	tingyiting
中规中矩	zhongguizhongju
吴国	wuguo
吃一堑	chiyiqian
吃一堑长一智	chiyiqianzhangyizhi|chiyiqianchangyizhi
听天由命	tingtianyouming
哑剧	yaju
哈瓦那	hawana
哑炮	yapao
号数	haoshu
顺天应人	shuntianyingren
饕餮之徒	taotiezhitu
嗟来之食	jielaizhishi
号角	haojiao
虽死犹生	suisiyousheng
哑铃	yaling
呈报	chengbao
呼天抢地	hutianqiangdi
哭天抹泪	kutianmolei
吴哲	wuzhe
号手	haoshou
别开生面	biekaishengmian
号段	haoduan
另一种	lingyizhong
唔系	wuxi
另一半	lingyiban
吴尊	wuzun
号召	haozhao
嘈杂	caoza
另一个	lingyige
吨位	dunwei
号令	haoling
啄食	zhuoshi
哑弹	yadan
另一方面	lingyifangmian
吴语	wuyu
呈请	chengqing
号房	haofang
哑谜	yami
中青旅	zhongqinglv
呈文	chengwen
中式	zhongshi
跑鞋	paoxie
遗著	yizhu
忠臣	zhongchen
中东	zhongdong
中落	zhongluo
中英	zhongying
别具匠心	biejujiangxin
跨区	kuaqu
中欧	zhongou
中医	zhongyi
中药	zhongyao
跟随	gensui
中卫	zhongwei
贵阳	guiyang
跳出	tiaochu
遗孤	yigu
路障	luzhang
中联	zhonglian
中队	zhongdui
跑垒	paolei
中通	zhongtong
忠勇	zhongyong
跑马	paoma
跳马	tiaoma
跳台	tiaotai
中观	zhongguan
嘴巴	zuiba
遗物	yiwu
中允	zhongyun
跳蚤	tiaozao
跌破	diepo
中大	zhongda
嘴唇	zuichun
嘴硬	zuiying
中古	zhonggu
遗存	yicun
忠贞不渝	zhongzhenbuyu
忠厚	zhonghou
路面	lumian
中原	zhongyuan
遗愿	yiyuan
中厅	zhongting
中期	zhongqi
路基	luji
踏勘	takan
蹈袭	daoxi
中服	zhongfu
足月	zuyue
跺脚	duojiao
踢脚	tijiao
中彩	zhongcai
中用	zhongyong
路遥	luyao
嘴脸	zuilian
中脑	zhongnao
路霸	luba
跳动	tiaodong
躁动	zaodong
足坛	zutan
中雨	zhongyu
跳越	tiaoyue
跨越	kuayue
遗址	yizhi
跟进	genjin
跳进	tiaojin
跃进	yuejin
中南	zhongnan
路南	lunan
中场	zhongchang
嘘声	xusheng
中专	zhongzhuan
遗志	yizhi
足赤	zuchi
路过	luguo
跳过	tiaoguo
跳远	tiaoyuan
中考	zhongkao
路考	lukao
忠孝	zhongxiao
中都	zhongdu
跨境	kuajing
跃增	yuezeng
踏雪	taxue
蹲坑	dunkeng
中型	zhongxing
中天	zhongtian
跑环	paohuan
踏青	taqing
忠于	zhongyu
足球	zuqiu
踢球	tiqiu
跪下	guixia
蹲下	dunxia
中下	zhongxia
足下	zuxia
路政	luzheng
遗事	yishi
嘴严	zuiyan
中亚	zhongya
忠烈	zhonglie
别具一格	biejuyige
遗珠	yizhu
中毒	zhongdu
遗毒	yidu
跟班	genban
中班	zhongban
中非	zhongfei
中肯	zhongken
跑步	paobu
中止	zhongzhi
踏步	tabu
中点	zhongdian
蹲点	dundian
忠贞	zhongzhen
中鼎	zhongding
中餐	zhongcan
路虎	luhu
中波	zhongbo
贵池	guichi
嘴尖	zuijian
中法	zhongfa
中兴	zhongxing
跋涉	bashe
中小	zhongxiao
跳水	tiaoshui
跌水	dieshui
遗漏	yilou
中学	zhongxue
路演	luyan
跳海	tiaohai
跳梁	tiaoliang
中游	zhongyou
中流	zhongliu
踏浪	talang
中坚	zhongjian
嘴里	zuili
中暑	zhongshu
中日	zhongri
路易	luyi
遗照	yizhao
踪影	zongying
咔哒	kada
忠顺	zhongshun
中叶	zhongye
中号	zhonghao
跳跃	tiaoyue
跟踪	genzong
中路	zhonglu
践踏	jianta
蹊跷	qiqiao
踌躇	chouchu
蹂躏	roulin
踊跃	yongyue
蹒跚	panshan
踉跄	liangqiang
蹉跎	cuotuo
踯躅	zhizhu
踟蹰	chichu
跑路	paolu
踩踏	caita
跑跑	paopao
足足	zuzu
路口	lukou
遗嘱	yizhu
咔嚓	kacha
中听	zhongting
嘘唏	xuxi
啃噬	kenshi
跑男	paonan
中转	zhongzhuan
跳转	tiaozhuan
跟团	gentuan
中国	zhongguo
跑车	paoche
贵国	guiguo
跳车	tiaoche
趾甲	zhijia
中轴	zhongzhou
嘴软	zuiruan
中央	zhongyang
遗骸	yihai
路由	luyou
跌幅	diefu
中山	zhongshan
蹦迪	bengdi
足见	zujian
遗赠	yizeng
遗民	yimin
遗憾	yihan
跃居	yueju
中层	zhongceng
中尉	zhongwei
嘴刁	zuidiao
遗尿	yiniao
遗书	yishu
嘴快	zuikuai
中性	zhongxing
路飞	lufei
遗恨	yihen
中心	zhongxin
足以	zuyi
忠心	zhongxin
跨度	kuadu
遗精	yijing
中断	zhongduan
足底	zudi
路灯	ludeng
蹦床	bengchuang
中庸	zhongyong
跌宕	diedang
中农	zhongnong
蹲守	dunshou
中军	zhongjun
跑官	paoguan
贵宾	guibin
贵客	guike
足额	zue
踏实	tashi
忠实	zhongshi
中裤	zhongku
趴窝	pawo
遗容	yirong
遗祸	yihuo
跃然	yueran
嘴角	zuijiao
中外	zhongwai
中旬	zhongxun
足够	zugou
中钢	zhonggang
蹭饭	cengfan
中饭	zhongfan
足金	zujin
中锋	zhongfeng
中铁	zhongtie
中银	zhongyin
遗留	yiliu
中报	zhongbao
遣返	qianfan
跪拜	guibai
嘴损	zuisun
中岳	zhongyue
中控	zhongkong
中气	zhongqi
中招	zhongzhao
跳投	tiaotou
中指	zhongzhi
中枢	zhongshu
蹦极	bengji
跳棋	tiaoqi
中标	zhongbiao
路标	lubiao
跳槽	tiaocao
中西	zhongxi
跑酷	paoku
中档	zhongdang
中速	zhongsu
踏板	taban
跳板	tiaoban
另眼相看	lingyanxiangkan
另眼相待	lingyanxiangdai
中校	zhongxiao
中枪	zhongqiang
跑步机	paobuji
中楷	zhongkai
中核	zhonghe
跃升	yuesheng
路径	lujing
嘴甜	zuitian
中午	zhongwu
忠告	zhonggao
中等	zhongdeng
中选	zhongxuan
跳舞	tiaowu
中年	zhongnian
贵重	guizhong
遗失	yishi
跨年	kuanian
跨行	kuahang
路段	luduan
路牌	lupai
中段	zhongduan
跬步千里	kuibuqianli
路程	lucheng
中和	zhonghe
中秋	zhongqiu
嘴笨	zuiben
中盘	zhongpan
中签	zhongqian
中篇	zhongpian
足疗	zuliao
遣送	qiansong
中美	zhongmei
中间	zhongjian
中意	zhongyi
跟单	gendan
路况	lukuang
中部	zhongbu
足部	zubu
跳闸	tiaozha
中端	zhongduan
中奖	zhongjiang
中将	zhongjiang
中新	zhongxin
遗产	yichan
跑道	paodao
中道	zhongdao
中立	zhongli
遗孀	yishuang
忠恕	zhongshu
贵妃	guifei
忠君	zhongjun
遗传	yichuan
路途	lutu
中途	zhongtu
啮合	niehe
中介	zhongjie
遗像	yixiang
跟风	genfeng
中风	zhongfeng
遗体	yiti
中伤	zhongshang
跑位	paowei
跳伞	tiaosan
中分	zhongfen
路人	luren
跟从	gencong
贵人	guiren
口齿伶俐	kouchilingli
中华	zhonghua
中信	zhongxin
忠信	zhongxin
跑偏	paopian
跌停	dieting
蹿红	cuanhong
中级	zhongji
跳级	tiaoji
路线	luxian
中线	zhongxian
跳线	tiaoxian
路引	luyin
路费	lufei
跳绳	tiaosheng
中继	zhongji
中缝	zhongfeng
中弹	zhongdan
鹭鸶	lusi
中统	zhongtong
遗弃	yiqi
忠诚	zhongcheng
遗训	yixun
跑调	paodiao
跳高	tiaogao
遗忘	yiwang
跋扈	bahu
足迹	zuji
遗迹	yiji
踪迹	zongji
距离	juli
忠义	zhongyi
贵族	guizu
贵州	guizhou
中旅	zhonglv
跑商	paoshang
忠良	zhongliang
中文	zhongwen
遗言	yiyan
中方	zhongfang
忠言	zhongyan
啤酒节	pijiujie
啤酒花	pijiuhua
哨子	shaozi
蹈常袭故	daochangxigu
顺流而下	shunliuerxia
中流砥柱	zhongliudizhu
川流不息	chuanliubuxi
哄堂大笑	hongtangdaxiao
啤酒肚	pijiudu
吵架	chaojia
哨塔	shaota
哨声	shaosheng
中小型	zhongxiaoxing
中流击楫	zhongliujiji
哨卡	shaoqia
喷水池	penshuichi
路漫漫	lumanman
跳梁小丑	tiaoliangxiaochou
中小学	zhongxiaoxue
响当当	xiangdangdang
吸尘器	xichenqi
唢呐	suona
吵嚷	chaorang
另当别论	lingdangbielun
吕梁山	lvliangshan
吸湿性	xishixing
吸油烟机	xiyouyanji
史学家	shixuejia
哨所	shaosuo
顺水推舟	shunshuituizhou
哨兵	shaobing
中学生	zhongxuesheng
嘴尖舌头快	zuijianshetoukuai
品学兼优	pinxuejianyou
吵闹	chaonao
顺水人情	shunshuirenqing
哨位	shaowei
嘻游记	xiyouji
咬紧牙关	yaojinyaguan
喝茶	hecha
喝药	heyao
喝了	hele
唱碟	changdie
顺时而动	shunshierdong
中坚力量	zhongjianliliang
唱腔	changqiang
喝彩	hecai
喝水	heshui
喝酒	hejiu
唱喏	changre
吠影吠声	feiyingfeisheng
喁喁	yuyu
噼里啪啦	pilipala
呻吟	shenyin
口是心非	koushixinfei
虽然	suiran
唱针	changzhen
唱名	changming
吃里爬外	chilipawai
吃里扒外	chilipawai
唱票	changpiao
喝醉	hezui
唱歌	changge
唱机	changji
响遏行云	xiangexingyun
唱片	changpian
唱和	changhe
喝道	hedao
虽说	suishuo
品节	pinjie
咬咬牙	yaoyaoya
品茗	pinming
口子	kouzi
呱呱坠地	guguzhuidi|guaguazhuidi
串联	chuanlian
啦啦队	laladui
串戏	chuanxi
串通	chuantong
吃哑巴亏	chiyabakui
器物	qiwu
患难	huannan
唧唧歪歪	jijiwaiwai
口唇	kouchun
嚎啕大哭	haotaodaku
吕布	lvbu
口碑	koubei
咖啡厅	kafeiting
哈哈大笑	hahadaxiao
踌躇不前	chouchubuqian
喋喋不休	diediebuxiu
足足有余	zuzuyouyu
口服	koufu
口腔	kouqiang
哭腔	kuqiang
口腹	koufu
口口声声	koukoushengsheng
口干	kougan
噪声	zaosheng
口才	koucai
患者	huanzhe
哭丧	kusang
哑口无言	yakouwuyan
口型	kouxing
品玩	pinwan
口琴	kouqin
口惠	kouhui
吃喝玩乐	chihewanle
串珠	chuanzhu
咄咄逼人	duoduobiren
品目	pinmu
跑跑卡丁车	paopaokadingche
口齿	kouchi
器具	qiju
踌躇满志	chouchumanzhi
口水	koushui
口渴	kouke
品尝	pinchang
顺口溜	shunkouliu
哭泣	kuqi
吕梁	lvliang
品题	pinti
哎呀呀	aiyaya
品味	pinwei
口味	kouwei
口号	kouhao
口哨	koushao
咒骂	zhouma
嘻嘻哈哈	xixihaha
叽叽喳喳	jijizhazha
哭哭啼啼	kukutiti
唧唧喳喳	jijizhazha
骂骂咧咧	mamalielie
串口	chuankou
唠唠叨叨	laolaodaodao
口吻	kouwen
呼啦啦	hulala
口吃	kouchi
哇哈哈	wahaha
咖啡因	kafeiyin
口罩	kouzhao
器皿	qimin
串连	chuanlian
呼啦圈	hulaquan
口岸	kouan
蹉跎岁月	cuotuosuiyue
串岗	chuangang
咄咄怪事	duoduoguaishi
口快	koukuai
串烧	chuanshao
品类	pinlei
口粮	kouliang
器宇	qiyu
器官	qiguan
踏踏实实	tatashishi
口实	koushi
口福	koufu
咒怨	zhouyuan
咖啡色	kafeise
口角	koujue
口外	kouwai
咖啡馆	kafeiguan
踽踽独行	jujuduxing
哈哈镜	hahajing
口授	koushou
品质	pinzhi
跌跌撞撞	diediezhuangzhuang
口气	kouqi
器械	qixie
呼吸相通	huxixiangtong
器材	qicai
品相	pinxiang
跷跷板	qiaoqiaoban
品格	pinge
口口相传	koukouxiangchuan
口径	koujing
口舌	koushe
品德	pinde
骂街	majie
器重	qizhong
品行	pinxing
串行	chuanxing
踢踏舞	titawu
品牌	pinpai
口臭	kouchou
口算	kousuan
品种	pinzhong
嗷嗷待哺	aoaodaibu
喇叭筒	labatong
器乐	qiyue
品管	pinguan
口称	koucheng
口条	koutiao
哈哈笑	hahaxiao
咒符	zhoufu
品第	pindi
喃喃自语	nannanziyu
口头	koutou
噪音	zaoyin
口音	kouyin
吵吵闹闹	chaochaonaonao
口疮	kouchuang
口蹄疫	koutiyi
串门	chuanmen
咆哮如雷	paoxiaorulei
吃喝嫖赌	chihepiaodu
口袋	koudai
口供	kougong
串供	chuangong
叱咤风云	chizhafengyun
口传	kouchuan
品保	pinbao
器件	qijian
品位	pinwei
口令	kouling
口信	kouxin
跃跃欲试	yueyueyushi
口红	kouhong
品级	pinji
串线	chuanxian
嚣张	xiaozhang
口试	koushi
口译	kouyi
呜呼哀哉	wuhuaizai
口语	kouyu
品评	pinping
咒语	zhouyu
口诀	koujue
鄂州	ezhou
唯唯诺诺	weiweinuonuo
中国式	zhongguoshi
中国工程院	zhongguogongchengyuan
中国菜	zhongguocai
中国共产党	zhongguogongchandang
中国工商银行	zhongguogongshangyinhang
中国队	zhongguodui
喂马	weima
中国特色	zhongguotese
吃软不吃硬	chiruanbuchiying
咋回事	zahuishi
中国画	zhongguohua
啰嗦	luosuo
嘿嘿	heihei
嗯呢	enne
呷哺	xiabu
咽喉	yanhou
嘿咻	heixiu
咽炎	yanyan
喂料	weiliao
中国社会科学院	zhongguoshehuikexueyuan
中国农业银行	zhongguonongyeyinhang
中国银行	zhongguoyinhang
咽气	yanqi
中国科学院	zhongguokexueyuan
喂养	weiyang
中转站	zhongzhuanzhan
中国建设银行	zhongguojiansheyinhang
中国人民大学	zhongguorenmindaxue
中国人民	zhongguorenmin
跨国公司	kuaguogongsi
中国人民解放军	zhongguorenminjiefangjun
中国风	zhongguofeng
中国人民银行	zhongguorenminyinhang
中国人	zhongguoren
喂食	weishi
中国话	zhongguohua
员工	yuangong
吐刚茹柔	tugangrurou
嗣子	sizi
吊坠	diaozhui
哈贝马斯	habeimasi
路见不平拔刀相助	lujianbupingbadaoxiangzhu
路见不平	lujianbuping
中山大学	zhongshandaxue
吊架	diaojia
勋爵	xunjue
吊塔	diaota
吊起	diaoqi
吊索	diaosuo
吊丧	diaosang
吊环	diaohuan
吊球	diaoqiu
吊带	diaodai
吊具	diaoju
跋山涉水	bashansheshui
中央党校	zhongyangdangxiao
吊嗓	diaosang
呐喊	nahan
中山路	zhongshanlu
味同嚼蜡	weitongjiaola
路由器	luyouqi
嘤嘤	yingying
啁啾	zhoujiu
吊唁	diaoyan
吊车	diaoche
吊臂	diaobi
勋业	xunye
吊灯	diaodeng
吊床	diaochuang
员额	yuane
吊窗	diaochuang
员外	yuanwai
吊销	diaoxiao
吊钩	diaogou
吊挂	diaogua
嗣后	sihou
吊柜	diaogui
吊桶	diaotong
吊顶	diaoding
吊杆	diaogan
只见树木	zhijianshumu
吊桥	diaoqiao
喘息	chuanxi
吊牌	diaopai
吊篮	diaolan
吊兰	diaolan
吊装	diaozhuang
勋章	xunzhang
中央人民广播电台	zhongyangrenminguangbodiantai
听见风就是雨	tingjianfengjiushiyu
吊扇	diaoshan
吊诡	diaogui
忠心耿耿	zhongxingenggeng
叫阵	jiaozhen
叫出	jiaochu
哪有	nayou
叫魂	jiaohun
忠心赤胆	zhongxinchidan
叫声	jiaosheng
呕心沥血	ouxinlixue
哪里	nali
跟屁虫	genpichong
响尾蛇	xiangweishe
呢喃	ninan
叫号	jiaohao
叫嚣	jiaoxiao
喔喔	wowo
叫唤	jiaohuan
噼啪	pipa
哪吒	nezha
另辟蹊径	lingpixijing
嘱咐	zhufu
叫屈	jiaoqu
哪怕	napa
哪儿	naer
嘱托	zhutuo
叫板	jiaoban
吊民伐罪	diaominfazui
叫价	jiaojia
呢绒	nirong
中心线	zhongxinxian
唯心主义	weixinzhuyi
吃粮不管事	chiliangbuguanshi
噗嗤	puchi
喷火器	penhuoqi
喽啰	louluo
咪咪	mimi
喽罗	louluo
吹糠见米	chuikangjianmi
中庸之道	zhongyongzhidao
吹灯拔蜡	chuidengbala
听之藐藐	tingzhimiaomiao
跌宕不羁	diedangbuji
只字不提	zhizibuti
史密斯	shimisi
喧宾夺主	xuanbinduozhu
吃穿用度	chichuanyongdu
喧腾	xuanteng
口蜜腹剑	koumifujian
遗害无穷	yihaiwuqiong
跌宕起伏	diedangqifu
吊袜带	diaowadai
贵宾卡	guibinka
喧嚣	xuanxiao
喊冤叫屈	hanyuanjiaoqu
喧哗	xuanhua
器宇轩昂	qiyuxuanang
嗤之以鼻	chizhiyibi
吴宗宪	wuzongxian
哈密瓜	hamigua
嘘寒问暖	xuhanwennuan
中宣部	zhongxuanbu
呼之即来挥之即去	huzhijilaihuizhijiqu
呼之即来	huzhijilai
呼之欲出	huzhiyuchu
喀什	kashi
听之任之	tingzhirenzhi
只欠东风	zhiqiandongfeng
吸铁石	xitieshi
吕氏春秋	lvshichunqiu
吹奏	chuizou
唤起	huanqi
鸣鼓	minggu
只争朝夕	zhizhengzhaoxi|zhizhengchaoxi
鸣锣开道	mingluokaidao
哈尔滨	haerbin
吻别	wenbie
咆哮	paoxiao
哆嗦	duosuo
吹嘘	chuixu
吃饱喝足	chibaohezu
鸣叫	mingjiao
咆啸	paoxiao
吹角连营	chuijiaolianying
贵金属	guijinshu
鄂尔多斯	eerduosi
鸣锣	mingluo
鸣金	mingjin
鸣镝	mingdi
吹捧	chuipeng
吹打	chuida
吹气	chuiqi
吹拂	chuifu
唤醒	huanxing
中饱私囊	zhongbaosinang
喟然长叹	kuiranchangtan
鸣笛	mingdi
吐鲁番	tulufan
吹管	chuiguan
吹箫	chuixiao
吹塑	chuisu
兄弟	xiongdi
兄妹	xiongmei
吻合	wenhe
吹风	chuifeng
鸣人	mingren
鸣禽	mingqin
跃然纸上	yueranzhishang
吹弹	chuitan
吊儿郎当	diaoerlangdang
